contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,VVD,Partij van de Arbeid (P.v.d.A.),50PLUS,Werken aan Water,AWP niet politiek wel deskundig,ChristenUnie,Ouderen Appèl - Hart voor Water
De Dommel,Heeze-Leende,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Dorpshuis 't Perron,1658::SB1,5591 HM,1309,718,26,1,0,0,0,685,60,0,0,0,0,0,745,294,139,88,60,50,46,14,12,15
De Dommel,Heeze-Leende,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Handboogsportvereniging Rozen van Oranje,1658::SB2,5591 GH,1402,546,23,4,0,0,0,515,58,0,0,0,0,0,573,198,85,132,41,26,28,19,6,11
De Dommel,Heeze-Leende,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeentehuis,1658::SB3,5591 HS,1411,890,29,3,0,0,0,822,100,0,0,0,0,0,922,311,174,149,91,61,56,28,12,8
De Dommel,Heeze-Leende,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Kindcentrum De Parel,1658::SB4,5591 BM,1360,821,32,0,0,0,0,770,83,0,0,0,0,0,853,312,130,123,80,68,59,22,12,15
De Dommel,Heeze-Leende,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Heemkundekring de Heerlijkheid HLZ,1658::SB5,5591 NE,1289,757,29,3,0,0,1,727,61,0,0,0,0,0,789,335,76,94,91,78,35,23,13,12
De Dommel,Heeze-Leende,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Basisschool De Trumakkers,1658::SB6,5591 NG,1331,666,23,6,0,0,0,634,61,0,0,0,0,0,695,264,93,93,83,58,39,19,5,12
De Dommel,Heeze-Leende,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis De Meent,1658::SB7,5595 CM,1262,785,30,6,0,0,0,735,86,0,0,0,0,0,821,199,170,120,57,34,152,25,9,19
De Dommel,Heeze-Leende,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Basisschool Sint Jan,1658::SB8,5595 GN,1182,387,9,4,0,0,0,347,53,0,0,0,0,0,400,80,87,68,20,15,107,3,4,3
De Dommel,Heeze-Leende,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Zorgcentrum Leenderhof,1658::SB9,5595 EP,1215,735,41,9,0,0,0,712,73,0,0,0,0,0,785,204,145,148,58,42,90,30,9,9
De Dommel,Heeze-Leende,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Dorpshuis Valentijn,1658::SB10,6029 RJ,1367,652,9,5,0,0,0,610,56,0,0,0,0,0,666,159,241,72,52,30,42,31,10,15
