contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),AWP niet politiek wel deskundig,Partij voor de Dieren,ChristenUnie-SGP,50PLUS,Trots op Nederland (TROTS)
Rijnland,Voorschoten,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Kerk Het Kruispunt,0626::SB1,2251 BH,946,596,18,5,0,1,0,575,43,0,1,0,0,0,618,116,95,87,97,52,67,39,36,7
Rijnland,Voorschoten,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Vliethuis,0626::SB2,2251 VG,1980,871,16,9,0,0,0,823,73,0,0,0,0,0,896,140,132,138,156,56,105,29,96,19
Rijnland,Voorschoten,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Woonzorgcentrum Adegeest,0626::SB3,2252 NB,854,611,4,2,0,0,0,563,54,0,0,0,0,0,617,189,91,111,96,37,46,24,16,1
Rijnland,Voorschoten,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau School Het Kompas,0626::SB4,2253 VX,1449,753,5,10,0,1,2,698,69,0,0,1,0,0,769,163,98,157,133,51,79,43,24,5
Rijnland,Voorschoten,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau De Ontmoeting,0626::SB5,2253 XG,1387,843,18,6,0,0,0,789,82,4,0,4,0,0,871,146,138,147,165,57,99,32,51,8
Rijnland,Voorschoten,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Alettahof,0626::SB6,2253 RP,1589,1031,1,20,0,0,0,944,108,0,0,0,0,0,1052,158,130,212,196,76,120,44,88,7
Rijnland,Voorschoten,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Seniorenflat Rossini,0626::SB7,2253 GA,1185,756,13,2,0,0,0,770,1,0,0,0,0,0,771,172,97,132,124,53,79,44,44,11
Rijnland,Voorschoten,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Cult. Centrum,0626::SB8,2252 HH,1173,888,21,5,0,0,0,827,88,1,0,1,0,0,915,206,132,184,160,53,84,30,31,8
Rijnland,Voorschoten,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau De Boschbloem,0626::SB9,2252 EA,1597,1153,12,7,0,2,1,1064,105,0,2,0,0,0,1170,269,167,208,191,88,104,57,57,12
Rijnland,Voorschoten,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Brandweerkazerne,0626::SB10,2251 CT,1122,1048,13,6,0,0,0,1006,61,0,0,0,0,0,1067,209,211,176,169,62,79,25,106,11
Rijnland,Voorschoten,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Bondsgebouw,0626::SB11,2251 LG,1025,724,14,1,0,0,0,648,91,0,0,0,0,0,739,171,125,98,128,38,78,35,47,4
Rijnland,Voorschoten,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Taxi Avance,0626::SB12,2252 TW,1435,747,16,2,0,0,0,687,79,1,0,1,0,0,766,183,93,140,125,50,76,32,45,3
Rijnland,Voorschoten,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Museum Voorschoten,0626::SB13,2251 BL,1275,574,17,1,0,0,0,533,59,0,0,0,0,0,592,154,85,103,93,25,57,17,39,1
Rijnland,Voorschoten,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Basisschool De Vos,0626::SB14,2251 DM,1810,984,13,3,0,12,0,903,109,0,0,12,0,0,1012,281,142,159,139,42,102,19,91,9
Rijnland,Voorschoten,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Stembureau Catalpa,0626::SB15,2251 ZC,1234,780,9,5,0,0,0,723,71,0,0,0,0,0,794,262,113,111,119,33,64,20,50,8
