contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,"Groen, Water & Land",VVD,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Natuurlijk BBW,50PLUS,AWP niet politiek wel deskundig,ChristenUnie
Hollands Noorderkwartier,Enkhuizen,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stadskantoor,0388::SB1,1601 KT,1685,974,17,5,0,0,0,923,73,0,0,0,0,0,996,266,116,140,91,154,33,71,72,31
Hollands Noorderkwartier,Enkhuizen,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau NS Stationshal Enkhuizen,0388::SB2,1601 EN,1482,819,26,2,0,6,0,780,73,0,0,6,0,0,853,196,148,79,92,136,18,45,70,35
Hollands Noorderkwartier,Enkhuizen,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,"Stembureau P.C. BS Het Mozaïek, Spaans Leger",0388::SB3,1601 PB,1350,787,28,5,0,0,1,752,67,0,0,0,0,0,820,194,108,76,104,117,26,44,73,45
Hollands Noorderkwartier,Enkhuizen,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Woonzorgcomplex Herfstzon,0388::SB4,1601 AZ,1750,762,23,2,0,0,0,730,58,0,0,1,0,0,788,195,106,70,86,121,35,51,48,50
Hollands Noorderkwartier,Enkhuizen,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Woonzorgcomplex Overvest,0388::SB5,1602 SE,1610,589,31,2,0,0,0,594,29,0,0,1,0,0,623,142,36,67,73,94,18,59,49,51
Hollands Noorderkwartier,Enkhuizen,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Wijkcentrum de Bonte Veer,0388::SB6,1602 PV,1731,1154,32,10,0,0,0,1104,94,0,0,2,0,0,1198,284,79,125,116,227,44,112,94,73
Hollands Noorderkwartier,Enkhuizen,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,"Stembureau P.C. BS Het Mozaïek, Toereppel",0388::SB7,1602 KG,1750,704,17,5,0,0,0,656,70,0,0,0,0,0,726,198,68,63,90,108,38,38,67,34
Hollands Noorderkwartier,Enkhuizen,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Het Apostolisch Genootschap,0388::SB8,1602 JA,1498,722,17,3,0,0,0,674,68,0,0,0,0,0,742,182,94,66,76,107,34,55,55,53
Hollands Noorderkwartier,Enkhuizen,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Tijdelijke stem unit Voor Anker Kadijken,0388::SB9,1602 HW,2114,831,15,3,0,0,0,772,78,1,0,1,0,0,850,249,142,56,84,122,30,50,74,24
Hollands Noorderkwartier,Enkhuizen,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Mobiel stembureau in Westerhof,0388::SB10,1601 AG,0,27,0,1,0,0,0,24,4,0,0,0,0,0,28,6,1,1,4,7,2,4,2,0
