contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,SGP-ChristenUnie,50PLUS,AWP niet politiek wel deskundig,Ons-Platteland
Schieland en de Krimpenerwaard,Waddinxveen,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Gemeentehuis,0627::SB1,2741 HS,0,323,6,0,0,0,0,292,37,0,0,0,0,0,329,61,51,33,57,59,19,22,21
Schieland en de Krimpenerwaard,Waddinxveen,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Wijkgebouw Zonnig Zuid,0627::SB2,2741 JR,1500,720,9,0,0,0,0,659,70,0,0,0,0,0,729,91,124,66,131,122,79,39,68
Schieland en de Krimpenerwaard,Waddinxveen,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Cultuurhuys De Kroon,0627::SB3,2741 MW,1857,905,19,2,0,0,0,862,64,0,0,0,0,0,926,147,142,87,153,153,97,53,73
Schieland en de Krimpenerwaard,Waddinxveen,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau De Hoeksteen,0627::SB4,2742 XG,1565,794,9,6,0,0,0,731,77,0,1,0,0,0,808,106,113,57,88,271,58,38,63
Schieland en de Krimpenerwaard,Waddinxveen,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Zorgcentrum Souburgh,0627::SB5,2741 DW,0,17,0,0,0,0,0,16,1,0,0,0,0,0,17,1,3,1,4,3,2,1,2
Schieland en de Krimpenerwaard,Waddinxveen,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Bethelkerk,0627::SB6,2741 AP,0,16,0,0,0,0,0,13,6,0,0,3,0,0,19,1,4,1,2,6,0,1,1
Schieland en de Krimpenerwaard,Waddinxveen,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau De Regenboogschool,0627::SB7,2741 XL,0,14,0,0,0,0,0,15,0,0,0,1,0,1,15,3,1,2,2,3,1,1,1
Schieland en de Krimpenerwaard,Waddinxveen,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau Anne Frankcentrum,0627::SB8,2741 DS,0,28,0,0,0,0,0,28,0,0,0,0,0,0,28,6,2,4,4,2,9,1,0
Schieland en de Krimpenerwaard,Waddinxveen,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau De Ontmoetingskerk,0627::SB9,2742 DJ,0,36,0,0,0,0,0,37,5,0,0,6,0,0,42,4,12,6,6,4,1,0,3
Schieland en de Krimpenerwaard,Waddinxveen,AB2019_SchielandendeKrimpenerwaard,Algemeen bestuur van het hoogheemraadschap van Schieland en de Krimpenerwaard 2019,14,Schieland en de Krimpenerwaard,2019-03-20,Stembureau Stembureau De Nieuwe School,0627::SB10,2742 SC,0,11,0,0,0,0,0,12,5,0,0,6,0,6,17,1,1,0,2,4,2,0,1
