contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,"Groen, Water & Land",VVD,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Natuurlijk BBW,50PLUS,AWP niet politiek wel deskundig,ChristenUnie
Hollands Noorderkwartier,Hoorn,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Ouderenzorg Westerhaven,0405::SB1,1621 KP,1726,871,19,5,0,0,0,835,60,0,0,0,0,0,895,228,122,175,53,142,22,76,36,17
Hollands Noorderkwartier,Hoorn,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Schouwburg het Park,0405::SB2,1621 LE,2178,655,26,3,0,0,0,642,42,0,0,0,0,0,684,167,94,111,41,130,15,46,35,16
Hollands Noorderkwartier,Hoorn,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau De Boterhal,0405::SB3,1621 CZ,1503,1007,21,5,0,0,7,943,83,0,0,0,0,0,1033,254,135,182,49,170,37,73,86,21
Hollands Noorderkwartier,Hoorn,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Showband Hoorn,0405::SB4,1621GK,1289,731,14,5,4,0,0,688,66,0,0,4,0,0,754,167,112,115,63,110,33,73,45,13
Hollands Noorderkwartier,Hoorn,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Wijkcentrum Grote Waal,0405::SB5,1622 ES,4791,2135,56,13,0,0,0,2026,178,0,0,0,0,0,2204,576,169,301,117,397,71,280,155,69
Hollands Noorderkwartier,Hoorn,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Verpleeghuis Lindendael,0405::SB6,1624 AB,1795,963,22,5,0,0,1,892,97,0,0,0,0,0,990,240,113,170,112,152,26,77,58,15
Hollands Noorderkwartier,Hoorn,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Wijkcentrum De Zaagtand,0405::SB7,1624 VW,2421,1195,24,8,0,1,1,1104,123,0,0,1,0,0,1228,248,150,184,91,212,34,139,107,30
Hollands Noorderkwartier,Hoorn,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Praethuys 't Slot,0405::SB8,1623JD,1740,867,27,1,0,0,0,826,69,0,0,0,0,0,895,238,103,134,48,157,33,85,46,23
Hollands Noorderkwartier,Hoorn,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Stadhuis,0405::SB9,1625 HV,1875,1281,32,6,0,3,0,1206,116,0,0,3,0,0,1322,291,159,204,108,198,53,142,89,37
Hollands Noorderkwartier,Hoorn,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Stembureau Wijkcentrum De Huesmolen,0405::SB10,1625 HZ,3490,2050,40,2,0,0,3,1915,174,0,0,0,0,0,2092,532,173,266,135,316,76,281,194,77
