contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,ChristenUnie,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Staatkundig Gereformeerde Partij (SGP),Lokaal Waterbeheer,AWP niet politiek wel deskundig,50PLUS,Verenigde Senioren Partij
Vallei en Veluwe,Soest,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Gemeentehuis Soest,0342::SB1,3762 AV,1531,896,43,4,0,0,0,846,97,0,0,0,0,0,943,177,96,50,147,161,19,65,95,72,14
Vallei en Veluwe,Soest,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau 1e van der Huchtschool,0342::SB2,3761 AT,1680,1089,20,8,0,4,0,987,134,0,0,4,0,0,1121,286,133,72,163,143,20,58,129,72,13
Vallei en Veluwe,Soest,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Residence Souveraine,0342::SB3,3761 XD,1365,917,15,3,0,0,0,850,85,0,0,0,0,0,935,237,151,59,127,78,19,54,123,62,7
Vallei en Veluwe,Soest,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau R.K. Daltonschool de Driesprong,0342::SB4,3762 CZ,1431,646,9,3,0,0,0,577,81,0,0,0,0,0,658,190,94,37,102,64,18,31,85,23,2
Vallei en Veluwe,Soest,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Emmakerk,0342::SB5,3762 DS,1623,757,14,3,0,2,2,715,59,0,0,2,0,0,776,169,80,61,113,76,31,55,82,84,6
Vallei en Veluwe,Soest,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau OBS Prins Willem-Alexander,0342::SB6,3762 CG,1336,843,13,4,0,0,0,794,66,0,0,0,0,0,860,173,85,53,155,87,31,75,112,63,9
Vallei en Veluwe,Soest,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Zorgcentrum Molenschot,0342::SB7,3762 BP,1881,1054,19,6,0,2,0,968,113,0,0,2,0,0,1081,246,143,68,153,102,42,74,102,102,22
Vallei en Veluwe,Soest,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Woonzorgcentr.  Mariënburg,0342::SB8,3761 CN,1239,743,13,3,0,0,0,695,64,0,0,0,0,0,759,196,96,59,109,71,12,45,82,62,11
Vallei en Veluwe,Soest,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau De Rank,0342::SB9,3768 ED,1730,1213,28,5,0,1,0,1137,110,0,0,1,0,0,1247,334,183,82,173,94,31,71,151,85,9
Vallei en Veluwe,Soest,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau RK basisschool Ludgerus,0342::SB10,3768 GM,1779,1133,19,3,0,0,0,1036,119,0,0,0,0,0,1155,443,117,60,176,74,10,63,130,55,5
Vallei en Veluwe,Soest,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Parochiesecretariaat,0342::SB11,3768 CP,1763,1167,9,5,0,0,0,1060,121,0,0,0,0,0,1181,304,165,71,186,109,28,48,153,101,2
Vallei en Veluwe,Soest,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau 3e Van der Huchtschool,0342::SB13,3765 EM,1697,1015,14,3,0,2,1,954,79,0,0,2,0,0,1034,233,81,76,168,88,16,71,182,88,12
