contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,ChristenUnie,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Staatkundig Gereformeerde Partij (SGP),Lokaal Waterbeheer,AWP niet politiek wel deskundig,50PLUS,Verenigde Senioren Partij
Vallei en Veluwe,Brummen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Gemeentehuis,0213::SB1,6971 BV,1551,984,17,8,0,3,0,934,78,0,0,3,0,0,1012,212,133,48,156,143,6,122,88,71,5
Vallei en Veluwe,Brummen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Woonzorgcentrum Tolzicht,0213::SB2,6971 CC,1366,692,13,0,0,0,0,650,55,0,0,0,0,0,705,126,79,45,97,146,6,77,59,50,7
Vallei en Veluwe,Brummen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,"Stembureau Seniorencomplex ""de Molenhorst""",0213::SB3,6971 CV,1385,646,13,8,0,0,0,626,41,0,0,0,0,0,667,85,77,27,109,123,10,101,44,61,9
Vallei en Veluwe,Brummen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Kindcentrum Het P@rk,0213::SB4,6971 CN,1145,710,14,0,0,1,0,675,50,0,0,1,0,0,725,112,70,28,118,152,3,114,38,66,9
Vallei en Veluwe,Brummen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Het Buurthuis Leuvenheim,0213::SB5,6974 AH,567,353,9,0,0,0,0,332,30,0,0,0,0,0,362,65,30,18,68,45,4,57,34,25,7
Vallei en Veluwe,Brummen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,"Stembureau Buitengewoon Kinderopvang, Oeken",0213::SB6,6971 KC,462,336,1,3,0,0,0,312,28,0,0,0,0,0,340,63,33,23,64,52,14,42,28,16,1
Vallei en Veluwe,Brummen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,"Stembureau Basisschool J.H. Isings, Empe",0213::SB7,7399 AG,726,451,6,0,0,1,0,413,45,0,0,1,0,0,458,95,61,16,75,33,13,89,42,27,0
Vallei en Veluwe,Brummen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,"Stembureau Gemeenschapshuis De Wheme, Hall",0213::SB8,6964 AA,768,454,7,0,0,3,0,417,41,0,3,0,0,0,458,78,69,24,63,53,14,87,25,39,2
Vallei en Veluwe,Brummen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,"Stembureau Woonzorgcentrum De Beekwal, Eerbeek",0213::SB9,6961 DZ,1519,740,30,8,0,0,0,702,76,0,0,0,0,0,778,155,108,26,90,124,9,107,45,66,10
Vallei en Veluwe,Brummen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Bibliotheek Eerbeek,0213::SB10,6961 EA,1480,670,24,4,0,0,4,641,53,0,0,0,0,0,698,144,81,26,88,93,3,116,49,66,4
Vallei en Veluwe,Brummen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Pater Dekkerhuis,0213::SB11,6961 XL,910,441,15,5,0,0,0,433,27,0,1,0,1,0,460,57,55,19,53,100,1,71,23,60,2
Vallei en Veluwe,Brummen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Servicepunt Eerbeek,0213::SB12,6961 CW,1532,695,13,5,0,1,0,664,50,0,0,1,0,0,714,111,106,28,71,150,11,97,44,73,4
Vallei en Veluwe,Brummen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Rode Kruis Gebouw,0213::SB13,6961 AB,1691,818,16,3,0,0,0,774,65,2,0,2,0,0,839,130,114,42,104,134,4,114,62,103,11
Vallei en Veluwe,Brummen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,"Stembureau Scholencluster H.A. Lorenzstraat 1-3, Eerbeek",0213::SB14,6961 XB,980,460,8,1,0,0,0,443,26,0,0,0,0,0,469,72,84,21,44,75,4,90,13,53,4
Vallei en Veluwe,Brummen,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Verrij Wonen,0213::SB15,6971 GW,1084,525,12,2,0,0,0,499,40,0,0,0,0,0,539,90,62,22,88,100,7,61,38,50,7
