contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,ChristenUnie,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Staatkundig Gereformeerde Partij (SGP),Lokaal Waterbeheer,AWP niet politiek wel deskundig,50PLUS,Verenigde Senioren Partij
Vallei en Veluwe,Epe,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Gemeentehuis,0232::SB1,8161 EE,1304,1180,19,13,0,4,2,1076,138,0,0,4,0,0,1216,246,181,93,152,152,47,118,85,97,9
Vallei en Veluwe,Epe,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Europalaan,0232::SB2,8161 ZA,1330,720,9,7,0,1,0,685,52,0,0,1,0,0,737,99,101,60,92,132,18,84,52,74,8
Vallei en Veluwe,Epe,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Openbare Basisschool Zuuk,0232::SB3,8161 RJ,842,468,10,1,0,0,0,424,55,0,0,0,0,0,479,81,75,57,48,36,52,49,22,47,1
Vallei en Veluwe,Epe,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Zorgcentrum De Klaarbeek,0232::SB4,8162 WW,1781,743,15,1,0,7,0,706,60,0,0,7,0,0,766,55,106,100,89,138,20,93,56,78,8
Vallei en Veluwe,Epe,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Zorgcentrum De Boskamp,0232::SB5,8162 DS,1375,767,7,6,0,0,0,713,67,0,0,0,0,0,780,151,121,108,115,81,33,68,50,37,3
Vallei en Veluwe,Epe,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Het Slath Siza Dorp Groep,0232::SB6,8161 NW,1587,836,20,3,0,1,0,778,82,0,0,1,0,0,860,179,120,72,104,101,32,103,40,81,4
Vallei en Veluwe,Epe,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau VvE Eper Veste,0232::SB7,8161 AG,1365,820,5,3,0,0,0,744,84,0,0,0,0,0,828,225,110,52,112,106,14,65,72,63,1
Vallei en Veluwe,Epe,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau S.V. Wissel,0232::SB8,8162 PR,1032,567,15,2,0,1,0,517,68,0,0,1,0,0,585,127,68,53,89,48,23,50,57,47,5
Vallei en Veluwe,Epe,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Wijkvereniging Burgerenk,0232::SB9,8162 ZV,1251,733,10,3,0,0,0,714,32,0,0,0,0,0,746,80,99,46,99,140,21,124,35,81,8
Vallei en Veluwe,Epe,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Hervormde Gemeente Sionskerk,0232::SB10,8161 VV,1301,670,6,1,0,0,0,619,58,0,0,0,0,0,677,95,121,74,78,85,27,78,44,65,3
