contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,AWP niet politiek wel deskundig,VVD,ChristenUnie,OUDERENPARTIJ,Staatkundig Gereformeerde Partij (SGP),8,50PLUS
Vechtstromen,Hellendoorn,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Huis voor Cultuur & Bestuur,0163::SB1,7442 MA,1226,1055,26,6,0,0,0,1021,66,0,0,0,0,0,1087,396,250,107,97,96,34,11,8,56
Vechtstromen,Hellendoorn,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Gebouw OZO,0163::SB2,7441 DW,1633,863,14,0,0,0,0,828,49,0,0,0,0,0,877,378,171,78,75,65,26,7,15,48
Vechtstromen,Hellendoorn,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Prinses Marijkeschool,0163::SB3,7441 BH,1517,1028,8,4,0,0,0,932,108,0,0,0,0,0,1040,385,212,111,162,84,21,12,3,38
Vechtstromen,Hellendoorn,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Wijkgebouw de Brake,0163::SB4,7442 AX,1383,691,18,0,0,0,0,671,38,0,0,0,0,0,709,231,158,82,52,62,32,9,6,59
Vechtstromen,Hellendoorn,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Wijkgebouw Blokkendoos,0163::SB5,7442 TH,1264,623,11,0,0,1,0,598,37,0,0,1,0,0,635,207,173,65,54,48,22,10,0,44
Vechtstromen,Hellendoorn,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Wijkgebouw 't Diekhuus,0163::SB6,7442 ZL,1336,647,7,0,0,0,0,609,45,0,0,0,0,0,654,224,162,87,53,48,23,10,1,39
Vechtstromen,Hellendoorn,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Wijkcentrum Groot Lochter,0163::SB7,7442 JH,1650,968,9,7,0,0,0,918,66,0,0,0,0,0,984,275,258,138,89,86,28,10,11,73
Vechtstromen,Hellendoorn,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Basisschool de Meander,0163::SB8,7442 BM,1182,604,12,10,0,0,0,582,44,0,0,0,0,0,626,205,147,66,66,55,17,6,3,39
Vechtstromen,Hellendoorn,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Scholengemeenschap Reggesteyn,0163::SB9,7443 XG,1553,911,8,0,0,2,2,801,118,0,0,2,0,0,921,321,238,106,134,55,13,8,7,29
Vechtstromen,Hellendoorn,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Woonzorgcentrum De Blenke,0163::SB10,7447 AP,1153,600,18,3,0,1,0,580,42,0,0,1,0,0,622,267,123,80,56,26,17,12,0,19
