contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,"AWPenLRR niet politiek, wel lokaal",Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),VVD,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,ChristenUnie,50PLUS
Rivierenland,West Maas en Waal,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Alphen,0668::SB1,6626 AC,1380,707,10,3,0,0,0,632,88,0,0,0,0,0,720,112,123,64,46,239,5,59,13,46
Rivierenland,West Maas en Waal,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Altforst,0668::SB2,6628 AC,426,269,1,0,0,0,0,231,40,0,0,1,0,1,271,75,33,28,9,69,7,21,2,25
Rivierenland,West Maas en Waal,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Appeltern,0668::SB3,6629 AR,683,363,4,3,0,0,0,337,33,0,0,0,0,0,370,95,48,42,30,76,1,39,4,28
Rivierenland,West Maas en Waal,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Beneden-Leeuwen,0668::SB4,6658 WX,2023,954,12,0,0,1,0,861,106,0,0,1,0,0,967,217,255,87,65,179,4,46,7,94
Rivierenland,West Maas en Waal,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Beneden-Leeuwen,0668::SB5,6658 AG,1554,1036,16,2,0,0,0,914,140,0,0,0,0,0,1054,215,268,107,75,198,11,73,14,75
Rivierenland,West Maas en Waal,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Beneden-Leeuwen,0668::SB6,6658 XN,1833,807,20,9,0,0,0,751,85,0,0,0,0,0,836,215,170,69,57,145,2,60,2,87
Rivierenland,West Maas en Waal,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Boven-Leeuwen,0668::SB7,6657 CB,1772,902,9,3,0,0,0,809,107,2,0,2,0,0,916,204,196,117,82,150,5,58,10,80
Rivierenland,West Maas en Waal,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dreumel,0668::SB8,6621 KV,1253,682,11,5,0,0,0,618,80,0,0,0,0,0,698,99,133,57,45,237,8,41,15,47
Rivierenland,West Maas en Waal,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dreumel,0668::SB9,6621 AN,1548,852,9,2,0,2,0,744,121,0,0,2,0,0,865,119,172,72,44,324,5,42,11,63
Rivierenland,West Maas en Waal,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Maasbommel,0668::SB10,6627 AG,1113,560,2,0,0,0,0,497,65,0,0,0,0,0,562,117,90,75,49,104,1,39,17,68
Rivierenland,West Maas en Waal,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Wamel,0668::SB11,6659 BN,1965,1077,7,3,0,0,0,953,134,0,0,0,0,0,1087,229,135,130,86,227,8,114,30,118
