contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,AWP niet politiek wel deskundig,VVD,ChristenUnie,OUDERENPARTIJ,Staatkundig Gereformeerde Partij (SGP),8,50PLUS
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Stadhuis,0141::SB1,7607 EW,1720,996,35,7,0,0,0,972,67,0,0,1,0,0,1039,146,314,165,160,56,49,4,18,84
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau MFA Centrum 't Dok,0141::SB2,7607 WC,1615,565,24,4,0,0,0,550,48,5,0,5,0,0,598,69,158,106,82,32,38,6,3,71
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Serviceflat De Swanehof,0141::SB4,7607 GP,1528,675,19,1,0,0,0,646,49,0,0,0,0,0,695,78,196,118,109,39,47,7,3,78
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Wonen met een Plus De Koppel,0141::SB5,7601 BK,1417,613,14,1,0,0,0,573,55,0,0,0,0,0,628,79,180,90,75,28,53,14,8,86
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Dienstencentrum De Riet,0141::SB6,7601 CR,1621,449,12,5,0,0,0,427,39,0,0,0,0,0,466,41,174,89,28,13,30,6,6,62
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Wijkcentrum De Schöppe,0141::SB7,7601 EJ,2293,862,32,6,0,0,0,833,69,2,0,2,0,0,902,125,307,109,104,44,55,21,9,88
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau AVC Heracles,0141::SB8,7607 ZM,1324,519,7,0,0,0,0,467,60,0,0,1,0,0,527,97,133,90,127,24,9,7,3,29
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Pinkstergemeente De Banier,0141::SB9,7607 NG,1875,1162,22,2,0,0,0,1070,116,0,0,0,0,0,1186,179,301,187,307,51,33,28,10,66
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Carint Reggeland (Eugeria),0141::SB10,7602 JT,1787,617,17,2,0,0,1,571,64,0,0,0,0,0,636,114,169,82,131,40,24,11,9,37
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau v.v. Luctor et Emergo,0141::SB11,7602 AM,1658,684,10,2,0,0,0,649,47,0,0,0,0,0,696,137,180,122,101,47,32,9,0,56
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Wijkcentrum De Trefhoek,0141::SB12,7603 AD,1980,1195,13,7,0,0,0,1103,112,0,0,0,0,0,1215,182,320,200,177,81,73,22,16,124
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Scholengemeenschap Canisius,0141::SB13,7608 ND,2636,1009,13,2,0,0,0,913,111,0,0,0,0,0,1024,230,257,140,230,39,24,7,13,69
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Verzorgingstehuis Huize Friso,0141::SB14,7608 RM,2775,1165,28,7,0,0,0,1091,107,0,2,0,0,0,1198,253,308,180,171,79,50,8,7,109
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Wijkcentrum De Schelf,0141::SB15,7608 KH,2767,1467,39,11,0,0,0,1391,127,1,0,1,0,0,1518,231,441,252,139,136,84,26,3,155
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau O.B.S. De Tandem (Havezathe),0141::SB16,7608 CL,2750,1270,31,2,0,0,0,1180,123,0,0,0,0,0,1303,241,390,222,158,81,53,13,12,100
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Hoog Schuilenburg,0141::SB17,7604 GC,1936,849,20,10,0,0,0,799,79,0,1,0,0,0,878,154,241,136,92,66,57,19,8,76
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau MFA Eninver,0141::SB18,7604 EH,1687,922,36,15,0,0,1,841,132,0,0,1,1,0,974,141,305,131,111,87,55,13,10,69
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau OBS Step,0141::SB19,7606 TW,1513,582,25,4,0,0,0,537,74,0,0,0,0,0,611,72,221,93,63,39,34,5,3,52
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Wijkcentrum De Goossenmaat,0141::SB20,7605 CP,2091,406,25,1,0,0,0,386,46,0,0,0,0,0,432,36,125,48,28,24,54,14,13,64
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Café het Kroegje,0141::SB21,7606 BC,1584,436,5,4,0,0,0,421,24,0,0,0,0,0,445,48,156,65,52,20,27,1,6,61
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Pniëlkerk,0141::SB22,7606 GX,1535,827,38,5,0,0,0,769,101,0,0,0,0,0,870,131,282,145,78,54,39,13,7,78
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Wijkcentrum De Driehoek,0141::SB23,7606 JS,1115,304,6,3,0,0,0,287,26,0,0,0,0,0,313,37,114,58,44,11,11,0,3,26
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Wooncomplex Windmolenbroek,0141::SB24,7609 KA,1870,621,10,3,0,0,0,577,57,0,0,0,0,0,634,82,213,79,68,59,40,13,2,65
Vechtstromen,Almelo,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau P.C. Basisschool De Huve,0141::SB25,7609 GP,1640,965,33,4,0,0,0,903,102,0,0,3,0,0,1005,151,312,163,105,95,32,21,14,72
