contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,AWP niet politiek wel deskundig,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Water Natuurlijk,Lokaal Limburg,Waterbelang Maastricht,50PLUS
Limburg,Kerkrade,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau HuB,0928::SB1,6461 DR,1714,1043,52,11,0,0,0,999,107,0,0,0,0,0,1106,94,7,16,39,3,46,25,3,2,603,99,54,12,40
Limburg,Kerkrade,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Zorgcentrum Kapelhof,0928::SB2,6461 EH,1043,417,32,0,0,0,0,398,51,0,0,0,0,0,449,32,6,10,18,2,14,5,1,0,256,35,14,3,21
Limburg,Kerkrade,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Basisschool De Diabolo,0928::SB3,6461 EX,1379,533,24,3,0,0,0,509,51,0,0,0,0,0,560,32,5,9,30,3,13,19,0,0,331,32,31,6,22
Limburg,Kerkrade,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Basisschool De Schatkist,0928::SB4,6462 HC,1832,486,18,7,0,0,0,464,48,0,0,1,0,0,512,15,8,7,27,0,22,7,0,0,323,32,23,5,17
Limburg,Kerkrade,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Zorgcentrum Vroenhof,0928::SB5,6462 VA,1494,414,16,0,0,0,0,389,41,0,0,0,0,0,430,19,7,11,16,2,15,10,2,1,238,40,34,5,14
Limburg,Kerkrade,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Café Ackens,0928::SB6,6462 CS,1001,350,13,1,0,0,0,324,40,0,0,0,0,0,364,18,4,6,22,1,11,7,0,0,188,41,33,6,13
Limburg,Kerkrade,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Café Ejen Bouwerweij,0928::SB7,6462 CP,1538,498,18,8,0,0,0,470,54,0,0,0,0,0,524,15,4,10,24,3,15,10,0,0,323,34,32,4,24
Limburg,Kerkrade,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Catharinahoes,0928::SB8,6461 JK,1772,758,38,7,0,0,0,725,78,0,0,0,0,0,803,43,5,5,44,6,29,17,0,0,485,47,42,3,32
Limburg,Kerkrade,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Basisschool St. Ursula,0928::SB9,6461 BS,1213,561,18,3,0,0,0,531,51,0,0,0,0,0,582,42,3,11,42,1,19,7,1,2,310,56,39,6,22
Limburg,Kerkrade,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Brede School de Steltloper,0928::SB10,6463 VZ,884,445,18,7,0,0,0,421,49,0,0,0,0,0,470,16,2,15,11,3,16,5,3,0,268,36,36,3,31
Limburg,Kerkrade,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Parochiezaal,0928::SB11,6463 AS,1298,476,19,3,0,0,0,451,47,0,0,0,0,0,498,22,1,14,26,4,24,11,0,2,257,50,37,6,22
