contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Ons Water,West-Brabant Waterbreed,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),50PLUS,AWP niet politiek wel deskundig,ChristenUnie,Partij voor de Dieren
Brabantse Delta,Gilze en Rijen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Regent,0784::SB1,5121 CM,2093,867,24,9,0,0,0,839,61,0,0,0,0,0,900,131,140,92,77,76,140,81,31,14,85
Brabantse Delta,Gilze en Rijen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Boodschap,0784::SB2,5121 BC,1777,817,26,11,0,0,0,785,69,0,0,0,0,0,854,101,121,89,62,105,110,85,22,18,104
Brabantse Delta,Gilze en Rijen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Burg. van Mierloschool,0784::SB3,5121 HT,1551,694,19,6,0,4,0,661,62,0,0,4,0,0,723,103,135,90,55,76,98,74,9,6,48
Brabantse Delta,Gilze en Rijen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau School De Brakken,0784::SB4,5121 EM,2298,1130,33,4,0,2,0,1050,119,0,0,2,0,0,1169,179,188,155,90,117,159,96,36,9,101
Brabantse Delta,Gilze en Rijen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Sint Jozefschool,0784::SB5,5121 EG,2318,1065,24,6,0,0,2,987,106,0,0,0,0,0,1095,148,200,134,94,124,144,89,29,14,89
Brabantse Delta,Gilze en Rijen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Hal NS-station,0784::SB6,5121 EA,2371,1265,30,2,0,6,1,1209,93,0,0,6,0,0,1303,228,224,167,106,127,149,88,46,12,118
Brabantse Delta,Gilze en Rijen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Woonstichting Leystromen,0784::SB7,5121 LN,1095,490,19,1,0,0,0,453,57,0,0,0,0,0,510,108,59,64,52,32,64,42,9,6,54
Brabantse Delta,Gilze en Rijen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Zorgcentrum Sint Franciscus,0784::SB8,5126 GC,1941,981,24,2,0,0,0,925,82,0,0,0,0,0,1007,233,167,74,42,81,217,76,24,10,57
Brabantse Delta,Gilze en Rijen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Sporthal Achter de Tuintjes,0784::SB9,5126 HA,2076,1138,20,4,0,4,2,1062,102,0,0,4,0,0,1166,259,248,121,61,105,169,70,19,4,82
Brabantse Delta,Gilze en Rijen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Heemkring Molenheide,0784::SB10,5126 CE,2237,959,10,3,0,1,1,882,90,0,0,1,0,0,973,211,95,93,69,92,196,93,36,5,69
Brabantse Delta,Gilze en Rijen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau De Molenwiek,0784::SB11,5124 RM,1066,544,15,0,0,0,0,510,49,0,0,0,0,0,559,127,148,45,30,36,55,51,12,0,40
Brabantse Delta,Gilze en Rijen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau The Chump,0784::SB12,5125 NL,359,191,0,1,0,0,0,173,19,0,0,0,0,0,192,44,50,22,24,9,17,7,4,1,13
