contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Ons Water,West-Brabant Waterbreed,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),50PLUS,AWP niet politiek wel deskundig,ChristenUnie,Partij voor de Dieren
Brabantse Delta,Steenbergen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Gemeentehuis,0851::SB1,4652 GA,2386,1109,14,9,0,0,0,1005,127,0,0,0,0,0,1132,151,153,425,96,51,54,50,38,14,77
Brabantse Delta,Steenbergen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,"Stembureau Verzorgingsh.""Onze Stede""",0851::SB2,4651 EL,1341,654,15,2,0,0,0,598,73,0,0,0,0,0,671,95,85,168,86,32,52,46,22,8,60
Brabantse Delta,Steenbergen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau R.K. Basisschool Gummarus,0851::SB3,4651 KM,2425,1138,15,5,0,0,0,1045,113,0,0,0,0,0,1158,140,134,376,120,60,68,84,70,16,70
Brabantse Delta,Steenbergen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,"Stembureau Scoutinggeb.""Wallenburch""",0851::SB4,4651 WB,1738,832,5,3,0,1,0,759,80,0,1,0,0,0,839,133,80,205,107,55,54,59,47,26,66
Brabantse Delta,Steenbergen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Gemeenschapshuis De Vaert,0851::SB5,4651 XE,2925,640,8,1,0,1,0,579,71,0,0,1,0,0,650,110,71,187,64,49,34,35,25,17,48
Brabantse Delta,Steenbergen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Dorpshuis Siemburg,0851::SB6,4756 AR,1878,776,12,1,0,0,0,681,108,0,0,0,0,0,789,150,82,76,276,35,34,50,11,7,55
Brabantse Delta,Steenbergen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Dorpshuis De Stelle,0851::SB7,4655 AB,736,358,1,0,0,0,0,312,47,0,0,0,0,0,359,28,55,125,59,14,12,22,7,3,33
Brabantse Delta,Steenbergen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Verz.huis De Nieuwe Haven,0851::SB8,4671 AW,1727,714,12,2,0,0,0,655,73,0,0,0,0,0,728,174,68,101,142,27,37,54,27,42,42
Brabantse Delta,Steenbergen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau OBS De Regenboog,0851::SB9,4671 ES,1794,770,9,5,0,0,0,704,81,1,0,1,0,0,785,209,61,107,134,34,48,53,18,51,55
Brabantse Delta,Steenbergen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Gemeenschapshuis De Vossenburcht,0851::SB10,4681 AS,1867,893,10,9,0,0,0,802,109,0,1,0,1,0,911,95,164,203,183,40,53,66,18,14,57
Brabantse Delta,Steenbergen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Kantine Sportpark,0851::SB11,4651 KS,1088,320,5,1,0,0,0,293,32,0,1,0,1,0,325,55,29,111,29,18,14,19,20,3,22
Brabantse Delta,Steenbergen,AB2019_BrabantseDelta,Algemeen bestuur van het waterschap Brabantse Delta 2019,18,Brabantse Delta,2019-03-20,Stembureau Dorpshuis,0851::SB12,4671 CC,1084,549,7,1,0,0,0,500,57,0,0,0,0,0,557,129,49,90,113,20,26,36,11,34,41
