contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,AWP niet politiek wel deskundig,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Water Natuurlijk,Lokaal Limburg,Waterbelang Maastricht,50PLUS
Limburg,Stein,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau MFC de Grous,0971::SB1,6171 HW,2346,1416,58,10,0,1,0,1336,149,0,0,1,0,0,1485,164,15,32,33,4,812,40,5,2,6,108,91,11,93
Limburg,Stein,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Gemeentehuis,0971::SB2,6171 KP,2187,910,27,16,0,0,0,870,85,2,0,2,0,0,955,75,8,19,20,3,559,17,3,0,6,56,68,15,61
Limburg,Stein,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Basisschool Kerensheide,0971::SB3,6171 BS,2394,980,32,14,0,1,0,920,105,0,1,0,0,0,1025,88,6,15,17,4,557,35,3,1,15,59,92,13,75
Limburg,Stein,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Buurtcentrum Nieuwdorp,0971::SB4,6171 NR,1015,556,18,1,0,0,2,512,61,0,0,0,0,0,575,53,9,15,10,2,287,21,2,1,1,53,39,9,54
Limburg,Stein,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Café-Brasserie Merode,0971::SB5,6171 XM,1045,483,14,3,0,0,0,438,62,0,0,0,0,0,500,37,7,9,11,5,262,15,0,2,5,30,45,9,46
Limburg,Stein,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Bie Gerda,0971::SB6,6181 NJ,1068,538,20,4,0,0,0,518,44,0,0,0,0,0,562,43,3,10,22,1,316,16,0,0,12,44,35,6,30
Limburg,Stein,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Bramerthof,0971::SB7,6129 PV,937,429,5,1,0,1,0,405,31,0,0,1,0,0,436,27,1,17,3,2,270,15,1,0,3,16,35,1,38
Limburg,Stein,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau de Kooypoort,0971::SB8,6129 PC,1204,623,20,7,0,0,0,581,69,0,0,0,0,0,650,43,3,17,9,1,389,27,1,2,5,37,36,12,41
Limburg,Stein,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Fanfarezaal Oud Urmond,0971::SB9,6129 CR,827,417,18,2,0,0,0,397,40,0,0,0,0,0,437,41,5,19,4,3,234,11,1,1,6,33,30,3,26
Limburg,Stein,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Multifunctioneel Centrum Berg a/d M,0971::SB10,6129 PG,1788,917,31,5,0,1,0,850,102,0,1,0,0,0,952,83,9,29,15,9,556,30,3,0,1,65,62,9,46
Limburg,Stein,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Verpleeghuis La Famille,0971::SB11,6181 LB,1366,571,21,9,0,1,0,547,55,0,0,1,0,0,602,53,7,7,14,2,310,27,2,1,2,41,52,17,36
Limburg,Stein,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Parochiezaal Mariakerk,0971::SB12,6181 CL,1520,910,46,8,0,0,0,875,89,0,0,0,0,0,964,92,10,18,35,9,489,23,2,0,9,75,53,26,69
Limburg,Stein,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Kantine S.V. Haslou,0971::SB13,6181 JG,911,516,19,5,0,1,0,479,62,0,0,1,0,0,541,46,1,7,17,1,302,8,1,0,10,61,30,7,25
Limburg,Stein,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Kindcentrum Aelse,0971::SB14,6181 EN,1486,740,23,8,0,1,0,687,83,0,1,0,0,0,770,96,6,16,20,4,411,25,0,1,6,49,51,10,45
Limburg,Stein,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Café Zaal De Dikke Stein,0971::SB15,6181 GN,1080,385,18,3,0,2,0,366,42,0,0,2,0,0,408,44,2,6,12,1,189,15,1,0,5,40,32,8,30
