contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,"Groen, Water & Land",VVD,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Natuurlijk BBW,50PLUS,AWP niet politiek wel deskundig,ChristenUnie
Hollands Noorderkwartier,Heemskerk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Woonzorgcentrum Sint Agnes,0396::SB1,1962 GA,2108,851,27,3,0,0,0,811,70,0,0,0,0,0,881,239,65,76,112,160,26,93,59,21
Hollands Noorderkwartier,Heemskerk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Verpleeghuis Meerstate,0396::SB2,1962 AB,1742,1032,24,1,0,0,0,983,74,0,0,0,0,0,1057,321,89,95,144,172,43,82,54,32
Hollands Noorderkwartier,Heemskerk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Basisschool De Otterkolken,0396::SB3,1963 AS,1989,1022,20,2,0,0,0,955,89,0,0,0,0,0,1044,311,91,116,87,179,39,90,64,45
Hollands Noorderkwartier,Heemskerk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Basisschool De Zevenhoeven,0396::SB4,1963 KH,1986,1129,6,4,0,3,1,1049,92,0,0,3,0,0,1142,331,89,130,121,203,35,112,74,34
Hollands Noorderkwartier,Heemskerk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Brandweerkazerne,0396::SB5,1962 TG,1804,699,9,6,0,1,0,670,45,0,0,1,0,0,715,185,66,54,102,122,26,83,45,16
Hollands Noorderkwartier,Heemskerk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Buurthuis De Schuilhoek,0396::SB6,1962 TV,1702,708,5,4,0,0,0,665,52,0,0,0,0,0,717,187,64,55,119,123,32,68,40,20
Hollands Noorderkwartier,Heemskerk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Gemeentehuis,0396::SB7,1964 EZ,2332,1284,21,8,0,0,0,1205,108,0,0,0,0,0,1313,339,125,167,195,183,39,104,94,38
Hollands Noorderkwartier,Heemskerk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Woongroep van Ouderen Burisbeek,0396::SB8,1964 KT,1801,992,19,9,0,0,2,975,43,0,0,0,0,0,1020,299,95,83,116,137,42,104,81,35
Hollands Noorderkwartier,Heemskerk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Verpleeghuis Heemswijk,0396::SB9,1964 RM,1851,1059,23,3,0,4,0,998,91,0,0,4,0,0,1089,310,107,107,125,152,43,108,71,36
Hollands Noorderkwartier,Heemskerk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Buurtcentrum D'Evelaer,0396::SB10,1969 MV,1467,753,18,1,0,0,0,689,83,0,0,0,0,0,772,164,101,68,156,90,78,39,39,18
Hollands Noorderkwartier,Heemskerk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Woonzorgcentrum Westerheem,0396::SB11,1964 EJ,2055,1111,16,3,0,0,0,1033,96,0,1,0,1,0,1129,271,117,111,192,180,33,109,68,30
Hollands Noorderkwartier,Heemskerk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Anne Frankschool,0396::SB12,1964 BC,1744,1036,20,3,0,0,0,965,94,0,0,0,0,0,1059,328,116,88,132,171,32,93,56,20
Hollands Noorderkwartier,Heemskerk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau De Harteheem,0396::SB13,1967 NM,1576,682,20,7,0,0,0,658,51,0,0,0,0,0,709,167,62,80,90,116,27,75,40,25
Hollands Noorderkwartier,Heemskerk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau OBS 't Tweespan,0396::SB14,1966 XA,2038,1063,35,5,0,0,0,1013,89,2,1,0,0,0,1102,305,91,100,105,180,39,129,75,39
Hollands Noorderkwartier,Heemskerk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Basisschool De Vlinder,0396::SB15,1966 VD,2416,910,26,6,0,4,3,877,58,0,4,0,0,0,938,251,62,91,79,167,40,112,69,39
Hollands Noorderkwartier,Heemskerk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Wijkcentrum Citadel,0396::SB16,1967 KD,1791,832,29,10,0,1,0,801,71,0,0,1,0,0,872,250,120,75,75,119,32,58,61,42
Hollands Noorderkwartier,Heemskerk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Basisschool De Bareel,0396::SB17,1967 EH,1545,912,14,1,0,2,0,848,81,0,0,2,0,0,929,289,126,89,85,135,19,62,64,43
