contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,FNP,Partij van de Arbeid (P.v.d.A.),Lagere Lasten Burger,VVD,ChristenUnie,Partij voor de Dieren,50PLUS
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Burgum, Gemeentehuis",0737::SB1,9251 GH,1024,809,10,1,0,0,0,759,61,0,0,0,0,0,820,117,123,162,99,84,56,86,50,32
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Burgum, Berchhiem",0737::SB2,9251 GM,1029,539,5,9,0,1,0,509,45,0,0,1,0,0,554,131,77,89,53,49,33,60,28,19
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Burgum, De Stryp",0737::SB3,9251 BS,1655,1059,6,2,0,0,3,979,84,0,1,0,1,0,1066,238,157,214,112,83,74,91,43,47
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Burgum, Glinstra State",0737::SB4,9251 CT,1518,1107,7,6,0,0,1,1044,76,1,0,1,0,0,1121,271,134,217,117,101,79,105,54,29
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Noardburgum, Lokaliteit Geref.Kerk (vrijgem.)",0737::SB5,9257 DR,509,219,1,0,0,0,0,191,28,0,1,0,1,0,219,53,27,16,21,28,22,32,18,2
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Noardburgum, De Balstien",0737::SB6,9257 VW,1284,605,12,10,0,0,0,571,56,0,0,0,0,0,627,63,86,153,55,105,45,51,22,25
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Jistrum, Kantine Sportvereniging",0737::SB7,9258 CL,705,412,4,1,0,0,1,368,48,0,0,0,0,0,417,70,59,106,28,60,16,49,14,10
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Eastermar, Hotel Meerzigt",0737::SB8,9261 VJ,1235,798,7,3,0,10,0,746,72,0,0,10,0,0,818,227,119,150,65,50,43,92,37,15
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Sumar, De Kamp",0737::SB9,9262 NG,1079,569,7,0,0,0,0,531,45,0,0,0,0,0,576,127,83,152,39,60,24,44,18,22
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Garyp, It Geahûs",0737::SB10,9263 PK,1491,890,9,5,0,3,0,817,84,0,3,0,0,0,901,275,110,139,59,61,60,113,35,38
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Earnewâld, Hotel Princenhof",0737::SB11,9264 TJ,329,210,2,0,0,0,0,192,20,0,0,0,0,0,212,41,41,50,17,19,24,8,4,6
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Suwâld, Suderfinne",0737::SB12,9265 LS,470,321,2,1,0,0,0,287,37,0,0,0,0,0,324,93,44,68,15,22,31,29,14,5
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Tytsjerk, Yn 'e Mande",0737::SB13,9255 KC,1250,780,9,5,0,0,0,725,69,0,0,0,0,0,794,101,154,152,93,52,80,61,46,41
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Hurdegaryp, Bennemastate",0737::SB14,9254 DE,753,340,9,0,0,0,0,315,34,0,0,0,0,0,349,70,53,61,23,27,40,43,14,9
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Hurdegaryp, It Maskelyn",0737::SB15,9254 GM,1712,1076,23,2,0,0,1,1032,69,1,0,1,0,0,1102,164,203,164,142,119,86,67,76,55
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Hurdegaryp, Nieuw Perspectief",0737::SB16,9254 CV,1525,911,10,12,0,0,0,885,53,5,0,5,0,0,938,145,172,117,140,100,54,78,60,45
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Ryptsjerk, De Einekoer",0737::SB17,9256 HR,620,406,5,0,0,0,0,378,33,0,0,0,0,0,411,68,40,114,42,43,31,35,21,12
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Gytsjerk, De Canterlanden",0737::SB18,9061 CC,1028,648,3,4,0,1,0,606,48,0,1,0,0,0,654,91,136,101,94,60,86,27,31,22
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Mûnein, De Mounestien",0737::SB19,9063 JL,581,360,4,0,0,0,0,327,37,0,0,0,0,0,364,75,62,69,29,31,40,28,20,6
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Oentsjerk, Heemstra State",0737::SB20,9062 GX,1524,980,9,2,0,2,1,913,79,0,0,2,0,0,993,220,181,141,151,67,84,68,40,28
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Aldtsjerk, Oerein",0737::SB21,9064 KE,513,359,1,1,0,1,0,339,23,0,0,1,0,0,362,57,67,64,47,36,38,15,18,17
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Wyns, De Skûle",0737::SB22,9091 BC,190,127,0,0,0,0,0,114,12,0,1,0,1,0,126,26,37,9,14,6,15,4,12,4
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Gytsjerk, Openbare Bibliotheek",0737::SB23,9061 BE,838,521,6,2,0,0,0,498,31,0,0,0,0,0,529,88,84,84,62,55,54,30,32,32
Fryslân,Tytsjerksteradiel,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Burgum, Hulpmiddelencentrum",0737::SB24,9251 GA,1573,603,3,0,0,0,0,554,52,0,0,0,0,0,606,121,98,123,73,57,28,57,33,13
