contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,AWP niet politiek wel deskundig,Partij van de Arbeid (P.v.d.A.),CDA,Water Natuurlijk,Partij voor de Dieren,50PLUS,ChristenUnie-SGP,Integer Liberaal,Partij Sociaal Cultureel Centrum (PSCC),11,Waterschapspartij PUUR.
Delfland,Midden-Delfland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Dienstencentrum Korpershoek,1842::SB1,2636 JA,1832,750,10,1,0,0,0,680,81,0,0,0,0,0,761,129,77,57,280,86,50,25,23,1,0,5,17
Delfland,Midden-Delfland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau De Dorpshoeve,1842::SB2,2636 GM,1492,1273,40,4,0,1,0,1176,142,0,0,1,0,0,1318,222,165,143,366,165,85,51,56,2,0,0,18
Delfland,Midden-Delfland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Dienstencentrum Kickerthoek,1842::SB3,2635 JM,1536,901,13,2,0,0,0,858,58,0,0,0,0,0,916,145,144,81,225,143,33,48,59,1,1,1,20
Delfland,Midden-Delfland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau De Hoornbloem 1,1842::SB4,2635 HD,1566,1059,13,2,4,0,1,980,97,0,0,4,0,0,1078,202,154,121,214,160,84,50,42,1,0,2,29
Delfland,Midden-Delfland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau De Hoornbloem 2,1842::SB5,2635 HD,1681,1156,16,2,0,1,1,1062,112,0,0,1,0,0,1175,236,185,125,229,168,81,43,57,4,1,2,25
Delfland,Midden-Delfland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Openbare basisschool Het Galjoen,1842::SB6,2635 MK,1763,824,22,4,0,3,1,761,91,0,0,3,0,0,853,218,108,89,163,98,63,33,26,2,3,4,17
Delfland,Midden-Delfland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Singelhof 1,1842::SB7,3155 AL,1808,1209,16,2,0,0,0,1105,122,0,0,0,0,0,1227,297,127,79,377,111,56,42,92,0,2,1,25
Delfland,Midden-Delfland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Singelhof 2,1842::SB8,3155 AL,1809,1028,14,2,0,2,0,936,110,0,0,2,0,0,1046,265,116,66,239,118,62,32,98,4,2,3,23
Delfland,Midden-Delfland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau De Oude Pastorie,1842::SB9,3155 AM,1684,1100,14,1,0,3,0,999,119,0,0,3,0,0,1118,265,109,71,317,130,58,49,74,1,1,1,24
Delfland,Midden-Delfland,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau WoonZorgCentrum Akkerleven,1842::SB10,2636 JJ,62,29,0,1,0,0,0,25,5,0,0,0,0,0,30,6,6,3,10,3,0,1,0,0,0,0,0
