contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,"AWPenLRR niet politiek, wel lokaal",Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),VVD,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,ChristenUnie,50PLUS
Rivierenland,Sliedrecht,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Raadhuis,0610::SB1,3361 HE,1936,978,0,0,0,12,0,872,118,0,0,12,0,0,990,115,79,72,88,116,234,55,169,50
Rivierenland,Sliedrecht,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Gemeentekantoor,0610::SB2,3361 HJ,972,538,6,1,0,1,2,481,61,0,1,0,0,0,544,77,45,41,53,65,124,34,80,19
Rivierenland,Sliedrecht,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau ASVZ (Merwebolder),0610::SB3,3363 WB,897,437,4,2,0,0,0,388,55,0,0,0,0,0,443,66,38,61,49,39,67,41,52,24
Rivierenland,Sliedrecht,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau School De Sprong,0610::SB4,3363 HE,1194,628,6,1,0,1,0,574,60,0,1,0,0,0,634,90,47,62,60,66,117,43,86,57
Rivierenland,Sliedrecht,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Roald Dahlschool,0610::SB5,3363 AH,1312,702,16,1,0,1,0,636,84,0,0,1,0,0,720,117,69,63,75,89,98,56,101,34
Rivierenland,Sliedrecht,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Bibliotheek AanZet,0610::SB6,3363 CK,1894,1055,9,0,0,0,1,944,119,0,0,0,0,0,1064,152,92,70,103,84,314,47,131,62
Rivierenland,Sliedrecht,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Voormalige BSO Pluk,0610::SB7,3363 CJ,630,395,3,0,0,0,0,354,44,0,0,0,0,0,398,62,22,30,35,31,127,20,50,18
Rivierenland,Sliedrecht,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Verpleeghuis Waerthove,0610::SB8,3361 BM,407,227,1,3,0,0,1,200,30,0,0,0,0,0,231,35,19,17,27,16,42,24,32,15
Rivierenland,Sliedrecht,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Prins Willem-Alexanderschool,0610::SB9,3362 GH,2026,963,23,3,0,0,1,877,111,0,0,0,0,0,989,167,97,89,102,119,92,78,149,70
Rivierenland,Sliedrecht,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Trimclubgebouw ABC,0610::SB10,3362 BV,1249,693,15,4,0,0,0,650,62,0,0,0,0,0,712,84,65,63,91,62,144,58,72,54
Rivierenland,Sliedrecht,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau De Stoeprand,0610::SB11,3361 CH,1601,816,13,1,0,0,0,743,88,0,0,1,0,0,831,126,68,86,64,95,166,52,111,48
Rivierenland,Sliedrecht,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Zorgcentrum Parkzicht,0610::SB12,3362 BB,1498,834,13,5,0,0,0,762,89,0,1,0,0,0,851,107,71,69,65,62,251,45,108,56
Rivierenland,Sliedrecht,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Tuinfluiterflat,0610::SB13,3362 NE,1272,716,6,0,0,0,0,648,73,0,1,0,0,0,721,95,61,72,74,54,178,35,107,40
Rivierenland,Sliedrecht,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Prins Willem-Alexanderschool,0610::SB14,3362 SP,1413,758,7,0,0,0,0,672,93,0,0,0,0,0,765,138,65,50,52,111,166,34,107,35
Rivierenland,Sliedrecht,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Hof van Sliedrecht,0610::SB15,3362 BB,549,367,6,1,0,0,0,334,41,1,0,1,0,0,375,76,46,25,36,46,53,13,45,27
Rivierenland,Sliedrecht,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,"Stembureau School Anne de Vries, loc. Baanhoek-West",0610::SB16,3363 KH,732,501,5,0,0,0,0,441,65,0,0,0,0,0,506,94,21,28,36,58,130,36,83,15
