contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,AWP niet politiek wel deskundig,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Water Natuurlijk,Lokaal Limburg,Waterbelang Maastricht,50PLUS
Limburg,Echt-Susteren,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Stadhuis,1711::SB1,6101 CV,1700,1322,44,9,0,1,2,1222,152,0,0,1,0,0,1376,86,8,825,16,11,35,33,3,1,13,135,94,6,56
Limburg,Echt-Susteren,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Talenthouse Echt,1711::SB2,6101 AT,1832,686,35,3,0,1,0,630,93,0,1,0,0,0,723,67,9,428,5,6,13,17,1,3,3,55,47,3,29
Limburg,Echt-Susteren,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Zorgcentrum De Egthe,1711::SB3,6101 EX,1469,565,29,7,0,0,0,530,71,0,0,0,0,0,601,31,12,372,8,4,17,5,4,0,2,47,33,2,28
Limburg,Echt-Susteren,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Buurthuis St. Joris,1711::SB4,6101 JX,1490,729,39,6,0,0,0,696,78,0,0,0,0,0,774,24,11,484,13,3,14,11,1,3,11,63,54,1,36
Limburg,Echt-Susteren,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Zwembad In de Bandert,1711::SB5,6101 LZ,1786,436,14,2,0,0,0,408,44,0,0,0,0,0,452,25,3,292,4,5,6,13,1,3,8,31,27,1,17
Limburg,Echt-Susteren,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Fanfarezaal 'Lei van Naer',1711::SB6,6102 CW,1716,857,26,5,0,0,0,781,107,0,0,0,0,0,888,64,6,569,7,6,12,26,1,0,2,73,49,2,40
Limburg,Echt-Susteren,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Basisschool Patricius,1711::SB7,6102 AS,1424,598,9,3,0,0,0,531,79,0,0,0,0,0,610,31,9,409,4,2,8,9,0,0,4,64,30,4,24
Limburg,Echt-Susteren,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Clubgebouw Slekker Boys,1711::SB8,6102 XR,824,448,12,3,0,0,0,410,53,0,0,0,0,0,463,33,4,298,0,4,10,12,1,0,1,43,22,0,20
Limburg,Echt-Susteren,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Gemeenschapshuis 't Patronaat,1711::SB9,6112 AL ,1239,650,19,9,0,0,0,612,66,0,0,0,0,0,678,28,6,466,1,3,1,22,1,1,7,51,33,4,26
Limburg,Echt-Susteren,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Gemeenschapshuis Oos Heem,1711::SB10,6104 BL,1392,629,14,3,0,1,0,570,77,0,0,1,0,0,647,36,17,409,7,1,24,9,0,1,13,37,39,3,33
Limburg,Echt-Susteren,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Gemeenschapshuis De Annendaal,1711::SB11,6105 AT,1103,582,23,3,0,0,0,551,57,0,0,0,0,0,608,41,4,398,1,6,2,13,0,1,12,61,25,0,18
Limburg,Echt-Susteren,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau O.B.S. De Springdonk,1711::SB12,6114 MC,1112,566,16,0,0,0,0,517,65,0,0,0,0,0,582,29,2,297,10,2,70,22,1,0,2,59,45,1,26
Limburg,Echt-Susteren,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Zorgcentrum Vastrada,1711::SB13,6114 HG,1640,897,36,11,0,0,0,846,98,0,0,0,0,0,944,88,10,453,16,4,102,35,1,0,7,99,43,3,36
Limburg,Echt-Susteren,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Sporthal Reinoudhal,1711::SB14,6114 EA,2270,984,34,5,0,2,0,916,109,0,0,2,0,0,1025,42,4,554,13,6,109,33,1,1,7,91,60,6,57
Limburg,Echt-Susteren,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau 't Gemood,1711::SB16,6114 AS,1066,483,14,4,0,0,0,441,60,0,0,0,0,0,501,27,2,252,1,3,44,20,2,2,3,63,33,1,30
Limburg,Echt-Susteren,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Gemeenschapshuis De Koppel,1711::SB17,6114 KN,773,421,19,5,0,0,0,402,43,0,0,0,0,0,445,24,9,265,4,4,23,13,0,0,2,31,33,3,10
Limburg,Echt-Susteren,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Gemeenschapshuis Roosteren,1711::SB18,6116 BR,1140,569,5,4,0,0,0,517,61,0,0,0,0,0,578,22,2,375,2,2,63,16,0,1,0,41,17,1,27
Limburg,Echt-Susteren,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Sporthal De Sjirp,1711::SB19,6118 CP,1312,735,25,6,0,0,0,691,75,0,0,0,0,0,766,35,0,404,6,2,78,14,1,1,2,149,21,1,21
Limburg,Echt-Susteren,AB2019_Limburg,Algemeen bestuur van het waterschap Limburg 2019,25,Limburg,2019-03-20,Stembureau Stembureau Gemeenschapshuis Nieuwstadt,1711::SB20,6118 CB,1409,783,14,3,0,0,0,716,84,0,0,0,0,0,800,28,4,413,4,0,75,27,3,1,2,182,24,5,15
