contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,FNP,Partij van de Arbeid (P.v.d.A.),Lagere Lasten Burger,VVD,ChristenUnie,Partij voor de Dieren,50PLUS
Fryslân,Ooststellingwerf,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Rikkingahof Oosterwolde,0085::SB1,8431 MB,824,629,7,2,0,0,0,592,46,0,0,0,0,0,638,128,131,33,115,65,54,23,46,34
Fryslân,Ooststellingwerf,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Openbare Bibliotheek,0085::SB2,8431 LN,1216,628,16,3,0,0,0,607,40,0,0,0,0,0,647,91,132,42,119,59,60,37,55,33
Fryslân,Ooststellingwerf,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis Et Trefpuntien Makkinga,0085::SB3,8423 TG,835,473,6,0,0,0,0,441,39,1,0,1,0,0,480,80,90,34,93,44,66,9,41,16
Fryslân,Ooststellingwerf,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Kantine dorpsbelang Nijeberkoop,0085::SB4,8422 DH,211,151,1,0,0,0,0,125,27,0,0,0,0,0,152,36,27,5,8,17,30,2,19,7
Fryslân,Ooststellingwerf,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau MFA MeJander Oldeberkoop,0085::SB5,8421 PE,1271,745,8,3,0,0,0,698,59,0,0,1,0,0,757,106,134,53,139,53,99,38,86,37
Fryslân,Ooststellingwerf,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Zaal 't Anker Elsloo,0085::SB6,8424 PJ,524,328,0,0,0,0,1,299,28,0,0,0,0,0,328,83,73,18,21,30,44,11,36,12
Fryslân,Ooststellingwerf,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis Oons Dorpshuus Langedijke,0085::SB7,8425 SV,341,241,3,1,0,0,0,220,25,0,0,0,0,0,245,61,53,7,24,21,23,11,26,15
Fryslân,Ooststellingwerf,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Zaal Appelhof Riemsoord,0085::SB8,8426 EC,1233,733,10,2,0,0,3,682,60,0,0,0,0,0,745,99,103,48,138,98,74,28,84,61
Fryslân,Ooststellingwerf,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau De Schutse Appelscha,0085::SB9,8426 AG,1326,703,10,0,0,0,2,643,68,0,0,0,0,0,713,152,113,44,96,80,69,33,55,61
Fryslân,Ooststellingwerf,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis Et Legien Fochteloo,0085::SB10,8428 HE,317,226,1,0,0,0,0,203,24,0,0,0,0,0,227,53,41,12,25,20,26,20,24,5
