contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,CDA,VVD,Partij van de Arbeid (P.v.d.A.),50PLUS,Werken aan Water,AWP niet politiek wel deskundig,ChristenUnie,Ouderen Appèl - Hart voor Water
De Dommel,Best,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeentehuis,0753::SB1,5683 GA,2444,1428,42,8,0,0,0,1355,123,0,0,0,0,0,1478,452,219,201,133,143,72,106,58,44
De Dommel,Best,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Kindcentrum De Kiezel,0753::SB2,5682 AC,2313,1262,32,6,0,0,1,1169,132,2,0,2,0,0,1302,443,217,228,109,105,49,58,27,26
De Dommel,Best,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Bestwijzer,0753::SB3,5683 AB,2279,1026,34,14,0,0,0,996,78,0,0,0,0,0,1074,342,154,125,126,132,39,54,25,29
De Dommel,Best,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis Vlinderhei buro A,0753::SB4,5685 GZ,2299,1396,52,4,0,7,0,1300,159,0,0,7,0,0,1459,429,160,311,141,137,64,50,68,36
De Dommel,Best,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Brandweerkazerne,0753::SB5,5684 SB,2307,1021,33,11,0,1,3,957,104,0,1,0,0,0,1064,347,128,168,95,102,43,63,43,32
De Dommel,Best,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Basisschool De Heydonck,0753::SB6,5684 CG,2348,699,19,2,0,0,0,644,76,0,0,0,0,0,720,251,82,95,74,78,32,34,32,21
De Dommel,Best,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gezondheidscentrum De Tambourije,0753::SB7,5684 DB,2188,937,14,9,0,0,0,862,98,0,0,0,0,0,960,302,172,193,84,78,32,41,21,14
De Dommel,Best,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Sporthal Naestenbest,0753::SB8,5684 GJ,2654,1027,32,2,0,2,0,968,95,0,0,2,0,0,1063,351,105,106,127,155,59,53,34,37
De Dommel,Best,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Protestantse Kerk,0753::SB9,5684 VR,2561,1322,66,8,15,0,0,1294,117,0,0,15,0,0,1411,430,139,136,116,223,98,79,59,42
De Dommel,Best,AB2019_DeDommel,Algemeen bestuur van het waterschap De Dommel 2019,19,De Dommel,2019-03-20,Stembureau Gemeenschapshuis Vlinderhei buro B,0753::SB10,5685 GZ,2548,1365,33,3,0,6,0,1251,156,0,0,6,0,0,1407,464,176,306,104,120,51,75,52,17
