contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,AWP niet politiek wel deskundig,Partij van de Arbeid (P.v.d.A.),CDA,Water Natuurlijk,Partij voor de Dieren,50PLUS,ChristenUnie-SGP,Integer Liberaal,Partij Sociaal Cultureel Centrum (PSCC),11,Waterschapspartij PUUR.
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Stadhuis,0503::SB1,2611 GS,1822,1123,22,9,0,0,0,1087,67,0,0,0,0,0,1154,175,201,176,45,293,147,22,25,1,2,0,36
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Boekhandel Paagman,0503::SB2,2611 JD,2217,1452,41,5,0,2,1,1398,101,0,0,2,0,0,1500,222,242,261,78,361,188,35,36,3,4,0,22
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Theater Rietveld,0503::SB3,2611 LH,1869,604,15,3,0,0,0,573,49,0,0,0,0,0,622,93,113,95,35,150,65,12,20,3,2,0,16
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Open Delft,0503::SB4,2611 WG,1933,1287,26,4,0,2,0,1238,81,0,0,2,0,0,1319,173,204,221,87,324,162,44,39,2,1,4,26
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Gemeente Delft KCC,0503::SB5,2611 BV,1604,1512,63,7,0,0,1,1586,1,6,0,6,0,0,1588,216,245,235,87,418,180,21,59,10,5,3,33
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,"Stembureau Gemeente Delft, Stadhuis",0503::SB6,2611 GS,0,1400,47,5,0,2,1,1364,89,0,0,2,0,0,1454,239,246,205,68,382,150,20,44,8,3,3,32
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Hoogheemraadschap Delfland,0503::SB7,2611 AL,1721,649,17,6,0,0,7,622,43,0,0,0,0,0,672,113,114,93,55,174,65,9,18,0,1,0,7
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Locatie Crommelinplein 1,0503::SB8,2627 BM,1049,659,10,1,0,0,0,632,38,0,0,0,0,0,670,94,120,96,47,141,75,33,25,5,2,2,19
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Wijkcentrum De Parel,0503::SB9,2614 HE,1414,692,11,3,0,0,0,666,40,0,0,0,0,0,706,93,129,126,48,95,84,53,42,2,3,2,15
Delfland,Delft,AB2019_Delfland,Algemeen bestuur van het hoogheemraadschap van Delfland 2019,13,Delfland,2019-03-20,Stembureau Het Kristal,0503::SB10,2614 SH,2207,1112,25,1,0,0,0,1009,129,0,0,0,0,0,1138,260,177,176,110,151,105,47,51,3,1,6,25
