contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,"Groen, Water & Land",VVD,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Natuurlijk BBW,50PLUS,AWP niet politiek wel deskundig,ChristenUnie
Hollands Noorderkwartier,Castricum,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Gemeentehuis,0383::SB1,1902 CA,1971,1271,35,3,0,0,3,1205,103,2,0,2,0,0,1311,402,162,151,143,143,27,70,129,44
Hollands Noorderkwartier,Castricum,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Juliana van Stolbergschool,0383::SB3,1901 CE,1947,1092,12,3,0,0,0,999,109,1,0,1,0,0,1108,347,125,177,109,175,12,61,70,16
Hollands Noorderkwartier,Castricum,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau De Kern,0383::SB4,1901 EW,1972,1064,20,5,0,3,0,998,94,0,0,3,0,0,1092,336,126,129,131,137,25,56,107,17
Hollands Noorderkwartier,Castricum,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Pastorie RK kerk,0383::SB5,1901 EK,1531,712,10,5,0,0,0,674,53,0,0,0,0,0,727,217,81,92,119,87,16,29,59,12
Hollands Noorderkwartier,Castricum,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Helmgras,0383::SB6,1902 BA,1303,991,17,1,0,0,0,919,90,0,0,0,0,0,1009,316,120,148,98,135,19,52,76,27
Hollands Noorderkwartier,Castricum,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau De Klimop,0383::SB7,1902 DH,1960,1116,9,5,0,0,0,1056,74,0,0,0,0,0,1130,375,143,123,122,155,20,56,101,21
Hollands Noorderkwartier,Castricum,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Visser 't Hooftschool,0383::SB9,1902 KA,1909,1128,25,8,0,1,0,1077,83,0,1,0,0,0,1160,347,159,140,129,133,28,75,83,34
Hollands Noorderkwartier,Castricum,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Clusius College,0383::SB10,1901 TX,1770,1100,21,6,0,0,0,1053,74,0,0,0,0,0,1127,334,108,169,123,152,28,64,92,30
Hollands Noorderkwartier,Castricum,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau De Santmark,0383::SB11,1901 WZ,1740,861,12,3,0,0,0,826,50,0,0,0,0,0,876,251,122,92,110,127,32,51,62,14
Hollands Noorderkwartier,Castricum,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau De Oude Keuken,0383::SB12,1901 ZZ,1270,530,11,0,0,0,1,488,52,0,0,0,0,0,541,181,64,91,48,72,13,14,36,11
Hollands Noorderkwartier,Castricum,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau FASE FIER,0383::SB13,1901 KA,1550,1237,17,6,0,0,0,1156,105,1,0,1,0,0,1261,367,155,179,167,152,24,79,93,21
Hollands Noorderkwartier,Castricum,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau 't Kruispunt,0383::SB14,1921 XC,1461,1068,24,10,0,0,0,1021,81,0,0,0,0,0,1102,336,136,98,175,109,36,87,62,29
Hollands Noorderkwartier,Castricum,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Bibliotheek,0383::SB15,1921 EK,1440,739,11,0,0,0,1,689,60,0,0,0,0,0,750,226,115,65,115,64,30,53,59,12
Hollands Noorderkwartier,Castricum,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau De Storey Club,0383::SB16,1921 CV,1331,477,9,1,0,0,0,439,48,0,0,0,0,0,487,142,84,30,85,36,14,42,30,14
Hollands Noorderkwartier,Castricum,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau het Kleurenorkest,0383::SB17,1906 CC,2184,1282,25,2,0,0,0,1197,112,0,0,0,0,0,1309,404,170,102,245,112,52,58,116,23
Hollands Noorderkwartier,Castricum,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Vredeburg,0383::SB18,1906 AL,1869,1264,18,7,0,0,0,1188,101,0,0,0,0,0,1289,362,211,93,229,120,40,83,109,17
Hollands Noorderkwartier,Castricum,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau De Cameren,0383::SB19,1906 XA,1984,996,14,5,0,0,0,919,96,0,0,0,0,0,1015,262,190,77,188,96,27,77,66,13
Hollands Noorderkwartier,Castricum,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau mobiel stembureau,0383::SB20,1901 GP,0,204,4,0,0,0,0,182,26,0,0,0,0,0,208,65,21,24,26,18,16,16,18,0
Hollands Noorderkwartier,Castricum,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Aangepast stembureau NS station,0383::SB21,1901 AA,0,984,16,1,0,1,0,936,66,0,0,1,0,0,1002,279,99,197,81,158,16,29,101,24
