contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,ChristenUnie,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Staatkundig Gereformeerde Partij (SGP),Lokaal Waterbeheer,AWP niet politiek wel deskundig,50PLUS,Verenigde Senioren Partij
Vallei en Veluwe,Apeldoorn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Kavels en Panden,0200::SB1,7311 LJ,2161,909,23,8,0,0,1,878,61,0,0,0,0,0,940,238,74,55,141,122,24,87,96,65,7
Vallei en Veluwe,Apeldoorn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Kadaster,0200::SB2,7311 KZ,1278,859,17,2,0,0,0,812,66,0,0,0,0,0,878,142,70,70,129,149,21,86,59,116,17
Vallei en Veluwe,Apeldoorn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau De Oude Enk,0200::SB3,7311 CL,1986,1060,14,7,0,0,0,1010,71,0,0,0,0,0,1081,186,113,67,190,179,26,83,73,119,24
Vallei en Veluwe,Apeldoorn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Stationsrestauratie,0200::SB5,7311 NZ,1345,934,14,4,0,0,0,873,79,0,0,0,0,0,952,157,97,70,150,150,15,89,92,96,18
Vallei en Veluwe,Apeldoorn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Goede Herderkerk,0200::SB6,7312 CS,2082,1635,11,27,0,0,1,1543,127,0,2,0,2,0,1671,254,161,144,265,250,57,180,147,152,25
Vallei en Veluwe,Apeldoorn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau School Spitsbergen,0200::SB8,7312 KC,1734,325,10,2,0,0,0,314,23,0,0,0,0,0,337,35,31,26,59,58,8,39,20,44,5
Vallei en Veluwe,Apeldoorn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,"Stembureau Stembureau Zorggroep Apeldoorn, loc. Mandala",0200::SB9,7312 TV,1042,716,13,6,0,0,0,675,59,0,1,0,1,0,734,128,73,65,129,107,22,54,73,61,4
Vallei en Veluwe,Apeldoorn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Wijkcentrum Orca,0200::SB10,7312 JJ,1817,1095,29,14,0,0,0,1044,94,0,0,0,0,0,1138,107,86,68,143,233,31,108,107,180,32
Vallei en Veluwe,Apeldoorn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau PCBO-school De Wegwijzer,0200::SB11,7312 JR,1329,657,10,1,0,1,0,607,60,0,1,0,0,0,667,132,71,61,82,112,15,69,62,43,10
Vallei en Veluwe,Apeldoorn,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau School Berg en Bos,0200::SB12,7313 EJ,1322,1162,12,4,0,0,0,1077,102,1,0,1,0,0,1179,511,124,66,109,53,34,106,92,64,3
