contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,"Water, Wonen en Natuur",VVD,ChristenUnie/SGP,CDA,Werk aan Water Flevoland,50PLUS,AWP niet politiek wel deskundig,OPA
Zuiderzeeland,Almere,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau .,0034::SB0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zuiderzeeland,Almere,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Stadhuis,0034::SB1,,1740,1294,57,10,0,3,0,1247,111,0,3,0,0,0,1358,600,179,90,72,109,127,85,32
Zuiderzeeland,Almere,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Zorgcentrum De Overloop,0034::SB2,,1881,562,13,6,0,1,0,544,38,0,0,1,0,0,582,183,52,22,13,83,137,39,33
Zuiderzeeland,Almere,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau School De Polderhof,0034::SB3,,1966,696,16,2,0,0,0,654,61,1,0,1,0,0,715,297,42,30,36,61,148,55,27
Zuiderzeeland,Almere,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau School De Klaverweide,0034::SB7,,1658,747,18,2,0,1,0,702,64,0,1,0,0,0,766,312,86,25,40,68,117,55,44
Zuiderzeeland,Almere,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau School Het Drieluik,0034::SB8,,1747,518,15,2,0,0,0,499,36,0,0,0,0,0,535,217,87,24,37,55,47,32,19
Zuiderzeeland,Almere,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Buurtcentrum Amerika,0034::SB9,,2575,1016,28,5,3,0,0,927,125,0,0,3,0,0,1052,400,197,60,48,93,119,53,46
Zuiderzeeland,Almere,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau School De Ontdekking,0034::SB11,,2689,862,22,5,0,0,2,758,130,1,0,1,0,0,890,379,205,36,39,71,66,51,15
Zuiderzeeland,Almere,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau Buurtcentrum Meenten en Grienden,0034::SB12,,1553,847,20,6,0,0,0,786,87,0,0,0,0,0,873,332,67,40,31,95,145,85,52
Zuiderzeeland,Almere,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau IKC De Regenboog,0034::SB13,,1440,800,18,5,0,6,0,741,76,0,6,0,0,0,817,328,74,40,41,59,139,78,41
Zuiderzeeland,Almere,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau IKC Aquamarijn I,0034::SB14,,1837,758,11,6,0,0,0,703,72,0,0,0,0,0,775,313,100,29,31,77,132,48,28
Zuiderzeeland,Almere,AB2019_Zuiderzeeland,Algemeen bestuur van het waterschap Zuiderzeeland 2019,23,Zuiderzeeland,2019-03-20,Stembureau School De Flierefluiter,0034::SB15,,1893,1153,41,6,0,1,0,1084,115,0,1,0,0,0,1199,484,127,49,36,113,201,80,63
