contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,FNP,Partij van de Arbeid (P.v.d.A.),Lagere Lasten Burger,VVD,ChristenUnie,Partij voor de Dieren,50PLUS
Fryslân,Opsterland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Beetsterzwaag, Gemeentehuis",0086::SB1,9244 CR,1659,875,13,1,0,0,0,812,80,3,0,3,0,0,892,114,186,101,148,48,116,64,67,31
Fryslân,Opsterland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Beetsterzwaag, Dorpshuis",0086::SB2,9244 CH,1409,949,8,1,0,0,0,894,64,0,0,0,0,0,958,132,244,103,163,64,94,52,69,28
Fryslân,Opsterland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Bakkeveen, Dúndelle",0086::SB3,9243 SK,1551,922,8,2,0,0,0,829,103,0,0,0,0,0,932,177,178,94,120,92,106,65,68,22
Fryslân,Opsterland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Frieschepalen, De Dobber",0086::SB4,9249 MC,761,496,4,2,0,0,1,464,37,0,0,0,0,0,502,112,45,48,46,29,19,177,9,11
Fryslân,Opsterland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Gorredijk, De Miente",0086::SB5,8401 AC,1397,662,7,1,0,0,0,623,47,0,0,0,0,0,670,95,127,87,137,55,72,20,36,33
Fryslân,Opsterland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Gorredijk, De Skâns",0086::SB6,8401 DV,1627,899,10,7,0,0,0,850,66,0,0,0,0,0,916,87,179,122,158,83,94,51,73,52
Fryslân,Opsterland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Gorredijk, R.K.-kerk",0086::SB7,8401 RV,1334,484,10,1,0,0,0,464,31,0,0,0,0,0,495,48,79,63,105,66,38,16,32,37
Fryslân,Opsterland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Hemrik, Dorpshuis",0086::SB8,8409 JW,616,405,3,0,0,0,0,372,36,0,0,0,0,0,408,52,72,56,56,40,50,30,36,13
Fryslân,Opsterland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Langezwaag, Dorpshuis",0086::SB9,8404 BV,1216,683,10,1,0,0,0,622,72,0,0,0,0,0,694,93,128,105,106,72,86,18,46,29
Fryslân,Opsterland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Lippenhuizen, MFA It Kobunderhús",0086::SB10,8408 JA,1055,622,8,0,0,0,0,589,41,0,0,0,0,0,630,68,142,80,108,52,79,20,44,29
Fryslân,Opsterland,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau Nij Beets, Dorpshuis",0086::SB11,9245 HP,1332,824,5,3,0,0,0,744,88,0,0,0,0,0,832,174,188,87,90,57,56,107,46,19
