contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,FNP,Partij van de Arbeid (P.v.d.A.),Lagere Lasten Burger,VVD,ChristenUnie,Partij voor de Dieren,50PLUS
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Woonzorgcentrum Botniahuis,1949::SB1,8801 KJ,1950,943,11,0,0,0,2,865,87,0,0,0,0,0,954,153,139,192,119,92,71,59,70,48
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Saxenoord,1949::SB2,8801 DA,1098,472,9,3,0,0,0,452,32,0,0,0,0,0,484,95,48,105,68,49,20,35,29,23
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Sjaerdemastate,1949::SB3,8801 HS,1882,876,10,0,0,0,0,808,81,3,0,3,0,0,889,124,117,244,117,89,52,39,43,51
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Gemeentehuis Waadhoeke,1949::SB4,8801 PA,1689,1021,11,5,0,0,1,937,99,0,0,0,0,0,1037,174,130,225,124,78,120,59,63,48
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Serviceflat Froonacker,1949::SB5,8802 PP,1119,574,3,0,0,0,0,542,35,0,0,0,0,0,577,86,74,140,70,68,13,39,38,46
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau De Driesprong,1949::SB6,8801 AZ,1644,1021,13,3,0,4,0,961,72,0,4,0,0,0,1033,202,149,248,109,79,88,62,39,45
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau C.B.S. Toermalijn,1949::SB7,8802 RD,1633,1007,9,4,0,0,0,943,77,0,0,0,0,0,1020,144,144,202,134,99,95,83,64,42
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis De Rede,1949::SB8,8811 HD,393,246,3,0,0,0,0,226,23,0,0,0,0,0,249,40,29,77,14,16,37,8,18,7
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis Us Doarpshûs,1949::SB9,8812 JJ,301,192,3,0,0,0,1,172,22,0,0,0,0,0,195,49,25,37,24,9,16,5,6,21
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis De Singel,1949::SB10,8806 KL,663,378,8,0,0,1,0,347,40,0,0,1,0,0,387,117,57,88,28,27,8,19,27,7
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Zorgcentrum Martenahiem,1949::SB11,8804 RA,863,493,0,2,0,0,0,443,52,0,0,0,0,0,495,139,38,176,11,25,29,32,33,10
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis It Waed,1949::SB12,8855 HL,1463,711,6,1,0,0,0,676,42,0,0,0,0,0,718,210,79,162,46,55,61,37,29,32
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Nij Bethanië,1949::SB13,8851 EJ,1157,608,3,2,0,0,0,567,46,0,0,0,0,0,613,101,68,204,41,50,53,24,32,35
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Gemeenschapscentrum It Mienskar,1949::SB14,8854 AG,468,247,1,1,0,0,0,229,20,0,0,0,0,0,249,65,26,58,20,22,26,8,14,8
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Gemeentekantoor Menaam,1949::SB21,9036 MS,1225,692,12,2,0,1,1,653,53,0,0,1,0,0,707,115,119,123,95,65,72,34,32,37
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau MFA d 'Ald Skoalle,1949::SB22,9035 AZ,1508,1081,23,2,0,0,1,1025,80,0,0,0,0,0,1106,216,211,146,140,72,152,55,31,58
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Parochiehuis,1949::SB23,9035 AJ,1084,518,8,5,0,0,0,493,38,0,0,0,0,0,531,138,77,82,77,34,43,24,25,18
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Doarpshus 't Heechhout,1949::SB24,9041 EC,1015,614,3,1,0,0,0,576,42,0,0,0,0,0,618,133,85,178,52,48,37,38,19,24
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Hervormd Centrum,1949::SB25,9041 AA,927,445,5,1,0,0,0,411,40,0,0,0,0,0,451,97,52,99,45,47,33,28,25,19
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Martinus Tsjerke,1949::SB26,9044 ME,623,305,4,1,0,0,0,294,16,0,0,0,0,0,310,42,56,71,40,22,35,12,12,15
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau De Molewjuk,1949::SB27,9045 PE,729,429,3,2,0,0,0,399,35,0,0,0,0,0,434,82,68,91,47,34,42,26,24,15
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis Nij Franjum,1949::SB28,9034 GZ,840,535,2,0,0,1,0,504,34,0,0,1,0,0,538,37,87,78,130,50,48,24,42,39
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Sportcomplex Deinum,1949::SB29,9033 WH,798,520,6,3,0,0,0,492,37,0,0,0,0,0,529,62,124,87,87,30,35,34,33,28
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis Op Healwei,1949::SB30,8816 HT,151,103,1,0,0,0,0,99,5,0,0,0,0,0,104,16,30,14,16,5,2,0,16,4
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau d' Ald Skoalle,1949::SB31,9043 VP,168,104,0,0,0,0,0,100,4,0,0,0,0,0,104,6,16,31,6,12,19,4,6,4
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis Skerne Wibe,1949::SB32,9038 TG,304,190,3,0,0,0,0,181,12,0,0,0,0,0,193,31,25,35,37,18,10,20,6,8
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis It String,1949::SB33,9031 XW,418,264,7,0,0,0,0,244,27,0,0,0,0,0,271,56,48,46,31,18,16,15,24,10
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Nij Statelân (Graldastate),1949::SB34,9036 JL,876,449,8,2,0,0,0,434,25,0,0,0,0,0,459,81,93,71,67,38,19,34,21,25
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Beuckelaer,1949::SB41,9076 DA,911,529,8,0,0,3,0,497,43,0,0,3,0,0,540,111,56,74,80,45,55,25,30,53
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,"Stembureau R.K. Kerk, de Skúl",1949::SB42,9076 EA,1322,696,3,0,0,1,0,649,49,0,1,0,0,0,698,126,108,89,88,62,86,37,36,64
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Kerk tussen de Dijken,1949::SB43,9072 AJ,544,315,0,1,0,0,0,288,28,0,0,0,0,0,316,67,44,42,24,38,42,22,28,8
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau 't Jabikshuus,1949::SB44,9079 KZ,1140,525,10,1,0,1,0,493,42,0,1,0,0,0,535,71,57,82,77,64,74,16,27,57
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Verenigingsgebouw de Spitsroeden,1949::SB45,9079 NG,410,233,0,0,0,0,0,206,27,0,0,0,0,0,233,18,26,32,18,13,36,3,35,52
Fryslân,Waadhoeke,AB2019_Fryslan,Algemeen bestuur van het wetterskip Fryslân 2019,2,Fryslân,2019-03-20,Stembureau Dorpshuis De Kyfhûeck,1949::SB46,9077 SN,558,288,4,2,0,0,0,270,24,0,0,0,0,0,294,53,28,44,35,45,26,8,25,24
