contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,VVD,Partij van de Arbeid (P.v.d.A.),Vrienden van de Berkel,AWP niet politiek wel deskundig,50PLUS,Vereniging Dorpshuizen en Kleine Kernen
Rijn en IJssel,Lochem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Woonzorgcentrum Gudula,0262::SB1,7241 AR,1635,820,4,3,0,0,0,783,44,0,0,0,0,0,827,105,106,110,118,293,53,31,4
Rijn en IJssel,Lochem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Gemeentehuis Lochem,0262::SB2,7241 CR,1138,568,4,3,0,0,0,518,57,0,0,0,0,0,575,43,74,78,77,224,45,24,3
Rijn en IJssel,Lochem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Jan Wissinkhal LTTC de Toekomst,0262::SB3,7241 VE,1688,1072,11,2,0,0,0,988,97,0,0,0,0,0,1085,113,159,152,131,383,93,39,2
Rijn en IJssel,Lochem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau de Rank,0262::SB4,7242 KH,1530,935,13,2,0,0,0,880,70,0,0,0,0,0,950,85,117,86,159,390,56,32,10
Rijn en IJssel,Lochem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau St Josephschool,0262::SB5,7242 GZ,1217,701,11,1,0,0,0,649,64,0,0,0,0,0,713,65,105,79,134,228,59,25,6
Rijn en IJssel,Lochem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Parochiezaal RK kerk,0262::SB6,7241 DX,1100,630,5,3,0,0,0,576,62,0,0,0,0,0,638,67,115,82,71,233,47,13,2
Rijn en IJssel,Lochem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau de Hoge Weide,0262::SB7,7241 GR,1579,1040,20,5,0,0,0,979,86,0,0,0,0,0,1065,106,181,192,139,302,90,18,12
Rijn en IJssel,Lochem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau CR Bousema,0262::SB8,7241 KP,969,601,8,1,0,0,0,561,49,0,0,0,0,0,610,76,84,87,73,206,43,26,6
Rijn en IJssel,Lochem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Brandweerkazerne,0262::SB9,7245 BL,1601,922,7,0,0,0,0,864,65,0,0,0,0,0,929,172,95,246,62,280,28,12,27
Rijn en IJssel,Lochem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau de Branink,0262::SB10,7245 AH,1166,804,6,0,0,0,4,722,84,0,0,0,0,0,810,123,79,211,57,261,36,18,19
Rijn en IJssel,Lochem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau de Mölle,0262::SB11,7245 VJ,882,475,5,0,0,0,0,426,54,0,0,0,0,0,480,76,52,136,33,133,19,6,20
Rijn en IJssel,Lochem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Gemeenschapscentrum 't Onderschoer,0262::SB12,7244 BB,1483,947,12,4,0,0,0,875,88,0,0,0,0,0,963,160,113,184,160,246,29,31,24
Rijn en IJssel,Lochem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Brandweerkazerne Gorssel,0262::SB13,7213 CV,1688,1160,16,6,0,0,0,1062,120,0,0,0,0,0,1182,194,286,244,115,209,59,34,19
Rijn en IJssel,Lochem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau De Borkel,0262::SB14,7213 CS,1798,1187,11,1,0,2,0,1097,100,0,2,0,0,0,1197,182,289,202,134,238,52,74,16
Rijn en IJssel,Lochem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Steunpunt 't Wansinkhof,0262::SB15,7214 AH,1749,1040,17,3,0,4,0,976,88,0,0,4,0,0,1064,129,230,256,158,178,43,18,28
Rijn en IJssel,Lochem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Ons Gebouw,0262::SB16,7217 TN,1515,929,11,3,0,0,0,865,78,0,0,0,0,0,943,215,136,172,77,163,58,24,84
Rijn en IJssel,Lochem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Ons Huis,0262::SB17,7218 AC,1213,812,7,1,0,0,1,748,71,0,0,0,0,0,820,148,137,89,51,335,14,24,14
Rijn en IJssel,Lochem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau 't Spijk,0262::SB18,7211 EK,1694,887,12,2,0,0,0,833,68,0,0,0,0,0,901,99,152,108,105,333,36,32,22
Rijn en IJssel,Lochem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Het hart,0262::SB19,7211 DM,1915,1197,20,5,0,0,2,1130,90,0,0,0,0,0,1222,121,233,163,150,397,63,36,34
Rijn en IJssel,Lochem,AB2019_RijnenIJssel,Algemeen bestuur van het waterschap Rijn en IJssel 2019,8,Rijn en IJssel,2019-03-20,Stembureau Staring College,0262::SB20,7241 SE,0,25,0,0,0,0,0,24,1,0,0,0,0,0,25,3,6,1,3,8,3,0,1
