contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,AWP niet politiek wel deskundig,VVD,ChristenUnie,OUDERENPARTIJ,Staatkundig Gereformeerde Partij (SGP),8,50PLUS
Vechtstromen,Haaksbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Gemeentehuis,0158::SB1,7481 EB,1811,1091,20,7,0,0,0,1017,101,0,0,0,0,0,1118,257,429,101,163,16,47,6,3,69
Vechtstromen,Haaksbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau 't Saalmerink,0158::SB2,7481 EN,1520,687,14,4,0,0,0,638,67,0,0,0,0,0,705,250,184,59,109,11,23,7,0,44
Vechtstromen,Haaksbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,"Stembureau De Trefkoel,Buurse",0158::SB3,7481 RP,104,72,3,0,0,0,0,68,7,0,0,0,0,0,75,15,22,3,19,2,1,5,0,5
Vechtstromen,Haaksbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,"Stembureau 't Meuken,Isidorushoeve",0158::SB4,7482 ST,1245,758,5,3,0,0,0,664,102,0,0,0,0,0,766,451,119,38,90,6,13,20,3,18
Vechtstromen,Haaksbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Basisschool Holthuizen bureau 5,0158::SB5,7482 ET,1250,739,9,2,0,0,0,688,60,2,2,0,0,0,748,215,233,80,116,17,26,5,3,44
Vechtstromen,Haaksbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Wiedenhof,0158::SB6,7481 CB,1180,622,15,3,0,0,1,579,54,0,6,0,6,0,634,212,199,41,82,10,23,6,4,45
Vechtstromen,Haaksbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Honeschschool,0158::SB7,7481 VB,502,269,1,1,0,0,0,246,25,0,0,0,0,0,271,83,79,24,47,1,12,0,3,20
Vechtstromen,Haaksbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Basisschool Holthuizen bureau 8,0158::SB8,7482 ET,1441,699,5,1,0,0,0,651,54,0,0,0,0,0,705,181,280,52,75,15,31,4,2,59
Vechtstromen,Haaksbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Montessorischool,0158::SB9,7481 BC,1537,820,18,3,0,0,0,766,75,0,0,0,0,0,841,240,261,54,148,19,45,5,4,44
Vechtstromen,Haaksbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Lourdeszaal,0158::SB10,7481 HB,1520,707,16,3,0,0,0,667,59,0,0,0,0,0,726,211,221,74,79,19,35,5,3,60
Vechtstromen,Haaksbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Basisschool de Kameleon,0158::SB11,7482 TT,1248,720,12,3,0,0,0,676,59,0,0,0,0,0,735,191,227,71,109,23,34,4,6,55
Vechtstromen,Haaksbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Basisschool Dr. Ariens,0158::SB12,7482 ZK,1498,737,11,3,0,0,0,684,67,0,0,0,0,0,751,198,282,61,79,19,24,10,6,58
Vechtstromen,Haaksbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Sporthal de Els,0158::SB13,7482 VX,1286,745,19,6,0,0,0,713,57,0,0,0,0,0,770,182,275,73,116,14,38,3,1,43
Vechtstromen,Haaksbergen,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Basisschool Los Hoes,0158::SB14,7483 CT,1706,920,15,2,0,0,1,832,104,0,0,0,0,0,937,250,298,76,217,16,19,7,8,29
