contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),AWP niet politiek wel deskundig,Partij voor de Dieren,ChristenUnie-SGP,50PLUS,Trots op Nederland (TROTS)
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Gemeentehuis,0537::SB1,2224 EW,1673,1417,16,7,0,0,0,1246,194,0,0,0,0,0,1440,160,216,112,144,69,94,512,92,18
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Wijkgebouw de Wiek,0537::SB2,2223 XA,1745,897,15,3,0,1,0,826,88,0,1,0,0,0,914,106,143,90,120,62,82,173,104,17
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau De Wilbert,0537::SB3,2223 ER,1413,803,10,4,0,0,0,695,122,0,0,0,0,0,817,125,131,71,82,41,66,217,61,9
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau De Horizon,0537::SB4,2223 AP,1551,1010,15,1,0,2,0,896,128,0,2,0,4,0,1024,148,226,100,122,62,76,167,100,9
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Topaz Overduin,0537::SB6,2225 SX,1874,523,10,0,0,0,0,454,79,0,0,0,0,0,533,36,71,31,41,26,39,229,39,11
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Bibliotheek Katwijk Zee,0537::SB7,2225 MA,1530,1372,12,6,0,0,1,1187,202,0,0,0,0,0,1390,123,161,72,66,45,69,738,86,12
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau K&O Gebouw,0537::SB8,2225 XM,1572,1047,10,3,0,0,1,905,153,0,1,0,1,0,1059,127,151,65,74,48,59,447,70,6
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Wijkgeb 't Zandgat,0537::SB9,2225 AS,1432,592,12,2,0,0,0,520,86,0,0,0,0,0,606,59,85,36,34,17,64,230,55,12
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Dienstencentr. Zwanenburg,0537::SB10,2225 DZ,1886,1236,15,3,0,0,0,1050,207,3,0,3,0,0,1257,122,202,65,84,41,31,572,108,11
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Gr van Prinstererschool,0537::SB11,2224 SZ,1892,1261,17,7,0,0,0,1121,164,0,0,0,0,0,1285,112,155,67,68,43,48,628,120,20
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Wijkgebouw de Mijlpaal,0537::SB12,2224 BT,1621,656,10,0,0,0,0,603,63,0,0,0,0,0,666,65,97,51,66,42,53,195,81,6
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Pr Willem-Alexanderschool,0537::SB13,2221 SM,1497,669,21,2,0,0,0,606,86,0,0,0,0,0,692,71,87,62,66,32,38,214,87,12
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau IJsclub Voorwaarts Katwijk,0537::SB14,2221 CH,1271,670,8,2,0,0,1,581,98,0,0,0,0,0,680,84,75,58,59,34,46,242,61,11
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Pieter Groen,0537::SB15,2221 VV,1233,843,15,2,0,0,0,774,86,0,0,0,0,0,860,96,141,70,117,45,61,222,77,14
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Marnixschool,0537::SB16,2221 EP,1262,759,13,2,0,0,0,682,92,0,0,0,0,0,774,76,92,62,80,60,71,201,92,25
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Hockeyclub Catwyck,0537::SB17,2221 KJ,1681,892,12,3,0,0,0,791,116,0,0,0,0,0,907,153,146,64,94,40,71,235,75,14
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Vakcollege Rijnmond,0537::SB18,2224 VT,1872,867,10,2,0,0,2,750,127,0,0,0,0,0,879,137,111,66,95,62,54,253,78,11
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Het Dorpshuis Valkenburg,0537::SB19,2235 BC,1389,926,16,4,0,0,0,844,102,0,0,0,0,0,946,160,187,70,108,47,63,188,85,18
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Het Dorpshuis Valkenburg 2,0537::SB20,2235 BC,1362,673,12,4,1,0,0,631,59,0,0,1,0,0,690,102,117,61,73,41,56,161,50,12
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau De Vlietstede,0537::SB21,2231 DS,1494,680,10,0,0,0,0,690,0,0,0,0,0,0,690,123,230,42,33,23,42,124,56,7
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau De Voorhof,0537::SB22,2231 GN,1556,847,17,3,1,0,0,795,73,0,0,1,0,0,868,137,262,74,60,19,56,172,54,13
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau De Kazerne Floraband,0537::SB23,2231 NA,1667,794,15,2,0,0,0,719,92,0,0,0,0,0,811,176,225,62,50,35,56,136,41,13
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Gereformeerde Kerk Vrijgemaakt,0537::SB24,2231 SE,1787,1027,10,3,0,0,0,898,144,2,0,2,0,0,1042,127,298,65,66,49,58,277,76,11
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Julianaschool,0537::SB25,2231 TK,1723,1211,26,3,0,0,1,1097,142,0,0,0,0,0,1240,220,344,87,85,60,56,245,106,8
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Basisschool De Wegwijzer,0537::SB26,2231 VD,1645,1146,15,2,0,0,1,1013,149,0,0,0,0,0,1163,225,300,71,85,46,79,279,54,7
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Basisschool De Schakel,0537::SB27,2231 ZD,1518,928,5,2,0,1,0,859,77,0,0,1,0,0,936,160,225,78,93,60,71,163,67,11
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau De Burgt,0537::SB28,2231 DA,1368,512,9,2,0,0,1,480,42,0,0,0,0,0,523,99,147,37,36,29,29,91,36,8
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,"Stembureau Brede School, locatie Duyfrak",0537::SB29,2235 SN,1570,864,13,1,0,0,0,761,117,0,0,0,0,0,878,205,151,103,107,58,84,108,37,11
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Zeehospitium,0537::SB30,2225 MJ,1812,998,18,2,0,0,1,874,142,0,1,0,0,0,1017,119,166,59,77,52,45,422,54,4
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Het Anker (ingang Jeugdhuis),0537::SB31,2225 ES,1581,680,10,2,0,0,0,596,96,0,0,0,0,0,692,80,79,30,23,30,25,352,56,5
Rijnland,Katwijk,AB2019_Rijnland,Algemeen bestuur van het hoogheemraadschap van Rijnland 2019,12,Rijnland,2019-03-20,Stembureau Maranathacentrum,0537::SB32,2221 NT,1496,541,7,1,0,0,0,478,71,0,0,0,0,0,549,39,92,18,35,21,25,257,39,15
