contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),CDA,ChristenUnie,VVD,Betaalbaar Water,AWP niet politiek wel deskundig,50PLUS
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Stadhuis Ontvangstruimte,0014::SB1,9712 HN,0,442,18,3,0,0,0,444,20,1,0,1,0,0,464,199,86,21,29,42,35,20,10
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Werkman College,0014::SB2,9711 VG,1133,386,13,2,0,2,0,384,15,0,2,0,0,0,399,164,94,19,15,39,19,23,13
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gemeente Groningen,0014::SB3,9713 GW,1694,404,7,2,0,0,0,385,28,0,0,0,0,0,413,164,73,18,28,56,33,16,16
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gemeente Groningen,0014::SB4,9711 HL,0,269,10,0,0,0,0,265,11,0,3,0,3,0,267,119,66,14,17,24,8,11,10
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Sint Michaëlschool,0014::SB6,9712 EW,1,115,4,0,1,0,0,111,7,0,1,0,0,0,118,50,25,2,10,9,9,8,2
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Best Western Hotel Groningen Centre,0014::SB7,9711 EK,0,133,8,0,4,0,0,130,7,0,4,0,0,0,137,71,23,5,7,11,9,5,2
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Harmoniecomplex (RUG),0014::SB8,9712 EK,207,366,13,1,0,0,0,370,10,0,0,0,0,0,380,178,60,21,21,62,10,12,2
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Remonstrantse Kerk,0014::SB9,9711 BS,220,54,1,0,0,0,0,53,2,0,0,0,0,0,55,23,13,3,2,5,3,3,2
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Activiteitencentrum De Holm,0014::SB10,9711 JS,132,104,4,1,0,0,0,103,6,0,0,0,0,0,109,54,19,5,3,9,6,7,1
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Het Heerenhuis,0014::SB11,9712 NR,416,144,5,0,0,1,0,140,8,0,1,0,0,0,148,61,31,11,11,16,6,6,2
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Muntinggebouw (RUG),0014::SB12,9712 SK,732,484,10,0,0,0,1,476,16,0,1,0,1,0,493,234,121,18,31,34,11,23,12
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau The Student Hotel,0014::SB13,9712 LH,1092,593,17,2,0,0,3,575,34,0,0,0,0,0,612,278,132,16,31,72,27,26,11
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Woonzorgcentrum De Ebbingepoort,0014::SB14,9712 XA,1033,455,10,1,0,0,0,453,13,0,0,0,0,0,466,160,125,23,28,47,29,23,20
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Doopsgezinde Kerk,0014::SB16,9712 GD,0,134,1,1,0,0,0,128,8,0,0,0,0,0,136,60,28,15,9,8,7,3,4
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Leger des Heils,0014::SB20,9713 GL,1232,919,34,2,0,0,0,913,42,0,0,0,0,0,955,402,208,61,64,74,42,35,33
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau BSV FEO,0014::SB21,9713 CL,1627,458,15,3,0,0,0,451,25,0,0,0,0,0,476,226,87,16,32,39,21,28,9
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Oosterparkheem,0014::SB22,9713 VX,1568,644,22,1,0,1,0,627,39,0,1,0,0,0,666,289,156,26,47,38,46,19,23
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau De Blauwe Boerderij,0014::SB23,9713 NT,1652,373,9,2,0,0,0,372,12,0,0,0,0,0,384,160,94,14,15,19,33,13,25
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau BSV Ons Belang,0014::SB24,9713 LM,1559,385,10,4,0,0,0,375,24,0,0,0,0,0,399,159,86,14,19,21,46,17,23
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Franciscuscentrum,0014::SB25,9713 PV,1831,416,15,1,0,0,0,403,29,0,0,0,0,0,432,190,84,9,21,19,45,16,32
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Siebe Jan Boumaschool,0014::SB26,9713 VA,1435,563,21,6,0,1,0,557,32,0,1,0,0,0,589,228,132,34,36,44,45,22,22
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Rebound Groningen,0014::SB30,9714 CL,1819,630,19,0,0,1,0,621,29,0,0,1,0,0,650,304,131,36,38,49,32,28,12
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Baptistenkerk De Cirkel,0014::SB31,9714 AT,1989,816,29,5,0,0,0,815,29,0,6,0,6,0,844,377,189,39,46,66,32,45,22
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Sint Franciscusschool,0014::SB32,9714 JS,1899,656,10,0,0,0,0,636,30,0,0,0,0,0,666,322,128,34,60,45,29,27,11
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau De Kleine Wereld,0014::SB40,9715 JB,1521,292,11,1,0,0,0,296,8,0,0,0,0,0,304,123,55,28,30,26,13,11,6
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Het Floreshuis,0014::SB42,9715 HH,1631,1238,43,9,0,2,0,1252,36,0,2,0,0,0,1288,548,255,71,83,109,86,53,33
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Gymzaal basisschool Karrepad,0014::SB43,9715 NR,2458,631,17,2,0,0,0,630,19,0,1,0,1,0,649,267,151,28,46,36,50,29,24
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Hamrikheem,0014::SB46,9715 SX,1433,520,11,1,0,1,0,508,26,1,0,2,0,0,534,188,117,22,28,41,52,26,46
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau CSG Wessel Gansfort,0014::SB47,9731 BW,1441,723,13,3,0,1,0,672,66,0,1,0,0,0,738,304,179,32,66,27,48,24,43
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Buurtcentrum Hunzeborgh,0014::SB48,9731 EB,1572,816,11,2,0,0,0,750,77,0,2,0,2,0,827,328,193,42,59,59,60,38,37
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Christelijk Centrum Groningen,0014::SB50,9716 CG,1731,550,23,4,0,0,0,559,18,0,0,0,0,0,577,229,111,31,39,56,38,24,22
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau BSV De Hoogte,0014::SB51,9716 GZ,1820,552,13,2,0,0,0,531,36,0,0,0,0,0,567,224,126,19,34,32,67,20,30
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Dependance Nassauschool,0014::SB60,9717 ED,922,511,11,0,0,0,0,478,44,0,0,0,0,0,522,259,117,22,34,36,15,23,5
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Buurtcentrum Oranjewijk,0014::SB61,9717 BK,1482,713,21,0,0,0,0,689,44,1,1,0,0,0,733,378,126,34,35,55,32,40,13
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Centrum De Poort,0014::SB62,9717 JW,2427,960,31,0,0,4,0,937,58,0,0,4,0,0,995,485,200,39,60,75,42,34,25
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Buurtpand Op Mars,0014::SB71,9718 HN,1972,722,20,2,1,0,0,700,43,0,1,0,0,0,743,289,139,48,49,133,24,32,8
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Noorderpoortcollege,0014::SB72,9718 JB,1407,771,31,2,0,0,0,775,29,0,0,0,0,0,804,308,196,33,45,111,25,36,17
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Centrum De Poort,0014::SB74,9718 NB,1529,543,11,2,0,0,0,525,30,0,1,0,1,0,555,230,142,25,28,50,26,31,11
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau University College Groningen,0014::SB76,9718 BG,2156,828,25,4,0,0,0,833,24,0,0,0,0,0,857,351,170,52,54,109,34,44,14
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Columnakerk,0014::SB80,9718 TJ,1212,507,14,4,0,0,0,503,22,0,0,0,0,0,525,187,136,25,42,38,40,23,16
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau BSO Schildersbuurt,0014::SB81,9718 RZ,994,471,16,1,0,1,0,462,25,0,1,0,0,0,487,204,120,16,34,27,38,14,18
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau San Salvatorkerk,0014::SB100,9721 EA,0,48,1,0,0,0,0,44,4,0,1,0,1,0,48,21,7,2,7,3,4,3,1
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Noorderpoort,0014::SB101,9721 HE,0,28,2,0,0,0,0,28,2,0,0,0,0,0,30,8,8,2,3,4,1,0,2
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Vondelflat,0014::SB102,9721 LC,0,41,0,0,0,0,0,39,2,0,0,0,0,0,41,13,8,6,5,2,2,3,2
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau MFC De Wijert / Helpman,0014::SB103,9721 JM,0,42,1,0,0,0,0,40,3,0,0,0,0,0,43,19,6,3,1,7,4,1,1
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau De Bolster,0014::SB105,9721 NH,0,43,3,0,0,0,0,44,2,0,0,0,0,0,46,16,12,4,4,3,3,1,0
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau CBS De Tamarisk,0014::SB106,9721 SW,0,20,1,0,0,0,0,21,0,0,0,0,0,0,21,8,3,0,6,2,1,0,0
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau ZINN locatie Zuiderflat,0014::SB107,9721 VP,0,19,1,0,0,0,0,19,1,0,0,0,0,0,20,4,5,0,1,4,2,2,1
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Brederoschool,0014::SB108,9721 XA,0,21,2,0,0,1,0,20,2,0,1,0,0,0,22,13,4,0,2,2,0,0,0
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau OBS Joseph Haydn,0014::SB110,9722 CL,0,22,0,0,0,0,0,21,1,0,0,0,0,0,22,9,7,0,1,2,2,0,1
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau BSV Helpman Oost,0014::SB111,9722 BX,0,10,0,0,0,0,0,9,0,0,1,0,0,0,9,5,2,1,0,1,0,1,0
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau ZINN locatie De Brink,0014::SB112,9722 EK,0,25,0,0,0,1,0,24,2,0,0,1,0,0,26,11,6,1,1,1,2,3,0
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Helperkerk,0014::SB114,9722 GP,0,23,1,1,0,0,0,23,2,0,0,0,0,0,25,11,5,0,4,2,1,0,0
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau CVV Oranje Nassau,0014::SB115,9722 BZ,0,1,0,0,0,0,0,5,2,0,0,6,0,0,7,1,0,0,0,0,0,0,0
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau MFC Engelbert,0014::SB120,9723 ER,0,14,0,0,0,0,0,13,1,0,0,0,0,0,14,6,5,1,0,1,0,0,1
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Buurtcentrum Poortershoes,0014::SB130,9724 CA,0,75,3,0,0,0,0,75,2,0,1,0,1,0,77,34,16,4,5,5,6,4,1
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Prins Claus Conservatorium,0014::SB131,9724 EM,37,94,3,0,0,1,0,95,6,3,0,4,0,0,101,50,15,3,6,4,6,8,2
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Hitachi Capital Mobility Stadion,0014::SB133,9723 ZS,0,87,3,0,0,0,0,88,2,0,0,0,0,0,90,32,23,4,6,10,4,6,2
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Centrum Beeldende Kunst Groningen,0014::SB134,9724 DA,0,82,2,0,0,1,0,82,3,0,0,1,0,0,85,40,21,3,1,6,3,6,2
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Bekenkampschool,0014::SB140,9724 EJ,0,30,1,0,0,0,0,29,3,0,0,1,0,1,32,12,12,2,1,2,0,1,0
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau MFC De Stroming,0014::SB142,9725 KE,0,103,7,0,0,0,0,101,7,0,2,0,2,0,108,55,20,3,7,7,5,5,1
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau De Puddingfabriek,0014::SB143,9725 BG,0,55,0,0,0,0,0,53,2,0,0,0,0,0,55,27,15,2,3,4,2,2,0
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau CSG Augustinus,0014::SB151,9726 GP,1861,623,15,3,0,0,0,616,23,0,2,0,2,0,639,277,109,50,39,80,19,35,14
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Buurtcentrum Badstratenbuurt,0014::SB152,9726 BS,1543,718,38,1,2,0,0,733,22,0,2,0,0,0,755,303,157,38,51,69,36,42,22
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,"Stembureau O.D.S. De Starter, locatie Parkweg",0014::SB161,9727 HW,1931,848,24,2,0,0,0,828,54,8,0,8,0,0,882,362,166,52,60,91,40,45,32
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Willem Lodewijk Gymnasium,0014::SB162,9727 CK,1212,547,20,2,0,0,0,543,26,0,0,0,0,0,569,241,105,36,43,50,34,19,19
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Woonzorgcentrum Heymanscentrum,0014::SB171,9728 HD,1029,364,5,1,0,0,0,359,11,0,0,0,0,0,370,130,78,23,44,24,33,13,19
Noorderzijlvest,Groningen,AB2019_Noorderzijlvest,Algemeen bestuur van het waterschap Noorderzijlvest 2019,1,Noorderzijlvest,2019-03-20,Stembureau Magnalia Dei Kerk,0014::SB172,9728 KM,1594,759,22,5,0,0,0,752,34,0,0,0,0,0,786,248,146,60,102,60,71,31,41
