contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,"AWPenLRR niet politiek, wel lokaal",Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),VVD,Staatkundig Gereformeerde Partij (SGP),Partij voor de Dieren,ChristenUnie,50PLUS
Rivierenland,Lingewaard,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Voormalige raadzaal,1705::SB10,6851 BM,1934,900,25,1,0,0,0,840,86,0,0,0,0,0,926,213,34,128,136,171,4,72,28,114
Rivierenland,Lingewaard,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau RijnWaal zorggroep loc. Sancta Maria,1705::SB11,6851 BW,861,459,7,1,0,0,0,436,31,0,0,0,0,0,467,111,28,76,72,84,3,33,11,41
Rivierenland,Lingewaard,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau IKC De Abacus,1705::SB12,6851 LT,2159,1156,19,4,0,0,0,1063,116,0,0,0,0,0,1179,184,69,239,222,161,6,121,37,117
Rivierenland,Lingewaard,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau De Valom,1705::SB13,6851 DH,3198,1641,29,6,0,0,0,1499,177,0,0,0,0,0,1676,368,76,253,212,421,10,122,26,153
Rivierenland,Lingewaard,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Gemeenschapshuis Huissen-Zand,1705::SB15,6851 GL,1271,561,8,1,0,0,0,502,68,0,0,0,0,0,570,159,38,82,69,123,1,27,12,50
Rivierenland,Lingewaard,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Med. Centr. Loovelden,1705::SB16,6852 RL,3084,1288,32,9,0,0,0,1194,135,0,0,0,0,0,1329,193,89,249,197,294,8,122,23,113
Rivierenland,Lingewaard,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Sport- en Ontmoetingscentrum De Brink,1705::SB17,6852 DW,2118,1771,31,4,0,0,0,1606,200,0,0,0,0,0,1806,237,140,340,335,251,14,218,52,184
Rivierenland,Lingewaard,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau IKC 't Holthuus,1705::SB19,6852 EG,871,334,6,1,0,0,0,308,33,0,0,0,0,0,341,32,17,61,75,49,1,67,16,16
Rivierenland,Lingewaard,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Theaterkerk Bemmel,1705::SB20,6681 AE,2608,1326,16,1,0,0,0,1228,115,0,0,0,0,0,1343,288,67,251,254,210,10,107,20,119
Rivierenland,Lingewaard,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Cultureel Centrum de Kinkel,1705::SB21,6681 AK,2956,1749,34,6,0,0,2,1599,191,3,0,3,0,0,1792,379,64,329,296,334,11,147,42,147
Rivierenland,Lingewaard,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Voormalig ABN AMRO gebouw,1705::SB23,6681 BP,1833,721,29,2,0,0,0,691,61,0,0,0,0,0,752,154,28,148,115,89,5,59,24,99
Rivierenland,Lingewaard,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau RijnWaal zorggroep loc.Liduina,1705::SB24,6681 WP,931,750,18,3,0,0,0,691,80,0,0,0,0,0,771,174,41,117,103,137,6,66,8,98
Rivierenland,Lingewaard,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,"Stembureau OBC Bemmel, locatie Essenpas",1705::SB25,6681 CX,1369,706,17,2,0,0,0,643,82,0,0,0,0,0,725,129,34,138,108,156,5,65,16,55
Rivierenland,Lingewaard,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Café / Zaal De Klok,1705::SB30,6691 BK,2407,1079,19,2,0,0,0,1001,99,0,0,0,0,0,1100,205,47,178,172,249,14,85,13,116
Rivierenland,Lingewaard,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau SKC De Leemhof,1705::SB32,6691 AV,1692,1069,16,4,0,0,0,972,117,0,0,0,0,0,1089,264,62,172,128,192,6,130,19,96
Rivierenland,Lingewaard,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Hof van Breunissen,1705::SB33,6691 CX,1618,849,22,3,0,0,0,798,76,0,0,0,0,0,874,209,42,114,148,153,6,74,10,93
Rivierenland,Lingewaard,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dorpshuis Angeren,1705::SB40,6687 BP,2278,1219,13,1,0,0,0,1107,126,0,0,0,0,0,1233,358,44,259,116,196,7,104,18,117
Rivierenland,Lingewaard,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Ontmoetingscentrum Doornenburg,1705::SB50,6686 BS,2263,1165,23,1,0,0,0,1069,120,0,0,0,0,0,1189,259,47,211,193,215,10,104,16,110
Rivierenland,Lingewaard,AB2019_Rivierenland,Algemeen bestuur van het waterschap Rivierenland 2019,15,Rivierenland,2019-03-20,Stembureau Dorpshuis de Tichel,1705::SB60,6685 BC,1647,683,16,0,0,0,0,623,76,0,0,0,0,0,699,173,38,127,94,104,16,37,12,82
