contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,"Groen, Water & Land",VVD,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Natuurlijk BBW,50PLUS,AWP niet politiek wel deskundig,ChristenUnie
Hollands Noorderkwartier,Langedijk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau De Meander,0416::SB1,1723 LK,1523,664,11,2,0,0,0,625,52,0,0,0,0,0,677,153,46,79,85,73,75,75,51,27
Hollands Noorderkwartier,Langedijk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Kantine voetbalvereniging DTS,0416::SB2,1724 TZ,916,498,5,1,0,0,0,465,39,0,0,0,0,0,504,152,72,56,44,44,57,25,43,5
Hollands Noorderkwartier,Langedijk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau o.b.s.De Wijde Veert,0416::SB3,1723 AB,1253,728,15,4,0,0,0,674,73,0,0,0,0,0,747,206,95,78,70,86,67,49,48,29
Hollands Noorderkwartier,Langedijk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Fusieschool Noord-Scharwoude,0416::SB4,1723 AA,1125,538,12,3,0,1,0,511,43,0,0,1,0,0,554,108,43,66,62,52,69,64,46,28
Hollands Noorderkwartier,Langedijk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Buiten Zorg,0416::SB5,1722 XR,1229,706,12,3,0,0,0,655,66,0,0,0,0,0,721,167,73,74,67,68,109,70,40,38
Hollands Noorderkwartier,Langedijk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Horizon,0416::SB6,1721 GA,1203,657,13,9,0,1,0,631,47,0,1,0,0,0,678,141,68,65,103,59,70,60,38,53
Hollands Noorderkwartier,Langedijk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Christelijke Gereformeerde kerk,0416::SB7,1721 BP,1234,870,7,2,0,1,0,796,84,0,0,1,0,0,880,170,182,107,91,63,82,52,46,77
Hollands Noorderkwartier,Langedijk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau De Witte Kerk,0416::SB8,1834 AD,1429,857,16,2,0,3,1,810,67,0,0,3,0,0,878,238,107,102,116,109,44,46,63,32
Hollands Noorderkwartier,Langedijk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau De Regenboog,0416::SB9,1834 CC,1101,509,7,2,0,0,1,475,42,0,0,0,0,0,518,148,68,60,88,48,14,25,30,28
Hollands Noorderkwartier,Langedijk,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau R.k.b.s. Paus Johannes,0416::SB10,1834 XN,1123,672,8,2,0,0,0,636,46,0,0,0,0,0,682,199,79,81,79,74,32,49,46,33
