contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,"Groen, Water & Land",VVD,Water Natuurlijk,CDA,Partij van de Arbeid (P.v.d.A.),Natuurlijk BBW,50PLUS,AWP niet politiek wel deskundig,ChristenUnie
Hollands Noorderkwartier,Koggenland,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Gemeentehuis De Goorn,1598::SB1,,1957,1068,16,10,0,0,3,1002,91,0,0,2,0,1,1096,286,166,109,193,94,71,64,62,23
Hollands Noorderkwartier,Koggenland,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Oeverland Spierdijk,1598::SB2,,1353,788,13,4,0,0,0,736,69,0,0,0,0,0,805,146,95,164,167,24,100,47,26,19
Hollands Noorderkwartier,Koggenland,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Cafe De Ridder,1598::SB3,,1840,1105,20,7,0,0,0,1044,88,0,0,0,0,0,1132,251,162,132,111,143,105,76,90,35
Hollands Noorderkwartier,Koggenland,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Batter,1598::SB4,,2247,1249,21,7,0,0,0,1168,109,0,0,0,0,0,1277,306,182,115,203,98,113,88,112,32
Hollands Noorderkwartier,Koggenland,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Dorpshuis Zuidermeer,1598::SB5,,502,327,3,1,0,0,0,306,25,0,0,0,0,0,331,49,47,47,42,17,90,17,10,8
Hollands Noorderkwartier,Koggenland,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau OBS De Ieveling,1598::SB6,,1902,911,12,6,0,0,0,831,97,0,1,0,0,0,928,245,153,97,116,94,68,69,55,14
Hollands Noorderkwartier,Koggenland,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Meerzicht Scharwoude,1598::SB7,,604,384,11,2,0,0,1,363,33,0,0,0,0,0,397,75,47,116,46,26,28,18,14,14
Hollands Noorderkwartier,Koggenland,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau NH Kerk Oudendijk,1598::SB8,,384,267,2,0,0,0,0,246,23,0,0,0,0,0,269,81,41,40,8,26,44,14,12,1
Hollands Noorderkwartier,Koggenland,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Raadhuis,1598::SB9,,1355,787,15,4,0,0,1,737,68,0,0,0,0,0,806,192,127,78,147,70,60,43,58,12
Hollands Noorderkwartier,Koggenland,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau de Caegh,1598::SB11,,2047,710,13,2,0,0,0,681,53,0,0,9,0,0,734,172,123,73,126,67,52,48,43,6
Hollands Noorderkwartier,Koggenland,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau OBS de Kelderswerf,1598::SB12,,1259,836,20,3,0,1,0,797,63,0,0,1,0,0,860,230,114,80,119,102,58,65,54,14
Hollands Noorderkwartier,Koggenland,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Dorpshuis de Oude School,1598::SB13,,1300,744,8,4,0,0,0,690,67,1,0,1,0,0,757,188,99,68,143,57,88,46,37,18
Hollands Noorderkwartier,Koggenland,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Dorpshuis De Brink,1598::SB18,,1338,1030,24,2,0,0,0,984,72,0,0,0,0,0,1056,215,125,57,278,95,95,69,77,19
Hollands Noorderkwartier,Koggenland,AB2019_HollandsNoorderkwartier,Algemeen bestuur van het hoogheemraadschap Hollands Noorderkwartier 2019,11,Hollands Noorderkwartier,2019-03-20,Stembureau Mobiel stembureau,1598::SB19,,0,125,5,1,0,0,0,127,4,0,0,0,0,0,131,22,13,10,52,4,8,15,0,1
