contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,VVD,CDA,ChristenUnie,Water Natuurlijk,Partij van de Arbeid (P.v.d.A.),Staatkundig Gereformeerde Partij (SGP),Lokaal Waterbeheer,AWP niet politiek wel deskundig,50PLUS,Verenigde Senioren Partij
Vallei en Veluwe,Ede,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,"Stembureau Stembureau Het Raadhuis, Hoofdingang",0228::SB1,6711 DD,2038,1658,23,5,0,4,1,1536,153,0,0,4,0,0,1690,288,241,285,170,165,171,88,121,121,8
Vallei en Veluwe,Ede,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Verzorgingshuis Bethanië,0228::SB2,6711 JK,2042,1184,5,4,0,2,0,1069,126,0,0,2,0,0,1195,214,176,193,149,118,129,66,84,53,2
Vallei en Veluwe,Ede,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Pannenkoekenhuis de Langenberg,0228::SB3,6711 HJ,2037,964,15,2,0,0,0,869,112,0,0,0,0,0,981,202,129,142,133,74,64,76,80,58,6
Vallei en Veluwe,Ede,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Vilente St.Barbara,0228::SB4,6711 NT,1882,961,25,3,1,0,0,920,66,0,3,0,0,0,986,187,156,107,132,93,81,74,61,66,4
Vallei en Veluwe,Ede,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau De Wonewij,0228::SB6,6716 SL,1881,841,9,3,0,4,0,796,61,0,0,4,0,0,857,126,94,175,125,104,40,50,67,57,3
Vallei en Veluwe,Ede,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau De Petrakerk,0228::SB7,6718 WB,1388,593,6,3,0,16,0,525,93,0,0,16,0,0,618,67,63,76,41,21,249,14,29,33,0
Vallei en Veluwe,Ede,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Elim,0228::SB8,6718 DG,1846,1058,22,1,0,2,0,985,94,0,2,0,0,0,1079,206,125,189,100,118,129,59,69,57,6
Vallei en Veluwe,Ede,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau CNS-basisschool De Vuursteen,0228::SB9,6718 MJ,1895,1076,11,2,0,0,0,1011,79,0,0,1,0,0,1090,203,116,190,103,130,151,42,92,41,8
Vallei en Veluwe,Ede,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Vester College,0228::SB10,6712 EA,1672,649,9,2,0,0,0,607,53,0,0,0,0,0,660,107,85,98,65,69,94,46,34,49,2
Vallei en Veluwe,Ede,AB2019_ValleienVeluwe,Algemeen bestuur van het waterschap Vallei en Veluwe 2019,7,Vallei en Veluwe,2019-03-20,Stembureau Stembureau Basisschool De Lettertuin,0228::SB11,6712 DR,1715,1144,15,1,0,3,0,1035,128,0,0,3,0,0,1163,150,138,193,104,74,241,59,73,105,7
