contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,uncounted_andere verklaring,uncounted_geen verklaring,uncounted_geldige kiezerspassen,uncounted_geldige stempassen,uncounted_geldige volmachtbewijzen,uncounted_meegenomen stembiljetten,uncounted_meer getelde stembiljetten,uncounted_minder getelde stembiljetten,uncounted_te veel uitgereikte stembiljetten,uncounted_te weinig uitgereikte stembiljetten,uncounted_toegelaten kiezers,CDA,Water Natuurlijk,AWP niet politiek wel deskundig,VVD,ChristenUnie,OUDERENPARTIJ,Staatkundig Gereformeerde Partij (SGP),8,50PLUS
Vechtstromen,Twenterand,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau De Vriezenhof,1700::SB1,7671 GM,1123,677,10,4,0,0,0,646,45,0,0,0,0,0,691,293,80,45,37,62,24,112,0,24
Vechtstromen,Twenterand,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau 't Kooykeshuus,1700::SB2,7671 AK,991,560,6,0,0,0,0,509,57,0,0,0,0,0,566,206,51,35,71,29,13,138,1,16
Vechtstromen,Twenterand,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,"Stembureau Westerkerk, Kanaalweg Z",1700::SB3,7671 GD,1232,725,6,2,0,0,0,664,69,0,0,0,0,0,733,233,95,80,69,78,19,125,4,22
Vechtstromen,Twenterand,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Mobiel Stembureau,1700::SB6,7671 GS,0,59,0,0,0,0,0,55,4,0,0,0,0,0,59,29,9,3,3,8,3,1,0,3
Vechtstromen,Twenterand,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Hervormd Centrum Hoofdweg,1700::SB7,7676 AK,1275,672,14,5,0,0,0,619,72,0,0,0,0,0,691,148,208,75,47,47,30,59,6,52
Vechtstromen,Twenterand,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau NH Kerk Oude Hoevenweg 40,1700::SB8,7671 PJ,606,284,2,0,0,0,0,261,25,0,0,0,0,0,286,88,37,24,24,19,12,56,1,23
Vechtstromen,Twenterand,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Basisschool Eltheto,1700::SB9,7671 GG,1007,452,5,1,0,1,1,423,33,0,1,0,0,0,457,135,69,44,29,54,14,85,1,21
Vechtstromen,Twenterand,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau De Weemelanden,1700::SB10,7672 GD,1249,761,11,3,0,1,0,701,75,0,0,1,0,0,776,283,118,69,64,83,15,91,2,36
Vechtstromen,Twenterand,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Baptistenkerk,1700::SB11,7676 AC,1302,601,12,5,0,0,0,551,68,1,0,1,0,0,619,125,152,49,52,43,40,95,6,39
Vechtstromen,Twenterand,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Gemeentehuis Vriezenveen,1700::SB12,7671 GS,1103,766,6,1,0,2,0,710,61,0,2,0,0,0,771,285,113,58,75,60,20,109,7,39
Vechtstromen,Twenterand,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Verzorgingscentrum 't Haarhuus,1700::SB13,7676 GA,1001,314,5,3,0,0,0,299,23,0,0,0,0,0,322,53,113,36,8,15,27,21,0,41
Vechtstromen,Twenterand,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau CBS De Regenboog,1700::SB14,7671 ZX,864,577,10,2,0,0,0,541,48,0,0,0,0,0,589,228,105,55,49,45,13,48,6,28
Vechtstromen,Twenterand,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau RK BS Antonius,1700::SB15,7671 VW,936,648,11,1,0,0,0,624,36,0,0,0,0,0,660,225,132,69,54,65,15,45,1,42
Vechtstromen,Twenterand,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Chr.BS Shalom,1700::SB16,7671 ND,1647,967,8,4,0,1,0,910,68,0,1,0,0,0,978,332,155,96,110,116,16,75,8,59
Vechtstromen,Twenterand,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Hervormd Centrum De Rank,1700::SB17,7683 BN,934,641,5,0,0,0,0,583,63,0,0,0,0,0,646,199,69,44,78,188,17,21,0,25
Vechtstromen,Twenterand,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau CBS de Smithoek,1700::SB18,7683 CK,1028,520,7,0,0,0,0,485,42,0,0,0,0,0,527,170,50,42,64,146,3,31,1,13
Vechtstromen,Twenterand,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Vergaderzaal Geref.Kerk,1700::SB19,7683 AV,1176,780,9,2,0,0,0,727,59,0,5,0,5,0,786,288,86,42,66,217,17,44,4,16
Vechtstromen,Twenterand,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Woonzorgcentrum Het Liefferdinck,1700::SB20,7683 VV,1392,903,16,0,0,0,0,862,57,0,0,0,0,0,919,336,98,58,96,244,17,26,1,27
Vechtstromen,Twenterand,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Ver.gebouw RK Kerk,1700::SB21,7686 CM,917,466,5,2,0,2,0,440,35,0,0,2,0,0,475,83,125,78,43,47,9,32,8,41
Vechtstromen,Twenterand,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Baptistencentrum 't Lieniezer,1700::SB22,7681 JA,1228,613,7,4,0,0,0,546,77,0,1,0,1,0,623,154,113,91,44,84,38,37,8,44
Vechtstromen,Twenterand,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Kerkelijk Centrum Het Anker,1700::SB23,7681 DJ,1349,743,17,2,0,0,0,683,79,0,0,0,0,0,762,219,126,108,87,83,27,42,4,47
Vechtstromen,Twenterand,AB2019_Vechtstromen,Algemeen bestuur van het waterschap Vechtstromen 2019,5,Vechtstromen,2019-03-20,Stembureau Het Punt,1700::SB24,7681 ZP,1388,736,24,8,0,0,0,697,71,0,0,0,0,0,768,189,153,78,58,110,42,33,5,68
