contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij,19
Groningen,Zuidhorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Westerburcht,0056::SB1,,737,653,1,0,111,141,38,81,35,39,151,36,5,15,0,1,0,0,0,0,0
Groningen,Zuidhorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis,0056::SB2,,1004,1084,1,0,162,235,58,153,52,96,194,92,18,16,0,4,4,0,0,0,0
Groningen,Zuidhorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Dörpsstee,0056::SB3,,1131,913,1,0,153,154,90,87,64,94,193,35,9,22,0,1,5,0,0,3,3
Groningen,Zuidhorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Het Zonnehuis,0056::SB4,,844,679,3,1,121,148,62,104,39,51,110,26,6,10,0,1,1,0,0,0,0
Groningen,Zuidhorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau O.B.S. De Borgh,0056::SB5,,1107,881,0,2,104,231,81,83,40,96,175,50,8,5,0,1,2,1,1,3,0
Groningen,Zuidhorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Wierde,0056::SB6,,1095,912,0,2,235,193,96,130,65,67,73,31,10,5,0,3,3,0,1,0,0
Groningen,Zuidhorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Lauwerscollege,0056::SB7,,1028,776,2,3,221,135,56,119,83,45,74,27,5,5,1,2,3,0,0,0,0
Groningen,Zuidhorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 't Bartoleshûs,0056::SB8,,284,234,0,0,70,33,25,28,24,20,13,10,3,3,0,0,3,0,0,1,1
Groningen,Zuidhorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis De Wending,0056::SB9,,178,160,0,1,29,24,17,16,26,15,17,5,2,1,0,6,0,0,0,1,1
Groningen,Zuidhorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Soltketen,0056::SB10,,455,367,0,0,99,58,36,48,51,26,16,18,3,8,1,2,1,0,0,0,0
Groningen,Zuidhorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis 't Schanshuus,0056::SB11,,372,295,0,1,76,35,28,41,34,22,39,7,4,7,0,1,1,0,0,0,0
Groningen,Zuidhorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Meeden,0056::SB12,,759,658,0,0,113,151,54,75,54,41,116,37,7,5,0,0,5,0,0,0,0
Groningen,Zuidhorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 't Hoge Hof,0056::SB13,,987,786,0,0,151,181,64,83,64,40,142,28,12,14,1,0,6,0,0,0,0
Groningen,Zuidhorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Den Ham,0056::SB14,,208,145,0,0,38,21,13,28,14,12,13,2,1,3,0,0,0,0,0,0,0
Groningen,Zuidhorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Hornhuis,0056::SB15,,333,269,1,1,44,67,17,42,17,34,25,11,3,8,0,0,0,0,1,0,0
Groningen,Zuidhorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Humsterland,0056::SB16,,1106,892,0,1,185,148,95,76,63,40,216,29,10,25,0,0,3,0,1,1,0
Groningen,Zuidhorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Eisseshof,0056::SB17,,198,172,0,0,35,39,15,20,10,24,9,8,6,4,0,0,2,0,0,0,0
Groningen,Zuidhorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Heralmahuus,0056::SB18,,125,89,0,0,15,23,8,21,3,7,4,3,0,3,0,0,1,0,1,0,0
Groningen,Zuidhorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis De Vrijwilliger,0056::SB19,,161,144,0,0,53,13,24,19,10,3,13,6,2,0,0,1,0,0,0,0,0
Groningen,Zuidhorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Steak- en Partyhouse André Dokter,0056::SB20,,1623,1343,1,1,197,297,88,218,66,90,235,108,9,27,0,4,1,0,0,2,1
