contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
's-Hertogenbosch,Oss,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis,0828::SB1,,1613,1225,3,4,212,184,258,235,168,64,4,83,9,0,0,3,5,0,0,0,0
's-Hertogenbosch,Oss,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Ouderensoos ""Don Bosco""",0828::SB2,,1469,892,1,6,71,163,232,74,256,27,3,49,9,2,1,4,0,0,0,1,0
's-Hertogenbosch,Oss,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Buurthuis 't Hageltje,0828::SB3,,1321,731,0,1,73,122,164,81,211,18,3,44,5,0,0,8,0,0,0,0,2
's-Hertogenbosch,Oss,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum 't Hageltje,0828::SB4,,1315,706,2,5,59,98,185,74,211,31,1,22,14,0,0,9,1,0,1,0,0
's-Hertogenbosch,Oss,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool De Nieuwe Link,0828::SB5,,1473,1071,2,0,139,196,221,143,229,42,3,74,10,0,1,9,2,0,0,1,1
's-Hertogenbosch,Oss,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Parochiecentrum MOO,0828::SB6,,1312,839,2,4,112,131,137,153,194,44,1,49,10,0,0,5,3,0,0,0,0
's-Hertogenbosch,Oss,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Huize ""Vita Nova""",0828::SB7,,1286,812,1,1,119,135,201,113,137,39,4,46,8,1,0,5,2,0,0,2,0
's-Hertogenbosch,Oss,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Steunpunt ""De Brink""",0828::SB8,,990,617,0,1,113,76,127,101,117,33,6,30,5,0,0,4,0,0,0,1,4
's-Hertogenbosch,Oss,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Horizonschool Meteoor,0828::SB9,,1263,736,1,4,76,118,172,97,183,29,3,40,5,0,0,10,2,0,0,0,1
's-Hertogenbosch,Oss,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Brabant Zorg locatie Katwijk,0828::SB10,,1089,751,1,2,109,135,173,123,122,44,4,27,5,0,0,8,0,0,1,0,0
's-Hertogenbosch,Oss,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Buurthuis Kortfoort,0828::SB11,,1489,1002,2,2,118,169,266,145,146,64,5,59,9,3,0,7,7,1,0,1,2
's-Hertogenbosch,Oss,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Pastorie St. Jozef,0828::SB12,,1657,1019,0,2,102,140,210,201,218,62,1,60,15,1,0,7,0,0,0,1,1
's-Hertogenbosch,Oss,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau RK Basisschool ""Pius X"",",0828::SB13,,1340,1135,0,4,187,145,177,311,164,50,5,75,10,0,0,5,4,0,0,1,1
's-Hertogenbosch,Oss,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Mondriaan-College,0828::SB14,,1240,989,3,1,196,103,64,382,116,39,4,67,7,0,0,8,0,0,0,3,0
's-Hertogenbosch,Oss,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Het Hooghuis, lokatie Oss-West",0828::SB15,,1398,826,1,4,72,166,218,102,157,43,4,44,12,1,0,3,2,0,1,0,1
's-Hertogenbosch,Oss,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Serviceflat Sterrebos,0828::SB16,,1443,1043,4,3,160,211,238,127,191,30,2,64,5,0,0,12,1,0,0,0,2
's-Hertogenbosch,Oss,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Montessori School ""Elzeneind""",0828::SB17,,1524,1122,2,3,98,226,292,139,192,60,4,82,16,0,0,7,0,2,0,2,2
's-Hertogenbosch,Oss,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Kinderboerderij ""De Elzenhoek""",0828::SB18,,1210,592,0,0,54,116,168,50,115,45,6,22,9,0,0,1,4,1,1,0,0
's-Hertogenbosch,Oss,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau SV Ruwaard,0828::SB19,,1425,899,1,3,122,164,182,119,161,56,11,53,15,1,0,10,3,0,0,1,1
's-Hertogenbosch,Oss,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Horizonschool De Komeet,0828::SB20,,1223,796,0,2,72,195,214,67,168,24,9,25,10,0,0,8,3,0,1,0,0
