contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij
Haarlem,Uithoorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis,0451::SB1,,1370,1511,1,5,145,242,102,525,205,96,14,121,34,1,0,11,6,1,2,6
Haarlem,Uithoorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Springschans,0451::SB2,,1349,1178,1,0,99,208,95,410,137,71,17,112,17,0,0,6,3,0,3,0
Haarlem,Uithoorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Lijn 5 Amstelduin,0451::SB3,,1880,1363,1,2,145,172,75,554,187,86,18,108,9,0,0,4,2,1,1,1
Haarlem,Uithoorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis De Quakel,0451::SB4,,1395,1138,1,5,241,104,60,430,151,51,18,56,13,5,0,5,3,0,1,0
Haarlem,Uithoorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau R.K. Basisschool De Zon,0451::SB5,,1485,1249,0,1,190,123,79,430,237,63,27,68,16,5,0,5,3,2,1,0
Haarlem,Uithoorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Buurthuis Ponderosa,0451::SB6,,1617,1045,0,0,122,218,115,226,192,58,28,56,13,0,2,7,5,1,1,1
Haarlem,Uithoorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Regenboog,0451::SB7,,1204,1015,0,5,131,211,104,191,198,64,18,55,22,3,1,9,3,0,0,5
Haarlem,Uithoorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijksteunpunt,0451::SB8,,1435,1188,0,1,222,240,81,275,164,88,17,74,11,2,1,8,3,0,0,2
Haarlem,Uithoorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Het Hoge Heem,0451::SB9,,1379,1081,1,0,174,170,61,321,135,73,18,108,13,1,0,2,3,0,2,0
Haarlem,Uithoorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Sportkant. De Scheg,0451::SB10,,1331,1123,1,15,78,317,114,224,213,66,13,57,18,1,0,13,5,0,0,4
Haarlem,Uithoorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Evang.Chr.Gem.,0451::SB11,,1469,1017,0,2,114,217,87,256,165,54,15,81,13,1,0,11,1,0,1,1
Haarlem,Uithoorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau KnA-gebouw (muziek ver.),0451::SB12,,1572,1406,0,4,96,241,83,522,235,80,14,107,12,2,0,6,6,0,2,0
Haarlem,Uithoorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Alkwin Kollege,0451::SB13,,1567,1090,0,1,96,179,74,360,182,71,14,92,12,0,0,7,1,0,1,1
Haarlem,Uithoorn,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Clubhuis 'De Amstel',0451::SB14,,1581,970,0,0,84,134,38,454,131,34,3,75,8,1,0,4,2,0,1,1
