contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
Zwolle,Olst-Wijhe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Gemeentehuis, loc. Olst",1773::SB1,,1680,1220,0,0,157,385,162,167,166,80,14,59,12,4,2,7,1,2,0,2,0
Zwolle,Olst-Wijhe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau ZG De Leiboom, loc. ""Het Averbergen""",1773::SB2,,1063,578,0,6,96,155,59,125,45,35,12,37,7,0,0,5,2,0,0,0,0
Zwolle,Olst-Wijhe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau ZG De Leiboom, loc. ""St.Willibrord""",1773::SB3,,1431,1021,1,3,306,195,80,204,83,64,7,54,13,0,0,5,6,1,0,2,1
Zwolle,Olst-Wijhe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Buurthuis Den Nul,1773::SB4,,792,565,1,0,110,99,59,130,80,21,8,25,11,9,0,8,3,0,1,0,1
Zwolle,Olst-Wijhe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorps De Bongerd,1773::SB5,,475,403,1,0,58,69,14,121,45,48,10,26,5,4,0,1,2,0,0,0,0
Zwolle,Olst-Wijhe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zalencentrum Wesepe,1773::SB6,,908,728,1,0,159,143,28,216,72,43,7,43,8,1,0,6,2,0,0,0,0
Zwolle,Olst-Wijhe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Holstohus,1773::SB7,,1152,1351,2,2,190,355,155,240,134,142,17,87,13,5,0,7,2,0,0,2,2
Zwolle,Olst-Wijhe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Gemeentehuis, loc. Wijhe",1773::SB8,,1247,1128,1,2,270,314,136,153,100,53,17,64,12,1,0,6,0,0,1,0,1
Zwolle,Olst-Wijhe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau ZS Het Zand, loc. ""Het Weijtendaal""",1773::SB9,,891,646,0,0,180,157,47,91,74,35,14,38,5,1,0,3,0,0,0,1,0
Zwolle,Olst-Wijhe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Obs ""De Peperhof""",1773::SB10,,1558,1165,0,1,218,338,124,183,124,64,36,62,6,1,0,7,2,0,0,0,0
Zwolle,Olst-Wijhe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Gem.sch.huis ""Pinokkio""",1773::SB11,,1127,857,0,0,266,159,76,173,61,37,14,56,4,0,0,5,3,1,0,2,0
Zwolle,Olst-Wijhe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Buurthuis Elshof,1773::SB12,,624,484,0,0,180,68,33,99,35,28,5,18,7,4,1,1,3,0,0,2,0
Zwolle,Olst-Wijhe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Herxen,1773::SB13,,345,260,0,0,89,29,19,54,18,16,8,15,2,7,0,2,1,0,0,0,0
Zwolle,Olst-Wijhe,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau ""Westhoff"" Marle",1773::SB14,,52,66,0,0,22,11,2,14,2,1,4,5,4,1,0,0,0,0,0,0,0
