contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
Utrecht,Utrechtse Heuvelrug,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentekantoor,1581::SB1,,1423,1298,1,1,168,233,82,296,136,144,43,115,25,46,0,2,4,0,0,2,2
Utrecht,Utrechtse Heuvelrug,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Stichting Welnúh,1581::SB2,,1520,1358,2,2,157,213,54,424,145,136,38,125,23,28,1,5,8,0,0,0,1
Utrecht,Utrechtse Heuvelrug,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau  Sparrenheide,1581::SB3,,1626,1379,0,2,196,232,56,391,90,115,47,168,30,34,0,5,12,0,0,0,3
Utrecht,Utrechtse Heuvelrug,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Beukenstein,1581::SB4,,1474,1237,3,1,181,226,74,270,126,136,40,109,23,29,1,5,16,0,0,0,1
Utrecht,Utrechtse Heuvelrug,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Beukenhorst,1581::SB5,,1578,1253,0,1,168,230,77,266,97,148,64,106,22,66,0,5,4,0,0,0,0
Utrecht,Utrechtse Heuvelrug,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Djoi,1581::SB6,,1464,986,0,2,90,279,68,184,102,108,41,65,20,15,2,4,6,0,0,0,2
Utrecht,Utrechtse Heuvelrug,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau C.B.S. ""De Uilenburcht""",1581::SB7,,1657,1479,0,5,214,247,97,360,165,153,56,117,18,36,0,9,4,0,0,0,3
Utrecht,Utrechtse Heuvelrug,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Gereformeerde Kerk ""de Bron""",1581::SB8,,1375,1047,1,2,181,159,56,270,111,93,43,89,17,17,0,2,7,0,0,0,2
Utrecht,Utrechtse Heuvelrug,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 't Hoge Licht,1581::SB9,,1965,1464,0,4,149,286,128,290,193,146,83,127,20,19,2,13,5,0,0,1,2
Utrecht,Utrechtse Heuvelrug,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kapelkerk,1581::SB10,,1240,1095,0,0,174,146,74,348,106,100,22,75,17,22,0,5,6,0,0,0,0
Utrecht,Utrechtse Heuvelrug,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpskerk,1581::SB11,,908,767,0,0,112,89,33,256,90,40,27,58,2,52,0,5,2,0,0,0,1
Utrecht,Utrechtse Heuvelrug,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kerk De Ark,1581::SB12,,656,505,1,0,65,67,39,154,65,26,19,37,9,11,0,5,6,1,0,0,1
Utrecht,Utrechtse Heuvelrug,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Clubgebouw MHC Maarn,1581::SB13,,651,541,0,2,91,99,14,175,25,38,17,75,0,3,1,1,2,0,0,0,0
Utrecht,Utrechtse Heuvelrug,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Twee Marken,1581::SB14,,1021,957,0,1,145,158,45,282,98,63,29,94,16,19,0,3,4,0,0,0,1
Utrecht,Utrechtse Heuvelrug,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Bibliotheek Amerongen,1581::SB15,,1310,1044,0,1,165,116,51,328,84,72,28,118,12,67,0,0,3,0,0,0,0
