contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij,19
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Stadhuis 1.,0034::SB1,,1414,1296,1,3,59,358,128,321,167,101,23,91,21,1,0,15,5,1,0,4,1
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum De Overloop,0034::SB2,,1111,692,0,3,38,180,81,105,187,40,9,32,8,0,0,8,2,0,0,1,1
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Polderhof,0034::SB3,,1298,892,0,0,59,232,102,161,183,64,6,57,14,3,0,8,3,0,0,0,0
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Loofhut,0034::SB4,,1110,872,1,1,45,191,102,223,134,75,20,66,8,1,0,2,3,0,0,2,0
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Dubbeldekker,0034::SB5,,1076,802,0,1,35,206,92,155,147,75,10,53,14,0,1,7,3,0,0,1,3
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Activiteitencentrum Wierdendok,0034::SB6,,1205,640,3,0,25,132,40,228,111,40,8,39,8,1,0,4,2,1,1,0,0
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Klaverweide,0034::SB7,,1527,1078,0,0,47,217,115,295,218,72,7,67,24,0,0,5,8,0,0,3,0
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School Het Drieluik,0034::SB8,,1571,962,1,2,59,186,99,309,134,60,18,68,12,0,0,10,7,0,0,0,0
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Brug,0034::SB9,,1480,699,0,1,49,174,67,128,162,48,11,33,14,1,0,4,4,0,0,2,2
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gebouw Corrosia,0034::SB10,,1206,993,1,3,42,261,114,185,212,68,15,57,22,4,0,5,6,0,0,2,0
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Ontdekking,0034::SB11,,1417,739,0,2,34,149,47,316,78,45,6,43,14,0,0,5,2,0,0,0,0
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Buurtcentrum Meenten en Grienden,0034::SB12,,1497,1111,0,4,59,241,157,236,204,83,17,76,20,0,0,9,4,0,1,2,2
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School Praktijkonderwijs Almere,0034::SB13,,1358,957,0,0,36,220,98,174,197,100,15,72,21,0,2,10,8,0,2,2,0
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Wierwinde,0034::SB14,,1405,1095,0,5,43,277,115,224,220,80,22,73,19,2,2,7,6,0,0,1,4
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Flierefluiter,0034::SB15,,1523,1391,3,1,71,299,121,390,218,103,11,118,33,1,0,17,6,0,1,2,0
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Waterlandschool,0034::SB16,,1488,901,1,5,50,283,91,145,177,55,15,54,15,3,1,3,4,2,1,2,0
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Achtbaan,0034::SB17,,1575,1038,0,7,44,268,130,197,245,62,9,39,20,4,0,10,3,0,2,2,3
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School Het Spectrum 2.,0034::SB18,,1477,1237,1,3,54,291,116,325,197,107,23,84,21,1,0,9,4,1,2,2,0
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Driemaster 2.,0034::SB19,,1483,620,1,1,36,176,76,94,140,29,15,29,8,2,0,9,2,0,1,1,2
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Limerick,0034::SB20,,1329,976,0,1,46,254,76,282,165,48,10,78,7,1,0,7,0,0,0,1,1
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Flevoschool,0034::SB21,,1394,713,0,0,16,304,68,64,138,48,21,28,17,0,0,5,1,0,0,3,0
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Lettertuin,0034::SB22,,1394,973,1,0,75,188,83,276,163,53,31,72,14,0,0,16,1,0,1,0,0
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Kruidenwijzer,0034::SB23,,1230,920,1,4,51,238,99,180,201,62,19,37,17,2,0,10,4,0,0,0,0
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Kameleon,0034::SB24,,1631,1176,0,2,52,275,122,277,219,77,23,89,20,2,0,12,5,0,1,2,0
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dependance school Al-Iman,0034::SB25,,1229,681,2,1,34,198,68,93,172,49,7,31,7,1,0,10,6,0,2,3,0
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Driemaster 1.,0034::SB26,,1469,974,2,1,40,278,85,186,221,65,11,46,24,3,0,5,5,0,0,2,3
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School Het Spectrum 1.,0034::SB27,,1496,957,0,5,59,231,108,262,137,55,20,62,14,0,1,5,1,0,1,1,0
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School 't Kofschip,0034::SB28,,1003,792,0,0,41,150,84,185,168,56,20,48,11,3,1,13,8,0,0,2,2
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Waterhoek,0034::SB29,,2235,1391,2,4,73,326,171,277,314,80,27,70,22,0,0,21,3,0,2,4,1
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Zeetuin,0034::SB30,,852,619,0,1,36,136,69,115,165,37,8,30,5,1,0,12,3,0,0,2,0
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Piramide,0034::SB31,,1122,743,3,0,21,193,86,156,148,46,11,45,23,1,0,8,2,0,3,0,0
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Tjasker,0034::SB32,,1612,1114,2,4,56,277,124,245,226,69,18,57,23,2,0,10,2,0,2,1,2
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Hasselbraam,0034::SB33,,1583,1044,5,1,42,242,106,230,210,71,22,78,21,0,0,9,6,1,3,3,0
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Buurtcentrum De Wieken,0034::SB34,,1511,1011,1,2,48,248,135,190,232,66,21,39,16,4,0,5,1,0,2,2,2
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum De Kiekendief,0034::SB35,,1336,553,0,2,34,183,65,65,115,37,9,27,9,0,0,7,0,0,1,1,0
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Centrum Verpleeghuiszorg Polderburen,0034::SB36,,1175,589,1,1,47,112,66,120,132,37,7,39,17,1,0,5,2,0,1,3,0
Lelystad,Almere,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Kaardebol,0034::SB37,,1169,1080,0,5,41,230,118,262,224,68,21,77,12,2,1,13,4,0,2,3,2
