contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Raadhuis,0402::SB1,,1744,1383,3,4,100,245,51,519,101,97,22,212,20,6,0,5,2,0,0,3
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Mozarthof School,0402::SB2,,1504,1226,0,1,96,109,14,715,52,51,6,160,21,1,0,0,0,0,0,1
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Openbare Bibliotheek,0402::SB3,,1671,1332,0,0,123,217,63,464,86,119,30,197,23,3,0,1,4,1,1,0
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Chr. Verpleeghuis Gooizicht,0402::SB4,,1283,917,0,0,101,161,46,293,62,88,21,107,25,4,0,5,3,0,0,1
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum 'De Boomberg',0402::SB5,,1993,1171,2,1,88,222,106,267,146,124,36,129,29,8,1,7,6,0,0,2
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Filmtheater Hilversum,0402::SB6,,1974,1138,1,2,76,248,104,255,146,109,13,115,40,10,0,7,6,1,2,6
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Emmaus RK Parochie,0402::SB7,,939,782,2,0,89,128,63,203,94,61,20,95,14,5,0,6,3,0,0,1
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum 'De Koepel' (A),0402::SB8,,1516,1024,0,2,107,218,116,222,186,56,22,77,13,2,0,2,1,0,0,2
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum 'De Koepel' (A),0402::SB9,,1645,1602,0,2,209,361,145,283,304,84,51,127,19,0,0,10,5,0,1,3
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Flat Kerkelanden,0402::SB10,,1540,1070,0,2,207,222,75,233,143,45,28,90,13,3,0,4,3,1,1,2
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Scouting Zuiderkruis Diepend. laan,0402::SB11,,1540,887,1,2,64,183,87,246,124,50,20,100,8,2,1,1,0,0,1,0
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Serviceflat Westerheem,0402::SB12,,1180,1058,0,1,136,212,67,320,88,78,28,99,12,12,0,2,0,0,2,2
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Bavinckschool,0402::SB13,,1588,1427,0,0,159,266,67,429,89,132,48,204,22,4,0,3,2,0,1,1
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Violenschool,0402::SB14,,1874,1275,1,1,71,281,157,245,167,146,36,119,25,12,0,6,4,0,0,6
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Intern. school (vh Rembrandtschool),0402::SB15,,2245,1519,0,0,139,285,115,397,140,133,46,225,22,9,0,3,3,0,0,2
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wilhelminaschool,0402::SB16,,922,932,0,1,115,128,33,349,63,71,10,141,11,5,0,2,3,0,0,1
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum 'De Zoutkeet',0402::SB17,,1488,1180,1,3,118,202,99,315,178,70,33,143,2,8,0,8,1,0,0,3
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verzorgingshuis 'Zuiderheide',0402::SB18,,1202,1046,0,2,203,208,80,212,127,55,62,71,7,13,0,4,2,0,0,2
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Muziekvereniging Beatrix,0402::SB19,,1760,1140,0,3,92,210,109,249,168,107,39,121,15,11,0,8,4,2,2,3
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum St. Carolus,0402::SB20,,1175,954,1,1,93,188,69,231,109,88,29,114,17,6,0,2,4,0,2,2
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Goudenregenschool,0402::SB21,,1044,981,0,3,101,208,102,246,107,83,18,94,13,4,0,3,2,0,0,0
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum 'De Egelantier',0402::SB22,,1662,1019,1,0,74,237,114,185,183,80,24,84,25,0,0,6,6,0,0,1
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Diependaalse Kerk,0402::SB23,,1493,1025,0,0,94,148,46,413,67,54,29,142,12,15,0,2,0,1,1,1
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Fabritiusschool,0402::SB24,,958,906,1,2,82,111,19,395,56,61,19,142,11,4,0,1,2,2,1,0
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dienstencentrum 'Vierkerkenhuis',0402::SB25,,1250,997,2,2,94,281,122,81,191,87,37,69,24,2,2,2,2,0,2,1
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Lelyschool (voormalig),0402::SB26,,1298,722,2,0,31,229,100,72,171,37,16,40,16,3,0,4,0,0,2,1
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gebouw Speeltuinverenig. Erfgooiers,0402::SB27,,1375,813,0,4,63,220,122,78,198,54,13,32,14,3,0,10,2,0,0,4
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Da Costaschool,0402::SB28,,1881,1544,2,1,174,334,129,338,209,121,50,142,21,15,0,5,5,0,0,1
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Van Leeuwenhoekschool,0402::SB29,,1645,1420,1,1,102,292,122,304,178,126,48,201,25,4,1,5,5,0,3,4
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Scouting clubhuis 'De Orion',0402::SB30,,2019,1525,2,1,147,357,131,317,163,165,46,160,21,3,0,6,5,0,2,2
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dudok Wonen,0402::SB31,,2042,1162,1,2,71,200,152,245,178,118,23,131,24,4,0,8,5,1,1,1
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool 'Kruispunt',0402::SB32,,2040,1504,0,2,128,317,164,217,341,123,49,132,20,1,0,7,1,1,1,2
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zwembad 'De Lieberg' (restaurant),0402::SB33,,1702,1108,2,1,43,224,124,186,248,99,36,108,18,6,1,3,5,2,0,5
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Lorentzschool,0402::SB34,,1908,1717,0,4,125,430,178,241,298,184,37,185,20,7,0,6,3,0,0,3
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum 'St.Joseph',0402::SB35,,2131,1330,1,7,123,326,140,189,273,102,44,78,30,12,0,7,3,0,2,1
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gebouw 'Rotor Media',0402::SB36,,1766,998,2,1,45,263,134,134,211,67,29,57,29,1,0,14,9,0,2,3
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum 'Gooiers Erf',0402::SB37,,1599,1592,0,1,158,348,168,343,214,129,47,130,33,10,1,7,3,0,0,1
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum 'Nova Zembla',0402::SB38,,1642,769,0,3,78,202,81,132,129,56,16,55,7,4,0,4,3,0,0,2
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum 'De Kruisdam',0402::SB39,,1504,1659,0,1,150,370,191,351,259,108,42,144,27,6,0,5,5,0,1,0
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gebouw Wandelmeent,0402::SB40,,1760,1015,0,0,105,216,108,229,107,91,19,113,15,3,0,1,6,1,0,1
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Station Hilversum,0402::SB41,,0,1512,1,7,65,322,156,276,146,228,34,224,36,4,1,5,5,1,0,9
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Ned. Instituut voor Beeld en Geluid,0402::SB42,,0,321,0,0,15,78,33,61,14,49,8,52,5,0,0,2,0,0,0,4
Haarlem,Hilversum,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau AKN gebouw,0402::SB43,,0,189,0,2,20,41,13,44,13,25,1,28,4,0,0,0,0,0,0,0
