contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
Dordrecht,Vlaardingen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Stadhuis,0622::SB1,,1567,1392,3,3,101,319,141,275,294,98,39,78,25,9,0,8,1,1,1,1,1
Dordrecht,Vlaardingen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool 't Palet,0622::SB2,,1449,1116,1,2,77,175,121,259,267,74,29,79,14,11,0,4,1,0,3,0,2
Dordrecht,Vlaardingen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kerkgebouw de Fontein,0622::SB3,,1247,801,0,1,54,143,115,135,201,66,11,36,14,20,0,3,2,0,0,0,1
Dordrecht,Vlaardingen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Rehobothkerk,0622::SB4,,1509,1185,0,0,119,172,137,258,293,44,49,49,14,39,0,11,0,0,0,0,0
Dordrecht,Vlaardingen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Soenda,0622::SB5,,1332,1274,0,5,139,226,136,216,302,68,50,39,20,62,0,15,0,0,0,0,1
Dordrecht,Vlaardingen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool Van Kampen,0622::SB6,,1506,925,3,0,60,163,150,156,196,73,29,55,15,23,0,2,1,0,0,1,1
Dordrecht,Vlaardingen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Buurthuis de Pijpelaar,0622::SB7,,1853,1075,2,1,64,194,159,147,294,72,24,77,18,13,0,7,3,0,0,2,1
Dordrecht,Vlaardingen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool Het Visnet,0622::SB8,,1703,1018,1,4,41,267,154,110,249,94,18,39,26,6,1,12,0,0,0,0,1
Dordrecht,Vlaardingen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wooncentrum De Bolder,0622::SB9,,760,547,0,2,66,112,43,100,137,30,13,22,10,9,0,4,1,0,0,0,0
Dordrecht,Vlaardingen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum de Wetering,0622::SB10,,2247,1225,3,6,139,259,139,206,263,55,45,58,15,32,0,10,1,0,1,0,2
