contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij
Haarlem,Velsen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Stadhuis,0453::SB1,,1512,1615,0,3,113,360,183,244,449,93,20,84,39,2,1,12,3,1,3,8
Haarlem,Velsen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Woon en zorgcentrum Huis ter Hagen,0453::SB2,,1126,1001,5,0,168,208,35,313,67,79,16,92,11,2,0,2,5,2,0,1
Haarlem,Velsen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verpleeghuis Velserduin,0453::SB3,,1302,1132,0,0,137,239,53,367,77,87,14,136,16,0,0,4,1,0,1,0
Haarlem,Velsen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Voormalig Raadhuis,0453::SB4,,1533,1078,1,1,135,192,43,338,127,60,35,117,19,1,0,7,1,0,1,2
Haarlem,Velsen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wooncentrum Velserhooft,0453::SB10,,1849,1553,3,0,181,320,127,435,109,141,30,183,12,3,0,5,3,0,3,1
Haarlem,Velsen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Cafe Zaal De Wildeman,0453::SB11,,1635,1454,1,1,185,239,104,462,163,123,22,122,19,0,0,8,4,0,0,3
Haarlem,Velsen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Zorgspec. v/h bibliotheek,0453::SB13,,1825,1553,2,0,161,307,135,394,158,136,23,184,31,3,0,8,10,0,2,1
Haarlem,Velsen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 't Brederode Huys,0453::SB14,,1182,1312,0,2,124,214,61,480,85,120,12,187,20,0,0,1,6,0,0,2
Haarlem,Velsen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool Het Anker,0453::SB15,,1855,1407,0,0,140,272,152,351,245,91,43,83,13,2,0,11,2,0,0,2
Haarlem,Velsen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Brederode Daltonschool,0453::SB16,,1229,804,0,0,93,147,24,284,41,66,7,123,11,0,0,0,5,2,1,0
