contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij,19
Leeuwarden,Sneek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Waltakamer Stadhuis,0091::SB1,,1012,1088,0,5,94,254,122,262,125,79,21,106,11,1,1,4,5,0,1,2,0
Leeuwarden,Sneek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Doarpshûs ""It Nije Formidden""",0091::SB2,,524,464,0,1,86,105,47,106,39,30,10,29,6,1,0,3,2,0,0,0,0
Leeuwarden,Sneek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Bogerman vm conciërgewoning,0091::SB3,,1146,879,0,0,217,183,78,174,69,49,45,51,5,2,0,0,3,0,1,0,2
Leeuwarden,Sneek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Wijkgebouw ""Ut Wykje""",0091::SB4,,1183,625,0,3,64,139,105,62,170,41,8,14,13,0,0,3,3,0,0,3,0
Leeuwarden,Sneek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Eekmolen,0091::SB5,,1133,747,0,1,98,180,118,93,147,48,12,29,12,1,0,6,1,0,1,1,0
Leeuwarden,Sneek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Frittemahof,0091::SB6,,1390,1169,0,1,229,275,87,235,85,78,61,101,13,1,0,2,1,0,0,1,0
Leeuwarden,Sneek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau It Skûlplak,0091::SB7,,1889,1597,1,0,277,444,183,266,135,98,57,103,17,8,1,1,4,0,1,2,0
Leeuwarden,Sneek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dr Wumkeshûs,0091::SB8,,1186,837,1,3,129,191,134,142,119,52,20,29,13,1,1,0,4,0,0,1,1
Leeuwarden,Sneek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Parkflat (Stadsfenne),0091::SB9,,1333,1079,1,2,259,270,102,147,83,68,65,56,14,3,1,4,7,0,0,0,0
Leeuwarden,Sneek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Bonifatiushuis,0091::SB10,,2063,1491,2,7,278,425,133,263,136,89,44,102,13,0,0,3,5,0,0,0,0
Leeuwarden,Sneek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Brede School Duinterpen,0091::SB11,,1380,1038,0,0,108,228,153,246,130,69,29,58,10,0,0,4,1,0,0,2,0
Leeuwarden,Sneek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Schuttersheuvel,0091::SB12,,1472,820,0,1,74,248,163,94,110,52,20,38,13,1,0,1,3,0,2,1,0
Leeuwarden,Sneek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkgebouw De Spil,0091::SB13,,1661,1247,1,0,156,367,212,135,153,89,44,63,15,3,0,3,5,0,0,2,0
Leeuwarden,Sneek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Keats,0091::SB14,,1629,899,4,5,95,266,173,51,188,31,44,28,14,1,1,4,2,0,1,0,0
Leeuwarden,Sneek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Schoolgebouw ""De Overkant""",0091::SB15,,871,555,2,0,77,149,106,42,71,49,18,28,10,0,0,2,2,0,0,1,0
Leeuwarden,Sneek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Johannes Postschool,0091::SB16,,1846,1323,1,1,167,315,181,231,181,83,57,67,21,2,0,4,9,0,3,2,0
Leeuwarden,Sneek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Eatcounter (winkelcentrum),0091::SB17,,1952,1636,2,0,217,356,183,403,173,114,53,103,11,1,0,17,1,0,1,2,1
Leeuwarden,Sneek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wurkwinkel Noorderbrug,0091::SB18,,1484,1238,3,0,198,249,117,333,101,76,45,87,19,1,0,5,7,0,0,0,0
Leeuwarden,Sneek,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau HR de Daaldersplaats,0091::SB19,,551,488,0,0,65,116,50,116,36,39,21,35,7,1,0,2,0,0,0,0,0
