contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij,19
Leeuwarden,Achtkarspelen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau BP I, Streekmuzieksch. De Wâldsang",0059::SB1,,1676,1203,0,0,301,213,111,111,108,59,238,39,12,7,0,2,1,0,0,0,1
Leeuwarden,Achtkarspelen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau BP II, ""It Koartling""",0059::SB2,,1276,978,0,0,241,210,88,123,120,42,103,28,2,9,1,6,3,0,1,1,0
Leeuwarden,Achtkarspelen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau BP III, Zorgcentrum ""Haersmahiem""",0059::SB3,,1500,1485,0,2,379,288,147,139,110,69,269,54,12,6,0,2,5,0,1,2,2
Leeuwarden,Achtkarspelen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau SV I, Lokaal Geref. Kerk (vrijg.)",0059::SB4,,1485,1062,2,1,299,241,82,111,119,38,123,21,12,12,0,1,3,0,0,0,0
Leeuwarden,Achtkarspelen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau SV II, Zorgcentrum""'t Suyderhuys""",0059::SB5,,1761,1288,1,1,423,298,82,147,139,32,108,33,3,14,0,2,1,1,0,2,3
Leeuwarden,Achtkarspelen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau SV III, Ver. gebouw ""De Lantearne""",0059::SB6,,1401,1148,0,3,352,234,111,109,184,27,80,24,5,14,0,4,3,0,1,0,0
Leeuwarden,Achtkarspelen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau HK I, ""De Fûgelkamp""",0059::SB7,,1518,1032,1,3,232,289,77,92,211,15,60,14,15,16,0,5,4,0,2,0,0
Leeuwarden,Achtkarspelen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau HK II, SCW ""Clubhuis""",0059::SB8,,1757,1118,0,3,233,317,145,98,185,22,80,14,7,10,0,1,2,0,2,0,2
Leeuwarden,Achtkarspelen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau KT, MFC ""Tillehûs""",0059::SB9,,1915,1268,2,2,235,305,162,133,217,40,118,28,15,11,0,2,0,0,1,0,1
Leeuwarden,Achtkarspelen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau TH, Dorpshuis ""De Jister""",0059::SB10,,1418,975,1,2,193,162,123,66,264,22,91,19,9,20,1,3,1,0,0,1,0
Leeuwarden,Achtkarspelen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau DH, Ver. gebouw ""De Fakkel""",0059::SB11,,1296,1027,0,1,368,84,72,114,150,12,176,13,4,27,0,7,0,0,0,0,0
Leeuwarden,Achtkarspelen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau SZ, MFC ""De Delfeart""",0059::SB12,,991,701,0,1,272,91,60,60,87,33,69,18,4,3,0,2,0,0,0,0,2
Leeuwarden,Achtkarspelen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau AG, Seniorencomplex ""Ny Stiensgea""",0059::SB13,,965,646,0,1,171,115,72,68,93,31,52,21,10,13,0,0,0,0,0,0,0
Leeuwarden,Achtkarspelen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau BL, Dorpshuis ""De Smoutte""",0059::SB14,,909,670,0,1,87,213,98,78,115,25,17,19,8,1,1,4,2,0,0,0,2
Leeuwarden,Achtkarspelen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau GK, Dorpshuis ""Rehoboth""",0059::SB15,,846,621,0,0,219,82,67,71,77,21,59,10,8,1,0,3,3,0,0,0,0
Leeuwarden,Achtkarspelen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau TW, Dorpshuis ""De Bining""",0059::SB16,,841,645,0,3,180,115,62,57,111,23,57,12,6,16,0,5,0,0,0,1,0
