contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
's-Hertogenbosch,Heusden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis Drunen,0797::SB1,,1265,1216,0,3,297,132,156,262,182,43,12,93,17,2,0,15,2,0,2,1,0
's-Hertogenbosch,Heusden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Bolster,0797::SB2,,1181,833,1,0,169,103,123,141,194,25,5,41,11,1,0,12,5,0,1,2,0
's-Hertogenbosch,Heusden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Remise,0797::SB3,,1328,1119,3,2,171,125,156,348,173,48,5,72,4,2,0,4,9,0,1,1,0
's-Hertogenbosch,Heusden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Iris,0797::SB4,,1210,814,2,2,168,136,109,110,156,46,14,43,15,0,1,7,6,0,0,0,3
's-Hertogenbosch,Heusden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau D'n Elshof,0797::SB5,,1146,941,0,1,334,71,82,215,159,28,3,27,5,1,0,13,1,1,0,1,0
's-Hertogenbosch,Heusden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Wegwijzer,0797::SB6,,1212,818,2,3,120,130,93,218,132,36,15,49,9,0,0,11,3,0,0,1,1
's-Hertogenbosch,Heusden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum  Zandley,0797::SB7,,1368,977,1,1,212,153,150,163,178,40,7,50,5,1,0,9,4,1,0,3,1
's-Hertogenbosch,Heusden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Stulp,0797::SB8,,1208,1060,1,5,160,203,146,191,176,67,8,80,8,0,1,11,3,0,2,2,2
's-Hertogenbosch,Heusden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Het Vlot,0797::SB9,,1205,1161,1,1,128,164,183,305,175,73,10,90,14,1,0,14,1,0,0,2,1
's-Hertogenbosch,Heusden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Olof Palme,0797::SB10,,1261,798,0,0,98,112,112,226,131,46,6,48,9,0,0,4,3,0,0,3,0
's-Hertogenbosch,Heusden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Schakel,0797::SB11,,1022,618,1,2,44,96,83,85,252,23,8,13,7,2,0,4,1,0,0,0,0
's-Hertogenbosch,Heusden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Seniorensociëteit,0797::SB12,,1292,1018,0,2,186,140,80,250,158,43,18,88,25,16,0,7,6,0,0,1,0
's-Hertogenbosch,Heusden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Herpt,0797::SB13,,758,635,0,0,140,66,51,169,109,25,1,54,9,0,0,6,1,0,0,4,0
's-Hertogenbosch,Heusden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Kubus,0797::SB14,,1040,708,0,2,81,134,66,130,193,21,17,35,14,3,1,9,3,0,0,0,1
's-Hertogenbosch,Heusden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis Vlijmen,0797::SB15,,1094,1064,3,0,218,131,117,263,184,49,15,64,11,0,0,8,1,0,0,2,1
's-Hertogenbosch,Heusden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Sint Janshof,0797::SB16,,1218,899,1,0,176,140,124,203,159,28,2,52,6,0,0,6,2,0,0,0,1
's-Hertogenbosch,Heusden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Bibliotheek Vlijmen,0797::SB17,,1190,901,0,0,136,110,100,222,180,36,5,80,13,1,1,9,3,0,0,2,3
's-Hertogenbosch,Heusden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Wilgen,0797::SB18,,1316,1217,2,3,144,177,186,294,201,75,21,91,14,2,0,7,2,0,0,1,2
's-Hertogenbosch,Heusden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Bussel,0797::SB19,,1277,1058,0,2,178,118,120,285,180,51,6,93,12,0,0,11,2,0,0,2,0
's-Hertogenbosch,Heusden,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Het Patronaat,0797::SB20,,1379,1238,0,0,246,132,179,324,227,39,3,60,9,2,0,12,4,0,0,1,0
