contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
Tilburg,Breda,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Stadhuis,0758::SB1,,1802,1451,2,1,102,251,131,416,114,162,8,221,30,0,0,1,7,1,1,3,3
Tilburg,Breda,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Buurthuis Spoorhuis,0758::SB2,,1802,905,8,1,50,151,92,260,77,118,2,129,12,0,0,3,6,0,0,1,4
Tilburg,Breda,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Cingel College,0758::SB3,,2456,1631,1,3,111,299,183,476,160,132,14,202,28,0,0,7,12,1,0,4,2
Tilburg,Breda,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorg en Behandelcentrum Elisabeth,0758::SB4,,1586,753,2,0,63,158,77,168,127,68,8,66,11,1,0,2,3,0,0,1,0
Tilburg,Breda,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Singel,0758::SB5,,1956,1284,4,2,75,227,165,333,172,131,8,147,11,0,0,5,4,0,1,3,2
Tilburg,Breda,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Stadskantoor,0758::SB6,,1756,2006,1,2,162,412,185,561,199,187,9,231,27,1,0,10,17,0,1,2,2
Tilburg,Breda,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau NHTV,0758::SB10,,1451,791,2,0,49,186,111,147,95,73,4,93,9,1,0,9,7,0,1,6,0
Tilburg,Breda,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Spoorzoeker,0758::SB11,,2211,1552,0,0,96,362,158,270,236,188,10,184,20,2,0,17,4,0,0,2,3
Tilburg,Breda,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Liniedoorn,0758::SB12,,1692,1133,4,6,67,305,144,162,239,92,12,77,19,2,0,6,3,1,0,1,3
Tilburg,Breda,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau 't Rietveldhuis,0758::SB13,,906,534,0,2,40,172,79,54,121,26,7,17,7,1,0,4,3,0,0,1,2
Tilburg,Breda,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau BS De Fontein,0758::SB14,,1547,900,0,6,92,298,102,77,199,54,11,46,11,4,0,4,0,1,1,0,0
