contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij,19
Leeuwarden,Ooststellingwerf,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau ""Rikkingahof"" Oosterwolde",0085::SB1,,1274,990,2,1,171,308,130,153,76,58,28,55,6,2,0,1,1,0,0,0,1
Leeuwarden,Ooststellingwerf,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Bibliotheek Oosterwolde,0085::SB2,,1316,818,2,0,61,258,104,124,103,70,19,53,12,5,0,6,2,0,0,1,0
Leeuwarden,Ooststellingwerf,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Makkinga,0085::SB3,,807,612,0,0,52,181,80,140,63,39,6,30,13,1,0,2,4,0,0,1,0
Leeuwarden,Ooststellingwerf,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kantine dorpsbelang Nijeberkoop,0085::SB4,,206,165,1,0,35,25,16,42,20,11,2,5,1,2,1,4,1,0,0,0,0
Leeuwarden,Ooststellingwerf,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau ""'t Kamphuis"" Oldeberkoop",0085::SB5,,1168,912,2,3,97,269,73,202,87,65,30,49,20,9,0,3,6,0,0,1,1
Leeuwarden,Ooststellingwerf,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Zaal ""'t Anker"" Elsloo",0085::SB6,,514,403,0,0,62,86,34,121,36,27,3,17,9,0,0,4,3,0,0,1,0
Leeuwarden,Ooststellingwerf,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Langedijke,0085::SB7,,318,266,0,0,26,51,30,77,36,18,8,12,3,0,0,2,3,0,0,0,0
Leeuwarden,Ooststellingwerf,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Bibliotheek Appelscha,0085::SB8,,1320,1053,0,2,137,263,138,192,152,75,15,54,17,0,0,4,5,0,1,0,0
Leeuwarden,Ooststellingwerf,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau ""De Aanloop"" Appelscha",0085::SB9,,1076,964,1,0,141,258,100,165,170,45,16,35,13,4,1,10,5,0,0,1,0
Leeuwarden,Ooststellingwerf,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Fochteloo,0085::SB10,,319,273,0,2,45,57,31,50,24,25,7,19,6,5,0,1,3,0,0,0,0
