contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij,19
Arnhem,Bronckhorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis / Hengelo Gld,1876::SB1,,1490,1277,0,0,323,231,110,307,137,58,12,73,14,2,0,2,6,0,1,0,1,0
Arnhem,Bronckhorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Sporthal De Kamp / Hengelo Gld,1876::SB2,,1501,1126,0,1,280,190,95,258,169,39,15,62,5,1,0,8,3,0,0,1,0,0
Arnhem,Bronckhorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Ons Huis / Hengelo Gld,1876::SB3,,1409,1140,1,2,285,208,117,247,162,43,14,47,5,0,0,7,3,0,0,2,0,0
Arnhem,Bronckhorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis De Horst / Keijenborg,1876::SB4,,1525,1154,3,0,420,149,107,196,142,48,15,46,7,2,0,9,9,0,0,1,3,0
Arnhem,Bronckhorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School Varssel / Hengelo Gld,1876::SB5,,637,482,0,0,174,63,31,108,53,12,6,24,3,1,1,3,1,0,0,2,0,0
Arnhem,Bronckhorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Cult. centrum De Brink / Zelhem,1876::SB6,,1529,1189,0,1,182,224,94,328,160,33,33,73,8,48,0,4,0,0,0,2,0,0
Arnhem,Bronckhorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau N.P.B.-gebouw / Zelhem,1876::SB7,,1372,1065,4,1,205,206,94,227,153,46,32,57,13,22,0,8,0,0,0,0,0,2
Arnhem,Bronckhorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau D'n Draejer / Zelhem,1876::SB8,,918,688,0,0,231,108,53,112,83,23,17,32,8,15,0,3,2,1,0,0,0,0
Arnhem,Bronckhorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School Wolfersveen / Zelhem,1876::SB9,,641,426,1,0,90,69,37,101,57,18,16,19,5,7,0,5,2,0,0,0,0,0
Arnhem,Bronckhorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Heideschool / Halle,1876::SB10,,474,342,0,0,81,49,42,62,55,21,6,9,8,2,0,6,1,0,0,0,0,0
Arnhem,Bronckhorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Café Nijhof / Halle,1876::SB11,,1129,849,0,0,228,118,79,202,130,34,13,27,6,3,0,8,1,0,0,0,0,0
Arnhem,Bronckhorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De  Zonnekamp / Zelhem,1876::SB12,,1407,974,0,3,187,243,112,173,146,30,19,30,14,9,0,4,3,0,0,4,0,0
Arnhem,Bronckhorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Schildersoordschool / Zelhem,1876::SB13,,1401,1052,1,0,173,294,107,210,109,40,34,60,11,7,0,4,1,1,0,1,0,0
Arnhem,Bronckhorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpscentrum / Vorden,1876::SB14,,1598,1589,1,2,283,355,149,372,135,120,37,110,14,4,0,3,4,0,0,1,2,0
Arnhem,Bronckhorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Wehme / Vorden,1876::SB15,,1438,978,0,2,227,192,70,223,92,60,20,71,10,0,0,8,4,0,1,0,0,0
Arnhem,Bronckhorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Vordering / Vorden,1876::SB16,,1516,1349,1,0,257,279,133,309,133,80,23,106,11,2,0,7,6,0,1,1,1,0
Arnhem,Bronckhorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Kraanvogel / Vorden,1876::SB17,,1021,744,0,0,199,96,34,209,73,49,15,42,13,0,0,8,5,0,0,1,0,0
Arnhem,Bronckhorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Garve / Wichmond,1876::SB18,,1078,768,0,0,227,102,49,212,59,50,12,39,9,2,0,2,5,0,0,0,0,0
Arnhem,Bronckhorst,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Sporthal / Steenderen,1876::SB19,,996,868,0,2,176,211,78,201,77,48,6,47,15,1,0,2,4,0,0,1,1,0
