contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij,19
Den Helder,Koggenland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis De Goorn,1598::SB1,,1427,1338,0,0,342,146,84,399,208,56,4,63,12,1,0,14,5,1,0,2,1,0
Den Helder,Koggenland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Oeverland Spierdijk,1598::SB2,,1245,995,0,1,261,79,68,292,159,47,7,49,12,2,0,15,0,0,1,0,3,0
Den Helder,Koggenland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Café De Ridder,1598::SB3,,1616,1281,1,0,166,233,111,366,175,95,9,82,22,0,0,18,2,0,0,1,1,0
Den Helder,Koggenland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Café De Rode Leeuw, Ursem",1598::SB4,,1154,803,1,1,184,90,69,190,139,54,5,51,7,0,0,5,7,0,0,2,0,0
Den Helder,Koggenland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Dorpshuis, Zuidermeer",1598::SB5,,451,380,1,0,78,43,15,133,59,31,3,10,5,0,0,0,2,0,0,1,0,0
Den Helder,Koggenland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau obs De Ieveling Avenhorn,1598::SB6,,1833,1339,1,3,224,178,107,390,228,91,5,82,15,0,0,13,3,0,0,1,2,0
Den Helder,Koggenland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Meerzicht Scharwoude,1598::SB7,,602,468,0,0,52,85,46,117,69,34,4,35,11,3,0,8,1,1,0,0,2,0
Den Helder,Koggenland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau NH.Kerk Oudendijk,1598::SB8,,342,278,0,0,15,54,20,89,45,24,0,16,4,0,0,6,2,0,2,0,1,0
Den Helder,Koggenland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Raadhuis,1598::SB9,,1249,882,0,0,231,85,81,257,98,42,5,51,13,1,0,14,3,0,0,1,0,0
Den Helder,Koggenland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Braken Kerkje,1598::SB11,,1695,1046,2,0,173,126,78,346,147,64,9,67,12,3,0,15,4,0,0,2,0,0
Den Helder,Koggenland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau obs De Kelderswerf,1598::SB12,,1242,1089,0,0,136,177,137,271,160,70,3,76,29,0,1,16,7,0,0,6,0,0
Den Helder,Koggenland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Dorpshuis ""de Oude School""",1598::SB13,,1339,955,2,2,228,107,76,273,132,42,7,58,10,3,0,8,7,0,0,0,4,0
Den Helder,Koggenland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Hervormde Kerk Ursem,1598::SB16,,1010,884,0,5,188,131,86,237,114,43,6,62,9,0,0,6,1,1,0,0,0,0
Den Helder,Koggenland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis De Brink,1598::SB18,,1243,1303,0,2,347,154,92,376,153,76,8,62,19,0,0,11,3,1,0,1,0,0
Den Helder,Koggenland,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Mobile stembureau,1598::SB19,,0,152,0,2,83,37,10,12,3,0,3,4,0,0,0,0,0,0,0,0,0,0
