contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij,19
Arnhem,Zevenaar,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Diafaan, locatie Pelgromhof",0299::SB1,,1400,1171,0,1,339,238,106,184,149,55,9,68,10,2,0,4,2,0,0,4,0,1
Arnhem,Zevenaar,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau NME-gebouw,0299::SB2,,1286,838,0,1,155,167,101,154,129,46,5,64,7,2,0,4,2,0,0,1,1,0
Arnhem,Zevenaar,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool De Tamboerijn,0299::SB3,,1363,958,0,0,136,206,135,175,125,77,18,65,12,1,0,5,2,0,0,1,0,0
Arnhem,Zevenaar,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Rode Kruis gebouw,0299::SB4,,1496,1124,1,3,113,263,195,186,190,60,10,59,32,1,2,10,2,1,0,0,0,0
Arnhem,Zevenaar,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool De Carrousel,0299::SB5,,1302,926,2,2,112,220,168,107,173,64,7,49,9,0,1,9,4,0,0,1,2,0
Arnhem,Zevenaar,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kantine AV De Liemers,0299::SB6,,1596,1143,0,0,151,247,136,247,131,93,9,105,17,2,0,2,1,1,0,1,0,0
Arnhem,Zevenaar,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Woon- Zorgcentrum Subenhara,0299::SB7,,1367,948,0,1,157,189,130,227,113,41,10,68,3,1,0,7,1,0,0,0,1,0
Arnhem,Zevenaar,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Streekziekenhuis Zevenaar,0299::SB8,,1442,1140,0,3,183,233,161,205,148,75,17,95,15,0,0,5,0,0,0,0,2,1
Arnhem,Zevenaar,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool Lindenhage,0299::SB9,,1453,1074,0,1,160,251,120,241,123,64,5,90,14,0,0,2,0,1,0,2,1,0
Arnhem,Zevenaar,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dienstencentrum De Hooge Bongert,0299::SB10,,1410,1242,0,6,209,286,163,183,206,75,14,77,16,0,0,8,3,0,0,1,0,1
Arnhem,Zevenaar,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Schuttersgebouw Sint Andreas,0299::SB11,,1246,973,0,1,176,179,113,173,204,46,7,45,12,1,0,4,7,2,1,2,1,0
Arnhem,Zevenaar,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Stichting Maatschappelijk Belang Zevenaar,0299::SB12,,1261,798,0,2,151,177,108,130,144,36,5,27,10,2,1,3,3,0,0,0,1,0
Arnhem,Zevenaar,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool De Fonkelsteen,0299::SB13,,1401,1172,1,0,179,276,138,204,197,56,14,87,6,1,0,7,4,1,0,2,0,0
Arnhem,Zevenaar,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool Sint Martinus,0299::SB14,,1440,1090,0,2,353,120,99,247,134,52,7,55,16,0,0,4,3,0,0,0,0,0
Arnhem,Zevenaar,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Sint Jan (v/h Hugen),0299::SB15,,1453,1045,0,0,272,165,109,185,200,54,1,41,10,1,0,1,3,0,0,2,1,0
Arnhem,Zevenaar,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Centrum De Meent,0299::SB16,,1047,886,0,1,221,151,79,176,117,57,13,53,10,0,0,2,6,0,0,1,0,0
Arnhem,Zevenaar,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Het Gebouw,0299::SB17,,1080,794,0,3,90,101,65,288,135,38,8,40,14,1,0,10,3,0,0,0,1,0
Arnhem,Zevenaar,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Hof van Giesbeek,0299::SB18,,1185,986,0,1,184,201,120,231,129,51,5,52,7,0,0,4,0,0,0,0,2,0
Arnhem,Zevenaar,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Clubgebouw GSV'38,0299::SB19,,968,748,0,0,117,154,90,133,147,33,4,49,7,2,0,8,2,0,1,1,0,0
