contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij
Haarlem,Wijdemeren,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Brugchelen,1696::SB1,,1665,1036,0,0,120,146,51,325,142,89,16,109,17,6,0,8,5,1,0,1
Haarlem,Wijdemeren,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Dobber,1696::SB2,,1445,1907,0,1,245,321,161,561,252,115,44,155,23,10,0,9,9,0,0,2
Haarlem,Wijdemeren,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Oudergaard,1696::SB4,,1618,919,0,1,183,152,79,206,105,70,20,80,11,4,0,7,1,0,0,1
Haarlem,Wijdemeren,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wapen van Ankeveen,1696::SB5,,1440,1083,0,0,188,123,60,371,136,77,9,84,19,5,0,7,1,0,0,3
Haarlem,Wijdemeren,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dirk's Sportcafé,1696::SB6,,1633,1353,0,1,207,185,96,436,160,84,27,124,12,7,0,6,8,0,0,1
Haarlem,Wijdemeren,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis Wijdemeren,1696::SB7,,1910,1532,1,1,201,181,102,528,215,76,33,144,23,15,2,8,1,0,1,2
Haarlem,Wijdemeren,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Emtinckhof,1696::SB8,,1716,1750,1,2,313,269,110,530,213,78,54,139,19,6,0,10,6,0,1,2
Haarlem,Wijdemeren,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Oude Pastorie,1696::SB10,,1804,1297,0,1,136,129,51,618,185,39,25,78,9,12,0,8,6,0,1,0
Haarlem,Wijdemeren,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Catamaran,1696::SB11,,1502,1059,1,0,109,89,57,502,162,49,9,53,17,6,0,4,2,0,0,0
Haarlem,Wijdemeren,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Kuijer,1696::SB13,,1591,1374,1,2,271,219,85,402,144,80,25,116,12,2,0,8,8,0,0,2
Haarlem,Wijdemeren,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Herberg,1696::SB14,,1693,1373,2,1,173,235,97,416,209,82,15,102,23,4,0,14,2,0,1,0
