contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij,19
Arnhem,Doetinchem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Stadhuis,0222::SB1,,1161,1033,0,2,157,216,97,269,117,64,14,66,13,6,2,4,3,3,0,1,1,0
Arnhem,Doetinchem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Montessorischool De Pas,0222::SB2,,1101,926,0,0,125,208,75,231,79,91,7,88,2,6,2,4,8,0,0,0,0,0
Arnhem,Doetinchem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Ontmoetingscentrum De Daele,0222::SB3,,1734,1307,1,2,195,325,163,203,158,91,55,87,20,6,0,2,2,0,0,0,0,0
Arnhem,Doetinchem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Trefcentrum Het Trommelslag,0222::SB4,,1785,1107,0,0,133,282,150,130,191,86,41,47,14,20,1,5,4,2,0,0,0,1
Arnhem,Doetinchem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau OBS Overstegen,0222::SB5,,1363,949,0,4,84,288,141,81,193,66,18,49,14,2,1,2,7,0,1,0,1,1
Arnhem,Doetinchem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Clubhuis speeltuinvereniging Schoneveld,0222::SB6,,1426,1068,0,2,100,274,138,152,193,78,41,63,12,4,0,11,0,1,0,0,1,0
Arnhem,Doetinchem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Schavenweide,0222::SB7,,1226,815,0,0,122,210,84,158,98,55,19,49,9,5,0,4,2,0,0,0,0,0
Arnhem,Doetinchem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Sport- en cultureel centrum Oosseld,0222::SB8,,1169,924,1,0,132,217,93,211,121,54,18,56,14,2,0,2,1,0,0,1,2,0
Arnhem,Doetinchem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zaal Masselink,0222::SB9,,1128,783,0,2,86,161,86,170,186,32,17,32,6,0,0,2,1,0,0,4,0,0
Arnhem,Doetinchem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool te IJzevoorde,0222::SB10,,563,449,0,0,123,49,20,124,50,15,22,25,9,10,0,1,1,0,0,0,0,0
Arnhem,Doetinchem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verzorgingshuis Het Weerdje,0222::SB11,,905,777,4,1,129,178,79,187,66,45,11,63,5,3,0,4,6,0,0,0,1,0
Arnhem,Doetinchem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Buurthuis Fort Garryhorse,0222::SB12,,689,483,1,0,57,128,75,58,86,31,6,27,4,5,0,4,2,0,0,0,0,0
