contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij,19
Leeuwarden,Heerenveen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis,0074::SB1,,1292,1328,3,2,136,442,148,220,142,97,40,73,17,1,0,5,3,0,2,2,0
Leeuwarden,Heerenveen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Mariënbosch,0074::SB2,,1295,725,0,1,103,206,79,128,70,53,26,42,8,2,0,1,4,0,2,1,0
Leeuwarden,Heerenveen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau obs van Maasdijkschool,0074::SB3,,1333,1096,2,1,105,329,115,222,122,83,26,74,11,1,0,6,1,1,0,0,0
Leeuwarden,Heerenveen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gymnastieklokaal van Kleffensschool,0074::SB4,,1269,903,2,1,90,269,94,165,97,58,41,49,14,5,0,11,6,0,1,2,1
Leeuwarden,Heerenveen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gymnastieklokaal van Kleffensschool,0074::SB5,,1283,1009,1,0,106,300,117,184,101,82,41,56,11,2,0,4,2,0,2,1,0
Leeuwarden,Heerenveen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Serviceflat Heerenhage,0074::SB6,,1209,977,0,3,107,283,121,191,78,76,27,66,9,7,0,4,5,0,0,3,0
Leeuwarden,Heerenveen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum de As,0074::SB7,,1273,991,0,4,78,285,168,153,122,78,40,43,11,3,0,5,3,0,1,1,0
Leeuwarden,Heerenveen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau obs de Ynlaet,0074::SB8,,1241,908,0,0,101,287,114,102,99,69,44,61,19,1,0,4,3,0,3,1,0
Leeuwarden,Heerenveen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Coornhertstate,0074::SB9,,2099,1508,1,4,183,555,174,189,125,96,71,79,10,11,1,9,0,1,0,2,2
Leeuwarden,Heerenveen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Brandweerkazerne,0074::SB11,,733,632,0,1,86,131,25,239,35,29,13,66,5,0,0,2,1,0,0,0,0
