contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij,19
Leeuwarden,Franekeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Raadskelder Stadhuis,0070::SB1,,1787,1380,2,1,269,328,153,241,122,90,61,88,14,7,0,2,4,0,1,0,0
Leeuwarden,Franekeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Saxenoord,0070::SB2,,1118,808,0,3,187,244,105,79,90,35,33,20,5,1,0,2,6,0,1,0,0
Leeuwarden,Franekeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis (stembureau 3),0070::SB3,,1795,1424,2,2,241,402,201,218,159,76,45,47,19,4,1,7,4,0,0,0,0
Leeuwarden,Franekeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis (stembureau 4),0070::SB4,,1610,1147,1,0,164,325,127,202,130,85,42,45,7,4,0,5,8,0,1,2,0
Leeuwarden,Franekeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School De Optimist,0070::SB5,,1014,711,0,0,71,189,112,102,105,47,30,34,11,0,0,1,5,0,1,1,2
Leeuwarden,Franekeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School Fûgelflecht,0070::SB7,,1657,1284,0,0,265,338,130,215,108,69,77,57,8,8,0,6,0,0,2,1,0
Leeuwarden,Franekeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau School Toermalijn,0070::SB9,,1577,1258,0,2,164,329,140,233,140,84,70,78,9,3,0,4,1,0,2,1,0
Leeuwarden,Franekeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis De Rede,0070::SB11,,369,267,0,0,21,71,46,62,26,19,2,9,6,0,0,5,0,0,0,0,0
Leeuwarden,Franekeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Us Doarpshûs,0070::SB12,,297,227,1,0,38,55,21,39,50,8,2,5,6,1,0,1,1,0,0,0,0
Leeuwarden,Franekeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis De Singel,0070::SB13,,645,466,0,0,117,79,77,66,43,39,11,22,4,1,0,4,3,0,0,0,0
Leeuwarden,Franekeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Martenahiem,0070::SB14,,885,688,0,1,234,90,60,113,79,27,49,23,5,3,0,1,4,0,0,0,0
Leeuwarden,Franekeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis It Waed,0070::SB15,,1437,1025,0,0,330,187,105,140,116,52,51,23,10,4,0,3,3,0,0,1,0
Leeuwarden,Franekeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Nij Bethanië,0070::SB16,,1190,852,0,0,190,193,115,127,124,33,25,28,7,1,0,3,4,0,0,2,0
Leeuwarden,Franekeradeel,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis It Mienskar,0070::SB17,,447,313,0,1,109,36,39,40,45,15,17,5,1,4,0,2,0,0,0,0,0
