contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij,19
Leeuwarden,Nijefurd,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeenschapscentrum de Klameare,0104::SB1,,1862,1544,2,2,361,319,147,269,154,119,47,94,17,4,0,9,3,0,0,1,0
Leeuwarden,Nijefurd,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Woonzorgcentrum Nij Mariënacker,0104::SB2,,1524,1182,0,1,291,246,121,195,117,85,47,54,12,2,0,6,2,0,1,2,1
Leeuwarden,Nijefurd,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis It Swaeigat,0104::SB3,,257,230,0,1,95,31,17,38,16,8,13,8,1,1,0,1,0,0,1,0,0
Leeuwarden,Nijefurd,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeenschapscentrum de Foeke,0104::SB4,,597,511,0,1,80,135,28,101,98,28,7,27,5,0,0,2,0,0,0,0,0
Leeuwarden,Nijefurd,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Doarps-Kultuerhûs De Spylder,0104::SB5,,610,508,0,0,127,89,73,59,48,50,13,28,14,0,0,2,5,0,0,0,0
Leeuwarden,Nijefurd,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verzorgingstehuis de Finke,0104::SB6,,1198,954,0,0,299,149,83,161,98,61,45,35,10,5,0,3,3,0,1,0,1
Leeuwarden,Nijefurd,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Doarpskeamer,0104::SB7,,272,237,0,0,60,48,30,31,30,14,10,9,2,0,0,0,3,0,0,0,0
Leeuwarden,Nijefurd,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Multifunctioneel Centrum De Kaap,0104::SB8,,745,616,1,1,128,124,77,102,76,36,31,32,2,1,0,0,6,0,0,1,0
Leeuwarden,Nijefurd,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis 'de Begine',0104::SB9,,424,339,1,0,79,55,37,62,25,28,19,24,4,0,0,2,1,0,0,3,0
Leeuwarden,Nijefurd,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis De Klink,0104::SB10,,959,792,0,2,183,160,93,89,128,56,34,24,7,3,0,7,6,0,1,1,0
