contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij
Leiden,Hillegom,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Hotel Flora,0534::SB1,,1602,1603,0,4,234,231,126,462,253,105,16,110,28,13,2,13,3,0,0,4,3
Leiden,Hillegom,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Het Jeugdhuis,0534::SB2,,1457,1002,0,1,168,127,55,290,157,80,13,63,23,10,0,12,2,0,0,1,1
Leiden,Hillegom,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Marijkeschool,0534::SB3,,1404,1000,1,2,158,175,86,204,197,71,17,71,12,3,0,4,1,0,1,0,0
Leiden,Hillegom,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Hoeksteen,0534::SB4,,1337,1185,0,0,184,123,62,373,197,80,20,99,17,9,1,8,6,0,0,2,4
Leiden,Hillegom,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Parkwijk,0534::SB5,,1382,1011,1,1,151,162,58,279,190,56,8,73,17,3,0,8,1,1,0,1,3
Leiden,Hillegom,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Zorgcentrum Bloemswaard,0534::SB6,,1533,1162,0,3,225,177,99,249,218,78,15,57,22,7,0,7,4,0,0,2,2
Leiden,Hillegom,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool De Leerwinkel,0534::SB7,,828,736,0,2,90,134,58,187,133,34,17,53,21,5,0,1,3,0,0,0,0
Leiden,Hillegom,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool De Giraf,0534::SB8,,1231,1297,0,1,153,197,134,389,227,57,11,91,21,3,0,8,3,0,0,2,1
Leiden,Hillegom,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Rembrandtschool,0534::SB9,,1523,1252,0,1,180,204,101,308,203,86,24,94,30,7,0,6,3,0,3,3,0
Leiden,Hillegom,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool De Giraf,0534::SB10,,1252,758,0,0,68,118,81,205,134,60,5,57,12,5,0,10,2,0,0,1,0
Leiden,Hillegom,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Ver.lokaal Patrimonium,0534::SB11,,1032,555,0,0,93,56,37,178,109,27,7,35,9,0,0,3,0,0,0,1,0
Leiden,Hillegom,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Skicentrum Hillegom,0534::SB12,,1053,895,0,0,93,110,78,352,133,35,8,59,10,1,0,13,1,0,0,1,1
