contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij,19
Groningen,Delfzijl,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis,0010::SB1,,1554,1355,4,4,172,396,130,256,213,48,69,45,13,2,1,6,1,0,0,3,0
Groningen,Delfzijl,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Burg. van Julsinghatehuis,0010::SB2,,1605,1092,2,0,155,345,114,125,188,46,54,38,13,4,0,5,2,0,0,0,3
Groningen,Delfzijl,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gebouw Wijkver. West II,0010::SB3,,1214,865,0,2,78,219,76,183,119,34,83,59,8,2,0,1,1,0,2,0,0
Groningen,Delfzijl,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkgebouw Kuilsburg,0010::SB4,,764,482,2,0,73,163,51,49,63,13,32,30,4,3,0,0,1,0,0,0,0
Groningen,Delfzijl,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Aeolus,0010::SB5,,1508,950,3,2,76,259,138,128,227,27,46,26,13,2,0,6,1,0,0,1,0
Groningen,Delfzijl,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kerk Meedhuizen,0010::SB6,,487,384,0,1,34,90,43,84,65,23,18,14,12,0,0,1,0,0,0,0,0
Groningen,Delfzijl,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Woonzorgcentrum BetingeStaete,0010::SB7,,781,549,3,0,96,176,59,66,56,22,42,19,8,0,0,3,2,0,0,0,0
Groningen,Delfzijl,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Multifunctioneel Centrum Brakzand,0010::SB8,,1620,956,2,2,99,315,126,78,175,45,46,45,13,4,0,6,2,0,0,2,0
Groningen,Delfzijl,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau o.b.s. De Viking,0010::SB9,,1809,1074,1,0,94,359,164,85,196,53,63,34,16,3,0,5,0,0,0,2,0
Groningen,Delfzijl,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Brede School Tuikwerd,0010::SB10,,2152,1253,0,2,96,362,196,174,184,60,99,52,15,3,0,6,2,0,1,2,1
Groningen,Delfzijl,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau o.b.s. Het Zigt,0010::SB11,,1294,1026,3,1,108,316,110,185,124,36,73,55,7,6,0,5,0,0,0,1,0
Groningen,Delfzijl,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Hof van Woldendorp,0010::SB12,,831,587,2,0,42,186,91,66,143,19,10,16,6,3,0,2,1,1,0,0,1
Groningen,Delfzijl,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau o.b.s. De Munte,0010::SB13,,758,504,1,1,19,155,94,75,96,22,11,11,7,6,0,5,2,0,0,1,0
Groningen,Delfzijl,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Ons Centrum,0010::SB14,,1506,1074,1,0,177,271,151,135,137,60,70,28,23,4,2,7,1,0,3,2,3
Groningen,Delfzijl,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Woonzorgcentrum Luingaborg,0010::SB15,,577,434,1,0,102,71,68,52,50,27,34,15,8,0,0,4,1,0,1,0,1
Groningen,Delfzijl,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Verenigingsgebouw Elim,0010::SB16,,1081,863,0,0,209,173,105,107,117,41,65,21,15,1,0,4,3,1,0,1,0
Groningen,Delfzijl,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis De Heekt,0010::SB17,,980,721,0,1,97,163,99,129,88,49,31,42,14,2,0,5,2,0,0,0,0
Groningen,Delfzijl,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dorpshuis Vinkenhorst,0010::SB18,,413,296,1,1,47,53,40,41,61,17,18,6,6,0,0,4,3,0,0,0,0
