contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij,19
Leeuwarden,Skarsterlân,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis,0051::SB1,,1714,1379,1,3,240,291,136,310,165,84,40,76,12,3,0,9,7,0,2,4,0
Leeuwarden,Skarsterlân,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Lyts Luchtenveldschool, Joure",0051::SB2,,1534,1037,1,1,235,275,127,153,99,52,27,42,9,3,0,15,0,0,0,0,0
Leeuwarden,Skarsterlân,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Vegelinshof, Joure",0051::SB3,,1418,1033,1,0,248,277,101,165,83,63,31,50,7,0,0,2,4,0,0,0,2
Leeuwarden,Skarsterlân,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau De Stuit, Joure",0051::SB4,,1134,806,0,0,155,190,76,172,72,52,19,50,5,4,0,4,6,1,0,0,0
Leeuwarden,Skarsterlân,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau De Oerdracht, Joure",0051::SB5,,1641,1377,0,0,329,377,127,182,158,70,54,65,3,1,0,5,6,0,0,0,0
Leeuwarden,Skarsterlân,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Dr E A Borgerschool, Joure",0051::SB6,,1584,1215,0,0,226,355,186,128,126,72,42,55,12,5,0,2,4,0,0,2,0
Leeuwarden,Skarsterlân,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau De Stuit, Joure",0051::SB7,,1173,1109,0,0,226,282,97,200,117,64,47,55,6,5,0,1,3,0,4,2,0
Leeuwarden,Skarsterlân,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau It Deelshûs, Haskerdijken",0051::SB8,,414,333,0,0,33,101,37,56,50,24,10,17,0,0,0,2,3,0,0,0,0
Leeuwarden,Skarsterlân,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Doarpshûs, Rottum",0051::SB9,,819,628,0,2,99,159,81,109,74,49,19,21,8,1,0,2,3,1,1,1,0
Leeuwarden,Skarsterlân,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,"Stembureau Yn 'e Doarpsfinne, Rotsterhaule",0051::SB10,,1313,957,1,0,190,200,113,185,139,35,49,29,5,2,0,6,2,0,1,1,0
