contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Partij één,17,Piratenpartij
Haarlem,Huizen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Gemeentehuis,0406::SB1,,1268,1698,1,2,269,252,104,427,231,113,99,115,28,42,1,4,10,1,0,2
Haarlem,Huizen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Beatrixschool,0406::SB2,,1622,1331,1,3,239,197,66,300,184,81,82,91,25,56,0,2,7,0,0,1
Haarlem,Huizen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Plankenierstheater,0406::SB3,,789,721,0,0,44,28,3,494,34,17,5,85,8,1,0,0,0,0,2,0
Haarlem,Huizen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Voor Anker,0406::SB4,,1546,1409,0,0,405,112,30,412,79,46,137,88,12,82,0,2,4,0,0,0
Haarlem,Huizen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Wijngaard,0406::SB5,,1573,1157,3,3,157,177,88,271,184,74,67,75,25,27,0,8,3,0,0,1
Haarlem,Huizen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Dienstencentrum,0406::SB6,,1679,1293,2,4,230,135,59,375,142,79,84,83,21,72,0,6,3,0,2,2
Haarlem,Huizen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Van der Brugghenschool,0406::SB7,,1181,883,1,0,211,59,50,260,99,42,76,54,4,26,0,0,1,0,0,1
Haarlem,Huizen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Meentamorfose,0406::SB8,,1298,950,3,5,115,216,101,150,148,62,53,65,15,16,1,3,3,0,1,1
Haarlem,Huizen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Bolder,0406::SB9,,1786,1248,0,2,272,210,72,235,179,62,89,75,8,30,0,11,2,1,1,1
Haarlem,Huizen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum Holleblok,0406::SB10,,1353,1907,0,3,174,366,186,435,278,151,56,188,38,17,0,8,7,1,0,2
Haarlem,Huizen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Parel,0406::SB11,,1166,347,0,0,46,49,38,90,38,22,31,22,5,1,0,3,1,0,0,1
Haarlem,Huizen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Schoolgebouw Amer,0406::SB12,,1315,754,0,2,87,146,85,161,111,58,23,59,11,6,0,2,5,0,0,0
Haarlem,Huizen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Meentkerk (rechts),0406::SB13,,1355,1031,0,4,115,185,101,235,160,85,40,70,13,16,2,2,3,1,2,1
Haarlem,Huizen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Rustmaat,0406::SB14,,1868,1383,0,2,178,270,131,310,192,107,54,107,17,7,1,2,3,1,1,2
Haarlem,Huizen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau De Gouden Kraal,0406::SB15,,1733,1290,1,0,118,251,100,312,177,109,75,109,20,5,0,6,5,0,2,1
Haarlem,Huizen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum,0406::SB16,,1055,677,2,5,48,178,69,125,117,47,25,47,7,0,0,1,9,0,1,3
Haarlem,Huizen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Goede Herderkerk,0406::SB17,,1117,1040,1,0,157,76,17,509,65,30,29,128,14,12,0,1,2,0,0,0
Haarlem,Huizen,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool De Ark,0406::SB18,,1850,1128,0,1,154,194,95,239,156,73,94,80,11,14,0,9,5,1,3,0
