contest_name,managing_authority,election_id,election_name,election_domain_id,election_domain_name,election_date,station_name,station_id,postcode,cast,total_counted,rejected_blanco,rejected_ongeldig,Christen Democratisch Appèl (CDA),Partij van de Arbeid (P.v.d.A.),SP (Socialistische Partij),VVD,PVV (Partij voor de Vrijheid),GROENLINKS,ChristenUnie,Democraten 66 (D66),Partij voor de Dieren,Staatkundig Gereformeerde Partij (SGP),Nieuw Nederland,TROTS OP NEDERLAND LIJST RITA VERDONK,Partij voor Mens en Spirit (MenS),Heel NL,Partij één,17,Piratenpartij,19
Arnhem,Arnhem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Stadhuis,0202::SB1,,1683,2137,5,6,123,487,254,422,174,315,20,268,53,2,0,2,8,0,3,4,2,0
Arnhem,Arnhem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum de Rijnkant,0202::SB2,,1293,864,0,2,47,206,104,171,99,101,11,92,21,2,1,3,1,0,0,1,4,0
Arnhem,Arnhem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Introdans (hoofdgebouw),0202::SB3,,1047,837,2,1,41,186,123,157,61,120,16,107,16,0,0,3,4,0,2,1,0,0
Arnhem,Arnhem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Club-en buurthuis 't Huukske,0202::SB4,,1190,971,0,0,65,229,120,150,96,161,14,100,29,0,0,0,7,0,0,0,0,0
Arnhem,Arnhem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Woonzorgcentrum Huis en Haard,0202::SB5,,899,653,1,1,59,175,38,132,32,97,9,89,15,2,0,1,2,0,0,1,1,0
Arnhem,Arnhem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Kerkelijk Kultureel Centrum,0202::SB6,,1076,827,0,0,70,221,128,99,38,137,40,61,15,9,0,4,2,3,0,0,0,0
Arnhem,Arnhem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau ROC Rijn IJssel College,0202::SB7,,1441,1046,0,2,39,247,155,168,56,183,15,140,26,1,0,3,8,0,0,0,5,0
Arnhem,Arnhem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Bezoekerscentrum Sonsbeek,0202::SB8,,1034,1031,0,0,49,260,71,203,36,182,20,174,15,4,2,4,6,0,0,1,4,0
Arnhem,Arnhem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Wijkcentrum de Bakermat,0202::SB9,,1611,1408,0,1,162,290,70,394,68,163,15,222,15,1,0,1,2,0,0,2,3,0
Arnhem,Arnhem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Pieter Brueghelschool,0202::SB11,,1098,1109,2,0,95,217,41,372,30,104,24,197,17,1,0,4,6,0,0,1,0,0
Arnhem,Arnhem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Basisschool Het Palet,0202::SB12,,1238,1127,0,0,105,229,43,338,44,130,14,191,25,0,0,1,4,0,0,2,1,0
Arnhem,Arnhem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Siza Dorp Groep,0202::SB13,,1302,914,0,3,167,105,53,308,85,62,17,95,13,3,0,2,1,0,0,1,1,1
Arnhem,Arnhem,TK2010,Tweede Kamer der Staten-Generaal 2010,,,2010-06-09,Stembureau Pieter Brueghelschool,0202::SB14,,1230,984,1,0,117,232,90,188,83,105,30,112,23,2,0,0,1,1,0,0,0,0
